Abraham	Abrahám
oprostit	zprostit,zprostit,vyprostit
optimalisovat	zoptimalisovat
opylit	zapylit
opál	opálka
opálka	opál
opřádat	zapřádat,upřádat,dopřádat,vypřádat,rozpřádat,spřádat
orace	orat
orat	orace
ordinovat	ordinář
ordinář	ordinovat
orodovat	orodovník
orodovník	orodovat
osa	vosa
osev	Oset
ostat	dostat
ostruha	struha
osud	sud
osychat	dosychat,prosychat,osýchat,přisychat,sesychat,rozsychat
osýchat	dosýchat,prosýchat,osychat,usýchat
otep	tep
otipnout	tipnout
otleskat	tleskat
otrsat	trsat
out	dout,zout
ovadat	uvadat
oves	ves
ovitaminisovat	dovitaminisovat,vitaminisovat,odvitaminisovat,přivitaminisovat,zvitaminisovat
ozdravět	zdravět
očurat	čurat
ořech	Ořechov
oškicnout	doškicnout,naškicnout,přeškicnout
ošklíbat	pošklíbat,ušklíbat
ošpláchnout	vyšpláchnout
oťupat	ťupat,poťupat
ožvykovat	požvykovat
pacifikovat	Pacifik
paleničář	páleničář
pan	pán
panorama	panoráma
panoráma	panorama
papat	papá
papá	papat,papája,Papák
papája	papá
parafin	parafín
parafín	parafin
paralysovat	zparalysovat
parazit	parazitit
parazitit	parazit
part	parta
parta	part
paráda	parádovat
parádovat	paráda
pas	pás,zápas
pasivní	pasivovat
pasivovat	pasivní
past	pást,pasta
pasta	past,pastvit
pastvit	pasta
pata	Zapata
patro	patrona
patron	patrona
patrona	patron,patro
paňák	Panák
pažit	vypažit
pec	Peck
pecka	Peck
pendl	pendlovat
pendlovat	pendl
persiflovat	zpersiflovat
pestřit	zpestřit
petržel	Petržela
piano	Piave
pikantní	zpikantnit
pindat	rozpindat
placatý	plácat
plachta	Placht
plakat	plakát
plakát	plakat
plasknout	splasknout
platina	platit
platit	platina
plevelit	odplevelit
plečka	plečkař
plečkař	plečka
plynit	zplynět
plácat	placatý
pláchnout	vypláchnout,opláchnout,propláchnout
plán	Plánka
plát	plátno
plát	plátno
plátno	plát,plát
pobahňovat	nabahňovat
pocpat	procpat
podbíhat	nadbíhat,odbíhat
podcházet	nadcházet
podestýlat	odestýlat
podestřít	odestřít
podloudničit	podloudný
podloudný	podloudničit
podlétnout	odlétnout,podlétávat
podlétávat	podlétnout
podpínat	odpínat
podsada	podsadit
podsadit	podsada
podtínat	odtínat
poflitrovat	oflitrovat
pokatoličit	pokatoličtit
pokatoličtit	pokatoličit
polarisovat	zpolarisovat
pole	polní
poledne	Poledník
polemisovat	zapolemisovat
poleno	Polena
police	policie,políček
policie	police
polní	pole
polétat	zapolétat
políček	police
pomejšlet	domejšlet
pomník	pomníkář
pomníkář	pomník
pomobilisovat	mobilisovat,domobilisovat,namobilisovat,zmobilisovat
ponoukat	poňoukat
pop	op
popel	popelka
popelka	Popel,popel
popularisovat	zpopularisovat
populární	zpopulárnit
portugal	Portugalsko
posedat	dosedat
pospíchat	spíchat
postupný	postupář
postupář	postupný
posunek	posuněk
posuněk	posunek
pozapomínat	zapomínat
pozemek	pozemský
pozemský	pozemek
pozápadnit	pozápadnět
pozápadnět	pozápadnit
pozřít	zřít
poňoukat	ponoukat
pošklíbat	ošklíbat
pošťouchat	šťouchat
poťupat	oťupat,ťupat
požitkařit	požitkář
požitkář	požitkařit
požvykovat	ožvykovat
pradlář	prádlař
prahnout	zapráhnout
praskat	práskat
pravděpodobný	zpravděpodobnit
pravovárečný	právovárečný
praštit	praštět
praštět	praštit
precisovat	zaprecisovat,vyprecisovat
premiér	premiéra
premiéra	premiér
procensurovat	docensurovat
prochládat	ochládat
procpat	pocpat,docpat
prodrat	odrat
produchovnit	produchovnět
produchovnět	produchovnit
produševnit	oduševnit
profesionalisovat	zprofesionalisovat
progres	progrese
progrese	progres
prokonsumovat	dokonsumovat,přikonsumovat,rozkonsumovat,konsumovat
prokrojit	okrojit
prokrvit	dokrvit
prokysličit	okysličit
promejšlet	domejšlet
promobilisovat	omobilisovat,zmobilisovat,umobilisovat,rozmobilisovat,domobilisovat,mobilisovat
promrzat	omrzat
promykat	promýkat
promítat	omítat
promýkat	promykat
pronikat	onikat
pronormalisovat	donormalisovat,normalisovat
propláchnout	pláchnout,opláchnout,vypláchnout
proplítat	oplítat,zaplítat,uplítat,vyplítat,doplítat
proponovat	oponovat
prosignalisovat	signalisovat,dosignalisovat
prosychat	osychat,prosýchat,dosychat
prosýchat	prosychat,osýchat,dosýchat
protivit	protivný
protivný	protivit
protýkat	dotýkat
proud	proudit
proudit	proud
provaselinovat	dovaselinovat
provlhat	vlhat
provoz	provozář
provozář	provoz
provázet	Provázek
províjet	dovíjet
pročmuchat	dočmuchat,čmuchat
pročísnout	čísnout
pryštit	prýštit
práce	prát
prádlař	pradlář
práskat	praskat
prát	práce
právovárečný	pravovárečný
prýmka	prýmkář
prýmkář	prýmka
prýštit	pryštit,prýštět
prýštět	prýštit
puncovat	punk
punk	punč,punkt,puncovat
punkt	punk,punč,punktovat
punktovat	punkt
punč	punk,punkt
puč	pučit,Puk
pučet	pučit
pučit	puč,pučet
páleničář	paleničář
pán	pan,Pan
pár	pára
pára	pár
párkař	párkář
párkář	párkař
pás	Pásek,pas
pást	past,Pásek
páter	páteř
páteř	páter
píce	píča,píka
píka	píča,píce
písek	píst
píst	písek,pěst
pít	pět
píča	píka,píce
pórovatět	zpórovatět
pěna	pěnice
pěnice	pěna
pěst	píst
pět	pít,pětník
pětník	pět
přebrnkat	brnkat
přecentralisovat	decentralisovat
přechcat	nachcat,zechcat
předebíhat	předeběhnout
předeběhnout	předebíhat
předkládat	vzkládat
přehoupnout	vhoupnout
přeinicialisovat	inicialisovat,reinicialisovat,nainicialisovat
přejezdný	zájezdný
překlimatisovat	klimatisovat,přiklimatisovat
přemobilisovat	mobilisovat,vymobilisovat,zmobilisovat,přimobilisovat,rozmobilisovat,zamobilisovat
přenormalisovat	normalisovat
přeorganisovat	reorganisovat,zreorganisovat
přeplítat	vyplítat,zaplítat
přepodstatnit	zpodstatnit
přepřahat	vypřahat,vpřahat
přespecialisovat	zespecialisovat,specialisovat
přesrat	přisrat
přestříhnout	nastříhnout,stříhnout,ustříhnout
přesychat	přesýchat,rozesychat,přisychat
přesynchronisovat	přisynchronisovat,nasynchronisovat,sesynchronisovat,resynchronisovat,usynchronisovat,dosynchronisovat
přesystematisovat	systematisovat,dosystematisovat,nasystematisovat
přesýchat	přesychat
převlek	převlečný
převlečný	převlek
přezvěřit	zazvěřit
přeškicnout	oškicnout
přichutit	ochutit
přiklimatisovat	zaklimatisovat,překlimatisovat
přikonsumovat	prokonsumovat,dokonsumovat
přimobilisovat	přemobilisovat
připodobit	připodobnit
připodobnit	připodobit
přisrat	přesrat
přistabilisovat	stabilisovat,ustabilisovat,dostabilisovat,nastabilisovat
přisychat	přisýchat,osychat,přesychat
přisynchronisovat	přesynchronisovat,nasynchronisovat,dosynchronisovat,sesynchronisovat,usynchronisovat
přisýchat	přisychat
přivitaminisovat	ovitaminisovat
přivykat	vykat
přát	přít
příjemnit	příjemný,zpříjemnět
příjemný	příjemnit
přísnit	přísnět
přísnět	přísnit
přít	přítel,přát
přítel	přít
rab	Ráb
rabi	rabiák
rabiák	rabiát,rabi
rabiát	rabiák
rachat	ráchat
rafika	rafičit
rafičit	rafika
rajka	ráj
raný	rána
realisovat	zrealisovat
recidiva	recidivovat
recidivovat	recidiva
rehydrovat	dehydrovat
reinicialisovat	přeinicialisovat
rekrut	rekrutovat
rekrutovat	rekrut
remíz	remíza
remíza	remíz
renta	rentovat
rentovat	renta
reorganisovat	zreorganisovat,přeorganisovat
resynchronisovat	přesynchronisovat
retina	retinovat
retinovat	retina
revanš	revanšovat
revanšovat	revanš
revolucionisovat	zrevolucionisovat
reální	reálný
reálný	reální
rešerše	rešeršovat
rešeršovat	rešerše
roh	rohovatý
rohovatý	roh,rohovník
rohovník	rohovatý
roj	Rojka
role	Rol
rolničit	rolnička
rolnička	rolničit
román	Roman,Romanov
roura	rourař
rourař	roura
rozbojník	zbojník
rozbíhat	zbíhat
rozbředat	bředat,vybředat
rozbřesknout	zabřesknout
rozcensurovat	zcensurovat
rozchvátit	zchvátit
rozcitlivit	zcitlivit,rozcitlivět
rozcitlivět	zcitlivět,rozcitlivit
rozedrat	zedrat
rozesrat	zesrat
rozesychat	rozesýchat,rozsychat,přesychat
rozesýchat	rozesychat,rozsýchat
rozgeneralisovat	zgeneralisovat
rozhlédat	zhlédat
rozhojnit	zhojnit
rozhoupnout	zhoupnout,houpnout
rozinicialisovat	zinicialisovat,doinicialisovat,inicialisovat,odinicialisovat
rozjařit	zjařit
rozkonsumovat	prokonsumovat
rozkoš	koš
rozkvítat	zkvítat
rozlítit	rozlítnout
rozlítnout	rozlítit
rozmobilisovat	zmobilisovat,promobilisovat,umobilisovat,vymobilisovat,přemobilisovat
rozmrzat	zmrzat
rozmáčknout	zmačknout
rozněžnět	zněžnět
rozohnit	zohnit
rozpindat	pindat
rozplamenit	zplamenit
rozprostranit	uprostranit
rozptýlit	zptýlit
rozpřahat	rozpřáhat,vypřahat
rozpřádat	zapřádat,opřádat
rozpřáhat	rozpřahat
rozradostnět	zradostnět
rozresonovat	zresonovat
rozsocha	socha
rozsychat	rozsýchat,rozesychat,osychat
rozsystematisovat	systematisovat,dosystematisovat
rozsýchat	rozsychat,rozesýchat
roztrojit	ztrojit
roztrpčit	ztrpčit
rozvichřit	vichřit
rozvzpomínat	vzpomínat
rudý	Ruda
rulička	Rulík
rychlobruslař	rychlobruslit
rychlobruslit	rychlobruslař
rychta	rychtovat
rychtovat	rychta
ráchat	rachat
ráj	rajka
rám	rámě
rámě	rám
rána	raný
rétor	rétorika
rétorika	rétor
sadovník	Sadov
samec	samet
samet	samec
sandinista	Sandino
sardinka	sardinkář,Sardinie
sardinkář	sardinka,Sardinie
schránět	naschránit,uschránit
sebeparodie	sebeparodizovat
sebeparodizovat	sebeparodie
sebeuspokojit	sebeuspokovat
sebeuspokovat	sebeuspokojit
sekvence	sekvencovat
sekvencovat	sekvence
selekce	selektiva
selektiva	selektovat,selekce
selektovat	selektiva
senzibil	senzibilní
senzibilní	senzibil
senzitiv	senzitivní
senzitivní	senzitiv
sesmekat	smekat
sesychat	osychat
sesynchronisovat	přesynchronisovat,přisynchronisovat,nasynchronisovat,usynchronisovat,dosynchronisovat
set	Oset
sever	Severa
sešikmit	zešikmit
signalisovat	dosignalisovat,odsignalisovat,zasignalisovat,prosignalisovat
silice	silika
silika	silice
sinus	siný
siný	sinus
sirý	síra
sivý	Siva
skandalisovat	zeskandalisovat
sklepník	usklepnit
skýtat	naskýtat
slad	sladký,sladit
sladit	sladký,slad
sladký	sladit,slad
sladovničit	sladovník
sladovník	sladovničit
slanit	Slanec
slavit	slavík
slavík	slavit
slepičář	Slepička
slez	Slezsko
sloupkař	sloupkář
sloupkář	sloupkař
smekat	sesmekat
smradit	zasmradit
smích	Smíchov
smůla	Smola
socha	rozsocha
specialisovat	přespecialisovat,zespecialisovat
spedice	speditér
speditér	spedice
splasknout	plasknout
sploštit	zploštit,oploštit
spláchnout	opláchnout,vypláchnout
spolkař	spolkařit
spolkařit	spolkař
spolufinacovat	spolufinancovat
spolufinancovat	spolufinacovat
spoluodpovídat	spoluzodpovídat
spoluzodpovídat	spoluodpovídat
spor	spora,sporý
spora	spor,sporý
sporý	spora,spor
spravedlivý	spravedlný
spravedlný	spravedlivý
spíchat	pospíchat,spěchat
spěchat	spíchat
spřádat	opřádat
srnec	Srník
stabilisovat	dostabilisovat,nastabilisovat,přistabilisovat,ustabilisovat,zastabilisovat
standardisovat	zestandardisovat
statika	statistika
statistika	statika
sterilisovat	vysterilisovat
sterilní	sterilovat
sterilovat	sterilní
stonat	Stone,stonek
stonek	Stone,stonat
stop	stopa
stopa	stop
stoper	stopér
stopér	stoper
stroj	strojit
strojit	stroj
strouhat	vystrouhat
struha	ostruha
strukturalisovat	dostrukturalisovat,nastrukturalisovat,zastrukturalisovat
stud	studit,studovat,studený,Studený
studený	stud,studit
studit	stud,Studený,studený
studovat	stud
stylisovat	vystylisovat
stánkař	stánkařit
stánkařit	stánkař
stáž	stážovat
stážovat	stáž
stín	Stin
stěhovat	stěhovák
stěhovák	stěhovat
střebat	vstřebat
středit	odstředit
střihat	nastřihat,dostřihat
střiž	stříž,Stříž
stříhnout	ustříhnout,nastříhnout,dostříhnout,přestříhnout,vostříhat
stříž	střiž
subvence	subvencovat
subvencovat	subvence
sud	osud
supat	zupat
surový	Sura
svat	Svatý,svatý
svatý	svat
svině	Sviny
svor	svora
svora	svor
svrbit	svrbět
svrbět	svrbit
svítit	světnice
svědek	svědit,svědět
svědit	svědět,svědek
svědět	svědit,svědek
svět	světnice
světnice	svět,svítit
swing	swingovat
swingovat	swing
symbolisovat	zesymbolisovat
sympatisovat	zesympatisovat,zasympatisovat
systematisovat	nasystematisovat,dosystematisovat,přesystematisovat,rozsystematisovat
systemisovat	dosystemisovat
síra	sirý
sít	sítina
sítina	sít
taj	tajný
tajný	taj
tanec	tank
tank	tanout,tanec
tanout	tank
technika	techno,zootechnika
techno	technika
tele	Telč
tendr	tendrovat
tendrovat	tendr
tep	otep
terorisovat	zterorisovat
teta	tetovat
tetovat	teta
teč	tečka
tečka	Teka,teč
tiper	tipér
tipnout	otipnout
tipér	tiper
titan	Titán
tleskat	otleskat
tmívat	vytmívat
totál	totální
totální	totál
trafika	trafikařit
trafikařit	trafika
travař	tráva
trn	Trnka
trojice	trojka
trojka	trojčit,trojice
trojčit	trojka
trsat	otrsat
tráva	travař
turismus	naturismus
turner	turnér
turnér	turner
tutový	Tutu
tvaroh	tvarohář
tvarohář	tvaroh
tvářet	tvářit
tvářit	tvářet
tykat	zatykat
tyč	tyčit
tyčit	tyč,vytýčit
tát	Tate,táta
táta	Tate,tát
tón	tónika
tónika	tón
týl	Tyl
třeskat	třískat
třískat	třeskat
ubreptnout	zabreptnout
uchechtnout	zachechtnout
uchichtnout	zachichtnout
uchroupnout	zachroupnout
udice	udit
udit	udice
udomácnit	udomácnět
udomácnět	udomácnit,zdomácnět
uklihnout	zklihnout
ukládat	dokládat
ukrvavit	zkrvavit
ultramaraton	ultramaratón
ultramaratón	ultramaraton
umobilisovat	omobilisovat,zmobilisovat,promobilisovat,rozmobilisovat
unie	unita
unikat	onikat
unita	unie
upláknout	opláknout
uplítat	oplítat,proplítat,zaplítat
upovšechnit	zpovšechnit
upravdit	zpravdit
uprostranit	rozprostranit
upřádat	opřádat,zapřádat,dopřádat,vypřádat
urbánní	Urbán
urputník	urputný
urputný	urputník
uryšit	urýšit
urýšit	uryšit
uschránit	naschránit,schránět
usklepnit	sklepník
uskromnit	zeskromnit
ustabilisovat	stabilisovat,dostabilisovat,nastabilisovat,přistabilisovat,zastabilisovat
ustříhnout	stříhnout,nastříhnout,dostříhnout,přestříhnout
usynchronisovat	nasynchronisovat,dosynchronisovat,přisynchronisovat,přesynchronisovat,sesynchronisovat
usýchat	osýchat
utilisovat	zutilisovat
utilita	utilitář
utilitář	utilita
utrakvisovat	zutrakvisovat
uvadat	ovadat
uvrtit	dovrtit
uvykat	vykat
uvědomit	zvědomit
učlověčit	zčlověčit
uřknout	zařknout
ušedat	zšedat
ušklíbat	ošklíbat,zašklíbat
uškrouknout	zaškrouknout
uštkat	uštknout
uštknout	uštkat
ušukat	šukat
uživotnit	zživotnit
vachta	vachtat,vachtař
vachtat	vachtař,vachta
vachtař	vachtat,vachta
vagabund	vagabundit
vagabundit	vagabund
vagant	vagantit
vagantit	vagant
valorisovat	dovalorisovat
var	várka
varhanit	varhanět,varhaničit
varhaničit	varhanit
varhany	varhánek
varhanět	varhanit
varhánek	varhany
variance	varianta
varianta	variance
varta	vartovat
vartovat	varta
vaselinovat	dovaselinovat,navaselinovat
vdova	vdovit
vdovit	vdova
vdychat	vdýchat
vdýchat	vdychat
vegetit	vegetář,vegetovat
vegetovat	vegetář,vegetit
vegetář	vegetovat,vegetit
vejměnkář	vejměník
vejměník	vejměnkář
velebník	zvelebnit
velkostatek	velkostatkář
velkostatkář	velkostatek
ventil	ventilovat
ventilovat	ventil
ves	oves
vhoupnout	přehoupnout
vichřit	rozvichřit
vietnamka	Vietnam
vila	vilný
vilný	vila
vinařit	novinařit
vinklář	Vinklár
visitovat	zvisitovat
visitýrovat	zvisitýrovat
visovat	avisovat
vitaminisovat	ovitaminisovat,zvitaminisovat,dovitaminisovat,navitaminisovat
vlas	Vlasov
vlekat	vlékat
vlhat	provlhat,zavlhat
vlk	vlčit
vládat	vládný
vládný	vovládnout,vládat
vlékat	vlekat
vlčet	vlčit
vlčit	vlčet,Vlk,vlk
vnikat	onikat
vně	vát,Nat
voda	Vodák
vodohospodář	národohospodář
voj	vojna
vojevoda	vojevodit
vojevodit	vojevoda
vojna	voj
vole	vůle,volný
volný	vole
vosa	osa
vostříhat	stříhnout
vovládnout	vládný
vpřahat	vpřáhat,přepřahat
vpřáhat	vpřahat
vrap	vráp
vraštit	vráštit
vrhat	vyvrhat,zavrhat
vrzat	Vrzák
vrána	Vrana,Vraný
vráp	vrap
vráskatět	vráskovatět
vráskovatět	vráskatět
vráštit	vraštit
vsahat	vsáhat
vstřebat	střebat
vsáhat	vsahat
vtip	vtipkař
vtipkař	vtipkařit,vtip
vtipkařit	vtipkař
vulgarisovat	zavulgarisovat
vulkanisovat	zavulkanisovat,zvulkanisovat,dovulkanisovat
vyanalysovat	analysovat,zanalysovat
vybledat	zbledat
vyblízat	vyblíznout
vyblíznout	vyblízat
vyboulovat	zboulovat
vybreptnout	zabreptnout
vybulat	zbulat,zabulat
vybíhat	zbíhat
vyběsit	zběsit
vybředat	bředat,zabředat,rozbředat
vycensurovat	censurovat,odcensurovat
vycharakterisovat	charakterisovat,zcharakterisovat
vychlámat	chlámat
vychlípit	vychlípět
vychlípět	vychlípit
vychvistnout	vychvístnout
vychvátit	zchvátit
vychvístnout	vychvistnout
vyciselovat	ciselovat
vycukernit	zcukernit,odcukernit
vydlažit	vydlážit
vydlábnout	nadlábnout
vydlážit	vydlažit
vydundat	odundat
vydřevit	vydřevnit
vydřevnit	vydřevit
vyeskamotovat	zaeskamotovat
vygeneralisovat	zgeneralisovat,generalisovat
vyhládnout	zhládnout
vyhlédat	vzhlédat,zhlédat,hlédat
vyhvězdit	zhvězdit
vyjiknout	vyjíknout
vyjíknout	vyjiknout
vykat	uvykat,přivykat
vykolejit	nakolejit
vykonsumovat	konsumovat
vykrkat	krkat
vykrystalisovat	krystalisovat,zkrystalisovat
vykvitnout	vykvítnout
vykvítnout	vykvitnout
vylíhat	líhat
vymanout	zmanout
vymobilisovat	mobilisovat,přemobilisovat,zamobilisovat,zmobilisovat,odmobilisovat,rozmobilisovat
vymutýrovat	zmutýrovat
vymědlit	změdlit
vyobloučit	zobloučit
vyoslit	vyvoslit
vypartykařit	zpartykařit,zapartykařit
vypažit	pažit
vypeřit	zpeřit
vyplanit	zplanit
vyplavět	zplavět
vypláchnout	pláchnout,opláchnout,propláchnout,spláchnout
vyplítat	zaplítat,přeplítat,doplítat,proplítat
vypodobit	zpodobit,napodobit,vypodobnit
vypodobnit	zpodobnit,vypodobit
vyprahat	vypráhat,zprahat
vyprdelit	odprdelit
vyprecisovat	zaprecisovat,precisovat
vyprostit	zprostit,zprostit,oprostit
vyprovodit	doprovodit
vypráhat	vyprahat
vypulerovat	vypulérovat
vypulérovat	vypulerovat
vypíčit	zpíčit
vypřahat	zapřahat,napřahat,přepřahat,odpřahat,rozpřahat
vypřádat	zapřádat,dopřádat,opřádat,upřádat
vyresonovat	zresonovat
vysmrádnout	nasmrádnout
vysterilisovat	sterilisovat
vystrouhat	strouhat
vystylisovat	stylisovat
vysychat	vysýchat,zasychat
vysámečkovat	vysámkovat
vysámkovat	vysámečkovat
vysýchat	vysychat,zasýchat
vyteplit	zteplit
vytmívat	tmívat
vytýčit	tyčit
vyvoslit	vyoslit
vyvrhat	vrhat,zvrhat
vyvrtit	zavrtit
vyzírat	zírat
vyčouhat	čouhat
vyšpláchnout	ošpláchnout
vyštráchat	štrachat
vyšustět	všustět
vzdušnice	vzdušnit
vzdušnit	vzdušnice,vzdušnět
vzdušnět	vzdušnit
vzdýmat	zdýmat
vzhlédat	vyhlédat
vzkládat	předkládat
vzkvetnout	vzkvétnout
vzkvétnout	vzkvetnout
vzorkař	vzorkář
vzorkář	vzorkař
vzpomínat	rozvzpomínat
vzpěčovat	zpěčovat
vzrůst	Zrůst
vzájemný	zájemný
váha	váhař,Váh
váhař	váha
válka	Val,Válek
vápeničit	vápeník,Vápeník
vápeník	vápeničit,vápenět
vápenět	Vápeník,vápeník
várka	var
vát	vně
váza	vázat
vázat	váza
víno	Vína,věno
víra	Věra
výzbroj	zbroj
věno	víno
věta	větit,větev
větev	věta,větit
větit	věta,větev
vštípit	štípit
všustět	vyšustět
vůl	vůle
vůle	vůl,vole
wahhábita	Wahháb
yorkšír	jorkšír
zaarchaisovat	zarchaisovat
zabahnět	zbahnět
zabreptnout	ubreptnout,vybreptnout
zabsolutnit	zabsolutnět,absolutní
zabsolutnět	zabsolutnit
zabstraktnit	zabstraktnět
zabstraktnět	zabstraktnit
zabulat	zbulat,vybulat
zabředat	bředat,vybředat
zabřesknout	rozbřesknout
zacensurovat	nacensurovat
zachechtnout	uchechtnout
zachichtnout	uchichtnout
zachroupnout	uchroupnout
zachrustit	zachrustět
zachrustět	zachrustit
zadostičinit	zadostčinit
zadostčinit	zadostičinit
zadundat	odundat
zaeskamotovat	vyeskamotovat
zajachtařit	jachtařit
zakademičtit	zakademičtět
zakademičtět	zakademičtit
zakatalogisovat	katalogisovat,zkatalogisovat
zaklimatisovat	klimatisovat,přiklimatisovat
zakládat	zakládač,kládat
zakládač	zakládat
zakonservovat	konservovat,zkonservovat
zakrabit	zkrabit
zakritisovat	kritisovat
zakročit	nakročit
zakrvavit	zakrvit
zakrvit	zakrvavit
zaktivnit	zaktivnět
zaktivnět	zaktivnit
zaktualisovat	aktualisovat
zalistit	odlistit
zalkalisovat	alkalisovat
zamobilisovat	mobilisovat,vymobilisovat,omobilisovat,přemobilisovat,domobilisovat
zamortisovat	amortisovat
zaměstnat	městnat
zanalysovat	analysovat,vyanalysovat
zapartykařit	zpartykařit,vypartykařit
zapchat	napchat,zapchnout
zapchnout	zapchat
zaplítat	proplítat,vyplítat,uplítat,oplítat,přeplítat,doplítat
zapolemisovat	polemisovat
zapolitisovat	zpolitisovat
zapolétat	polétat
zapomínat	pozapomínat,napomínat,opomínat
zaprecisovat	precisovat,vyprecisovat
zapráhnout	zpráhnout,prahnout
zapsychologisovat	zpsychologisovat
zapylit	opylit
zapřahat	vypřahat,napřahat
zapřádat	opřádat,vypřádat,upřádat,dopřádat,rozpřádat
zarchaisovat	zaarchaisovat
zasignalisovat	signalisovat,dosignalisovat
zasmradit	smradit
zastabilisovat	nastabilisovat,stabilisovat,ustabilisovat
zastehnout	nastehnout
zastesknout	zastýsknout
zastrakatět	zestrakatět
zastrukturalisovat	nastrukturalisovat,strukturalisovat
zastýlat	nastýlat
zastýsknout	zastesknout
zastřihat	nastřihat
zastříbrnět	zestříbrnět
zastříhnout	nastříhnout
zasychat	zasýchat,vysychat
zasympatisovat	sympatisovat,zesympatisovat
zasýchat	zasychat,vysýchat
zatykat	tykat
zautomatisovat	odautomatisovat,doautomatisovat,automatisovat
zautorisovat	autorisovat
zavazet	zavazit
zavazit	zavazet
zavlahnout	zavláhnout
zavlhat	navlhat,vlhat
zavláhnout	zavlahnout
zavrhat	vrhat
zavrtit	vyvrtit
zavulgarisovat	vulgarisovat
zavulkanisovat	vulkanisovat,dovulkanisovat,zvulkanisovat
zavyšívat	dovyšívat
zazvěřit	přezvěřit
začít	načít
začít	načít
začít	načít
zařknout	uřknout
zašklíbat	ušklíbat
zaškrouknout	uškrouknout
zašperovat	zašpérovat
zašpérovat	zašperovat
zaštkat	zaštknout
zaštknout	zaštkat
zbabičkovatět	babičkovatět
zbahnět	zabahnět
zbanálnit	zbanálnět
zbanálnět	zbanálnit
zbezpečit	zbezpečnit
zbezpečnit	zbezpečit
zblbit	zblbět,oblbit
zblbět	zblbit
zbledat	vybledat
zbodřet	zbodřit
zbodřit	zbodřet
zbojničit	zbojník
zbojník	zbojničit,rozbojník
zbolševisovat	bolševisovat
zboulovat	vyboulovat
zbroj	výzbroj
zbuchtovatět	buchtovatět
zbulat	vybulat,zabulat
zbídnit	zbídnět
zbídnět	zbídnit
zbíhat	rozbíhat,vybíhat
zběsit	vyběsit
zcensurovat	rozcensurovat,odcensurovat,censurovat
zcentralisovat	centralisovat,docentralisovat
zcharakterisovat	vycharakterisovat,charakterisovat
zchudobnět	zchudobňovat
zchudobňovat	zchudobnět
zchvátit	rozchvátit,vychvátit
zcitlivit	rozcitlivit,zcitlivět
zcitlivět	rozcitlivět,zcitlivit
zcivilnit	zcivilnět
zcivilnět	zcivilnit
zcukernit	zcukernět,vycukernit
zcukernět	zcukernit
zcírkevnit	odcírkevnit
zdefinitisovat	zdefinitizovat,zdefinitivnit
zdefinitivnit	zdefinitizovat,zdefinitisovat
zdefinitizovat	zdefinitisovat,zdefinitivnit
zdemokratisovat	demokratisovat
zdemoralisovat	demoralisovat
zdesateronásobit	zdesateronásobnit
zdesateronásobnit	zdesateronásobit
zdesorganisovat	desorganisovat
zdiversifikovat	diversifikovat,dodiversifikovat
zdomácnit	zdomácnět
zdomácnět	zdomácnit,udomácnět
zdravkat	zdrávkat
zdravět	ozdravět
zdredovatět	dredovatět
zdrobnit	zdrobnět
zdrobnět	zdrobnit
zdrávkat	zdravkat
zduchovnit	zduchovnět
zduchovnět	zduchovnit
zduševnit	zduševnět,oduševnit
zduševnět	zduševnit
zdýmat	vzdýmat
zdětštit	zdětštět
zdětštět	zdětštit
zdůstojnit	zdůstojnět
zdůstojnět	zdůstojnit
zdůvěrnit	zdůvěrnět
zdůvěrnět	zdůvěrnit
zechcat	přechcat
zedrat	rozedrat
zesentimentálnit	zesentimentálnět
zesentimentálnět	zesentimentálnit
zesilnit	zesilnět
zesilnět	zesilnit
zesinavět	zsinavět
zeskandalisovat	skandalisovat
zeskelnit	zeskelnět
zeskelnět	zeskelnit
zeskromnit	zeskromnět,uskromnit
zeskromnět	zeskromnit
zeskrovnit	zeskrovnět
zeskrovnět	zeskrovnit
zeslavnostnit	zeslavnostnět
zeslavnostnět	zeslavnostnit
zesličnit	zesličnět
zesličnět	zesličnit
zeslovanštit	zeslovanštět
zeslovanštět	zeslovanštit
zespecialisovat	přespecialisovat,specialisovat
zespolečenštit	zespolečenštět
zespolečenštět	zespolečenštit
zesrat	rozesrat
zestandardisovat	standardisovat
zesteronásobit	zesteronásobnit
zesteronásobnit	zesteronásobit
zestonásobit	zestonásobnit
zestonásobnit	zestonásobit
zestrakatět	zastrakatět
zestraničtit	zestraničtět
zestraničtět	zestraničtit
zestručnit	zestručnět
zestručnět	zestručnit
zestříbrnět	zastříbrnět
zesubjektisovat	zesubjektivisovat
zesubjektivisovat	zesubjektisovat
zesvátečnit	zesvátečnět
zesvátečnět	zesvátečnit
zesvětačet	zesvětačit
zesvětačit	zesvětačet
zesvětštit	zesvětštět
zesvětštět	zesvětštit
zesymbolisovat	symbolisovat
zesympatisovat	sympatisovat,zasympatisovat
zesyrovatět	zesýrovatět
zesýrovatět	zesyrovatět
zevropštit	zevropštět
zevropštět	zevropštit
zevšeobecnit	zevšeobecnět
zevšeobecnět	zevšeobecnit
zextenzívnit	zextenzívnět
zextenzívnět	zextenzívnit
zezvířečtit	zezvířečtět
zezvířečtět	zezvířečtit
zešesteronásobit	zšesteronásobit
zešikmit	sešikmit
zešupinkovatět	zešupinovatět,šupinkovatět
zešupinovatět	zešupinkovatět
zfalsifikovat	falsifikovat
