Abraham	Abrahám
báň	bán,banka,bánit,baňka,Bánovec,banán
bé	bečka,bez,Ben
békat	bekat
bída	běda
bílý	Bíl,Běla,běl,Bělina,bít,Bělov
bít	bit,bítník,bílý
bítník	bít,bit
bóje	Bój
býk	býčit
být	byte
býčit	býk
běda	bída
běl	Bělov,Bíl,Bělina,Bělík,Běla,bílý
běs	oběsit
běženec	běžet
běžet	běženec
bředat	vybředat,zabředat,rozbředat
břeh	Břehov
březí	Březa,bříza
břídit	zbředit
bříza	Březa,březí
bůh	Božka
bžunknout	vyžunknout
car	cárat
cedule	cedulář
cedulář	cedule
celovat	celý
celý	celovat
cena	cent
censurovat	vycensurovat,zcensurovat,docensurovat,odcensurovat,procensurovat,rozcensurovat,zacensurovat,nacensurovat
cent	docent,cena
centralisovat	zcentralisovat,docentralisovat,přecentralisovat,decentralisovat
cesionář	cessionář
cessionář	cesionář
chalupa	Chalupník
chan	chán
charakterisovat	vycharakterisovat,zcharakterisovat
charta	charter
charter	charta
chat	chata
chata	chat
chcát	ochcat,nachcat,přechcat
cherub	cherubín
cherubín	cherub
chinin	Chile
chlad	chladnice
chladnice	chlad
chlop	chlup
chlup	chlop
chlámat	vychlámat
chopit	Chopin
chrastit	Chrasta
christianizovat	Christián
chrom	chróm,chromý
chromý	chrom
chroptit	chroptět
chroptět	chroptit
chroupat	chrupat
chrupat	chroupat
chránit	uschránit
chróm	chrom
chvalořeč	chvalořečit
chvalořečit	chvalořeč
chvoj	chvost
chvost	chvoj
chán	chan
chřest	chřestit
chřestit	chřest
chřoupat	chřupat
chřupat	chřoupat
cibule	Cibula
cifra	cifrák,šifra
cifrák	cifra
cikán	cikánit
cikánit	Cikán,cikán,zcikánět
ciselovat	vyciselovat
cisterciák	cistercián
cistercián	cisterciák
citovat	cítit
citron	citrón
citrus	citrusář
citrusář	citrus
citrón	citron
civilisovat	zcivilisovat
cizí	zcizet
clo	clona
clona	clo
cucat	cucek
cucek	cucat
culit	culík
culík	culit,Vaculík
cvikat	cvičit
cvičit	cvikat
cvok	cvočkář
cvočkař	cvočkář
cvočkář	cvočkař,cvok
cvrčet	Cvrk
cárat	car
cé	Ota,oko,ovce,tele,pot,otec,Telč
cítit	citovat
dalmatin	Dalmácie
daněk	Dan,daň
dar	Dárí
davidián	Davidov,David
daň	Dan,Dán,Daniel,daněk
dbát	bát
debrujár	debrujář
debrujář	debrujár
decentralisovat	přecentralisovat,dodecentralisovat,zcentralisovat,centralisovat,docentralisovat
dedukce	dedukovat
dedukovat	dedukce
dehydrovat	rehydrovat
deionisovat	ionisovat,zionisovat
deka	dekovat,dé
dekadence	kadence
deklamovat	proklamovat
dekomodifikovat	modifikovat
dekovat	deka
demence	dementi
dementi	demence
demilitarisovat	remilitarisovat
demobilisovat	domobilisovat,zamobilisovat,vymobilisovat,odmobilisovat,přemobilisovat,mobilisovat,vmobilisovat,zmobilisovat,umobilisovat
demografie	mamografie
demokratisovat	zdemokratisovat
demoralisovat	zdemoralisovat
den	zen
dendrologie	andrologie
denunciant	denunciovat,denuncovat
denunciovat	denuncovat,denunciant
denuncovat	denunciovat,denunciant
deportovat	reportovat
deprese	represe,depresář
depresář	deprese
deputace	deputátník
deputátník	deputace
desetina	desetník
desetník	desetina
desorganisovat	zdesorganisovat
desátek	desátník
desátník	desátek
dezert	dezertovat
dezertovat	dezert
diakritika	kritika
dietologie	etologie
diferenciovat	diferencovat
diferencovat	diferenciovat
diletant	diletovat
diletovat	diletant
dimense	dimenze
dimenze	dimense
direktor	direktovat
direktovat	direktor
disciplinovat	disciplína
disciplína	disciplinovat
dispens	dispenz,dispensovat
dispensovat	dispens
dispenz	dispens
distanc	distance
distance	distanc
distribuce	redistribuce
diversifikovat	zdiversifikovat,dodiversifikovat
divý	Divina,dívat
dlabat	Dlabač
dlouhatý	dlouhý
dlouhý	dlouhatý
dmychat	dmýchat
dmýchat	dmychat
dna	dno,dé,dýně
dno	dna,dé,dýně
dnít	znít
doautomatisovat	odautomatisovat,zautomatisovat,automatisovat,přiautomatisovat
doba	nádoba
dobrodit	dobroděj,brodit
dobroděj	dobrodit
dobuzovat	odbuzovat
dobíhat	obíhat
docelit	ucelit,zcelit,zocelet
docensurovat	procensurovat,odcensurovat,censurovat,zcensurovat,rozcensurovat,vycensurovat,zacensurovat
docent	cent
docentralisovat	zcentralisovat,centralisovat,decentralisovat
dochutit	ochutit,přichutit
docpat	procpat,pocpat
dodecentralisovat	decentralisovat,přecentralisovat
dodiversifikovat	diversifikovat,zdiversifikovat
dodrat	zadrat
dogeneralisovat	zageneralisovat,generalisovat,zgeneralisovat,vygeneralisovat
dohlédat	ohlédat
dohodnout	pohodnout,uhodnout
doinicialisovat	inicialisovat,odinicialisovat,zinicialisovat,nainicialisovat,rozinicialisovat,přeinicialisovat,reinicialisovat
dok	sok,nok
dokadit	kadit
doklimatisovat	odklimatisovat,klimatisovat,zaklimatisovat,přiklimatisovat
dokládat	ukládat,kládat,zakládat,přikládat,předkládat,odkládat,vykládat,rozkládat,překládat,donakládat,skládat
dokonsumovat	prokonsumovat,konsumovat,přikonsumovat,rozkonsumovat,vykonsumovat
dokrakonošovat	nakrakonošovat,Krakonoš
dokrojit	okrojit,prokrojit,krojit
dokrvit	prokrvit,zkrvit,okrvavit
dokvítat	zkvítat,odkvítat
dole	důl,Dolina,podolí
dolejzat	prolejzat
dolesnit	lesnit
dolhat	prolhat
dolinář	Dolina,doliňák,Olina
doliňák	Dolina,dolinář
dolétnout	dolítnout
dolíhat	líhat,vylíhat,rozlíhat
dolítnout	dolétnout
domejšlet	promejšlet,pomejšlet
domobilisovat	mobilisovat,pomobilisovat,omobilisovat,promobilisovat,zmobilisovat,zamobilisovat,demobilisovat,umobilisovat,odmobilisovat,namobilisovat,rozmobilisovat,vymobilisovat,přemobilisovat,přimobilisovat
domrazovat	promrazovat
domykat	mykat,promykat
domáčknout	promáčknout
domílat	promílat
donace	Don
donakládat	vynakládat,kládat,zakládat,dokládat,vykládat
donor	Nor,nora
donormalisovat	pronormalisovat,normalisovat,znormalisovat,přenormalisovat
doplítat	vyplítat,proplítat,zaplítat,oplítat,uplítat,podplítat
doprecisovat	precisovat,rozprecisovat,vyprecisovat
doprovodit	vyprovodit,sprovodit
dopřádat	opřádat,zapřádat,upřádat,vypřádat,rozpřádat,spřádat
doresonovat	zresonovat,rozresonovat,odresonovat,zaresonovat,resonovat
dosedat	posedat,odsedat,vysedat
dosignalisovat	signalisovat,odsignalisovat,zasignalisovat,prosignalisovat
doslat	poslat
doslýchat	zaslýchat,vyslýchat
dosrat	prosrat,přisrat,srát,odsrat
dostabilisovat	stabilisovat,ustabilisovat,přistabilisovat,nastabilisovat,zastabilisovat
dostat	ostat
dostlat	postlat,stlát
dostoupit	stoupit,prostoupit
dostrukturalisovat	strukturalisovat,nastrukturalisovat,zastrukturalisovat
dostřeďovat	středit
dostřihat	střihat,nastřihat,odstřihat,vostříhat,přistřihat,zastřihat
dostříhnout	stříhnout,nastříhnout,ustříhnout,vostříhat,zastříhnout,přestříhnout
dosychat	osychat,dosýchat,prosychat,rozsychat,vysychat,zasychat,osýchat,přisychat,sesychat
dosynchronisovat	nasynchronisovat,usynchronisovat,přisynchronisovat,přesynchronisovat,sesynchronisovat,resynchronisovat
dosystematisovat	systematisovat,nasystematisovat,rozsystematisovat,přesystematisovat
dosystemisovat	systemisovat
dosíkat	vysíkat
dosýchat	dosychat,osýchat,prosýchat,osychat,vysýchat,usýchat,přisýchat,rozsýchat,zasýchat,prosychat
doteplit	proteplit,zteplit,uteplit
dotýkat	protýkat,týkat
doufat	zoufat
dout	out,zout,rozdout
dovalorisovat	valorisovat,zvalorisovat
dovaselinovat	vaselinovat,provaselinovat,navaselinovat
dovitaminisovat	ovitaminisovat,vitaminisovat,odvitaminisovat,zvitaminisovat,přivitaminisovat,navitaminisovat
dovlíknout	zavlíknout,odvlíknout
dovolenkařit	dovolenkář
dovolenkář	dovolenkařit
dovrtit	uvrtit,povrtit,vyvrtit,vrtět
dovulkanisovat	zavulkanisovat,vulkanisovat,zvulkanisovat,předvulkanisovat
dovyšívat	zavyšívat
dovíjet	províjet,víjet,přivíjet
dozor	pozor,vzor
dočmuchat	pročmuchat,čmuchat,vočmuchat
doškicnout	oškicnout,naškicnout,přeškicnout
dravý	zdravý
dredovatět	zdredovatět
dredy	dres
drenovat	drénovat
dres	dredy
drezér	drezína,drezírovat
drezína	drezér,drezírovat
drezírovat	zdrezovat,drezína,drezér
drezúra	drezúrovat
drezúrovat	drezúra
drhat	zdrhat
drob	drobit,drobeček,drobet
drobet	drobit,drobeček,drob
drobeček	drobit,drobet,drob
drobit	drobet,drob,drobeček
drozd	Drozdov
drožka	drožkařit
drožkařit	drožka
družit	družička
družička	družit
družstevničit	združstevnit
drát	odrat
drát	odrat
drén	drénovat
drénovat	drén,drenovat
držka	Držovice
dubl	Dublin
duh	duha
duha	duh
dukát	zukat
dupat	zupat,oddupat
dusat	dusný,dusit
dusit	dusat
dusný	dusat
duše	Duša
dvojit	dvojí,dvojka,dvojný
dvojka	dvojí,dvojkař,dvojit,dvojný
dvojkař	dvojka
dvojnásobek	dvojnásobit
dvojnásobit	dvojnásobek,násobit
dvojný	dvojí,dvojka,dvojit
dvojí	dvojit,dvojka,dvojný
dychtit	dychtivec
dychtivec	dychtit,zdychtivět
dál	dálný
dálný	dál
dát	zdát,Dák
dé	dno,dík,dna,deka,dít
démon	démonie
démonie	démon
dík	dé,Dyk,dít
díra	Dírná
dít	dítě,dívat,dé,dík
dítě	dít,dívat
dívat	dít,dítě,divý
dýka	Dyk
dým	rým
dýně	dno,dna
děd	dědit,dědina
dědina	dědit,Děd,děd
dědit	dědina,Děd,děd
děs	Oděsa
dřevařit	dřevo
dřevo	dřevařit
dřevosochat	dřevosochař
dřevosochař	dřevosochat
dřín	dřít
dřít	dřín
dštít	štít,štítit
důl	dole
džbán	džbánkař
džbánkař	džbán
džíny	žíně
efekt	Efes
eklovat	klovat
ekosystém	systém
elaidinizovat	elaidinozovat
elaidinozovat	elaidinizovat
elektrisovat	zelektrisovat
elektron	elektronika
elektronika	elektron
emigrovat	migrovat
epika	epitel
epitel	epika
esej	eses
eses	esej,přesný
etika	Štika,štika,atika,attika,antika
etnomuzikologie	muzikologie
etologie	dietologie,neonatologie,poetolog
etymologie	pomologie
expedient	expedovat
expedovat	expedient
explodovat	explozíva
explozíva	explodovat
expres	exprese
exprese	expres
extrém	extrémismus
extrémismus	extrém
fabrika	fabrikovat
fabrikovat	fabrika
fabulizovat	fabulovat
fabulovat	fabulizovat
fajfka	fajfkář,fajfkař
fajfkař	fajfkář,fajfka
fajfkář	fajfkař,fajfka
faktor	faktura
faktum	faktura
faktura	faktum,faktor
falsifikovat	zfalsifikovat
fanfaron	fanfarón,fanfára
fanfarón	fanfaron
fanfára	fanfaron
fant	fantom
fantom	fantóm,Fantomas,fant
fantóm	fantom,Fantomas
fara	fárat,farad
farad	fara
fasit	fasovat
fasona	fasovat
fasovat	fasit,fasona
fatovat	Fatos
faun	fauna
fauna	faun
fašismus	neofašismus,fašisovat
fašisovat	zfašisovat,fašismus
fašírka	fašírovat
fašírovat	fašírka
feminismus	feminní
feminní	feminismus
fen	fén,Fénicie
figura	figurína
figurína	figura
fikat	Fikar,fikce
fikce	fík,fikat
fil	filc
filc	fil
filosof	filosofie
filosofie	filosof
finance	finále
fintit	fintovat
fintovat	fintit
finále	finance
firnovatět	zfirnovatět
flamenco	flám
flašinet	flaška
flaška	flašinet
flitrovat	oflitrovat,poflitrovat
fluidní	fluidum
fluidum	fluidní
flám	fláma,flamenco
fláma	flám
fojt	Fojtík,Fojtka
folie	folium
folium	folie
folklor	folklór
folklór	folklor
fonografie	monografie,sonografie
fonovat	Fon
forma	reforma,Forman
fotografie	fotografovat
fotografovat	fotografie
fous	fousy
fousy	fous,Fous
fracek	frak
frak	frakce,fracek
frakce	frak
frank	Franky,Francie,Franke,František,frankismus
frankismus	Franky,Franke,frank,Franic,Francie
freska	Frísko
fronta	frontýrovat
frontýrovat	fronta
frčet	frčka
frčka	frčet
furiant	zafuriantit
fučet	Fučík
fárat	fara
fén	fen,Fénicie
fénix	Fénicie
fík	fikce
gajdy	Gajda,Gajdar
galejní	Gal,Galen,galéra,Galicie
galerie	galéra
gall	Gal,Gál,Galen
galéra	galerie,galejní
gaullista	neogaullista
gelovatět	zgelovatět
gen	Gent
generalisovat	vygeneralisovat,zgeneralisovat,zageneralisovat,dogeneralisovat,rozgeneralisovat,přegeneralisovat
geografie	ideografie
geomorfologie	morfologie
germanisovat	zgermanisovat
gesce	gesto
gesto	gesce
glajchšaltizovat	glajchšaltovat
glajchšaltovat	glajchšaltizovat
gondat	gondola
gondola	gondat
grad	gradovat
gradovat	grad,graduovat
graduovat	gradovat
grafika	grafičit,grafit,ideografie
grafit	grafičit,grafika
grafičit	grafika,grafit,ideografie
gram	program
granit	granát
granát	granit
graviton	gravitovat
gravitovat	graviton
gravér	gravírovat
gravírovat	gravér
gubernie	gubernium
gubernium	gubernie
habilitovat	rehabilitovat
had	hadař
hadař	hádat,had
hajat	Háj,háj,hájit
hajdalačit	hajdalák
hajdalák	hajdalačit
hajduk	hajdučit
hajdučit	hajduk
halasit	Halas
halda	haldař
haldař	halda
halit	Halič,halíř
halit	Halič,halíř
halíř	halit,halit
hamburger	hamburgr
hamburgr	hamburger
hammond	hammondkář
hammondkář	hammond
hanit	hanět,Hana,Haná
hanět	hanit
harmonie	harmonika
harmonika	harmonie
harmonisovat	zharmonisovat
havran	zhavranět
hašiš	hašovat
hašlerka	Hašler
hašovat	hašiš
hec	hecovat
hecovat	hec
hedvábí	zhedvábnět
hejbat	vohejbat
hejno	Hejnice,hejsek
hejsek	hejno,Hejnice
helvet	helvít,Helvét
helvít	helvet,Helvét
hendikepovat	hendikepový
hendikepový	hendikepovat
hermetika	Hermite
heroin	heroina
heroina	heroin
hic	hit
historisovat	zhistorisovat
hit	hic
hlad	hladit
hladit	hlad
hlahol	hlaholit
hlaholit	hlahol
hlava	Hlaváč,hlavička
hlavička	Hlava,hlava
hledat	hlédat,zhlédat,ohlédat,vyhlédat,rozhlédat,hledět,nahlédat
hledět	hledat
hlemýžď	hlemýžďář
hlemýžďář	hlemýžď
hloh	Hlohov
hlouček	hloučit
hloučit	hlouček
hlédat	zhlédat,hledat,vyhlédat,ohlédat,rozhlédat,nahlédat,prohlédat,zahlédat
hlídat	zahlídat
hnanec	Hnát,hnát,hnát
hnout	prahnout
hnát	hnanec
hnát	hnanec
hníst	hnít
hnít	hníst
hobl	hoblina
hoblina	hobl
hodina	hodit,hodinkář
hodinkář	hodina,hodit
hodit	hodina,hodovat,hodinkář
hodovat	hodit
hokej	žokej
hold	holý
holkařit	holčičkář
holý	hůl,hold
holčičkář	holkařit
hora	horor,horna,hůra,horký,horovat,Horác,Horka,hoře,hornatý
horký	Horka,horor,Hora,hora,horna,Horác,horovat
horna	hornatý,hora,Hora,horňák,horký,Horniak,Hornik,horovat,horor,Horka
hornatý	horna,horňák,horovat,Hora,hora
horolezec	horolezení
horolezení	horolezec
horor	hora,Hora,horký,Horka,horovat,horna
horovat	Hora,hora,horna,horor,hornatý,horký,Horka
horňák	hornatý,horna,Horniak,Hornik
hospital	hospitant
hospitant	hospitovat,hospital
hospitovat	hospitant
hospoda	hospodář
hospodář	hospoda,vodohospodář
houně	houst
houpnout	zhoupnout,rozhoupnout,zahoupnout,vyhoupnout,přehoupnout
houst	houští,houně
houští	houst
hovězí	Hověz
hoře	hořec,hořet,hora,Hora,hořký
hořec	hořet,hoře,hořký
hořet	hořec,hoře,hořký
hořký	hoře,hořec,hořet
hrabat	Hrabák,Hrabánek,Hrabal
hrabě	Hrab
hradit	hradlo,hráz,Hrádek
hradlo	hradit
hrana	hranit,hraničník,hrát
hranit	vyhranit,hraničník,hrana,zhránit
hraničník	hranit,hrana
hrbolatit	zhrbolatět
hrdlit	hrdlo
hrdlo	hrdý,hrdlit
hrdý	hrdlo,Hrdina
hrnec	hrnout
hrnout	hrnec
hroch	hrot
hromada	zhromadnit
hrot	hroch
hrozen	Hroza
hrudovat	hruď
hruď	hrudovat
hrách	hrát
hrát	hrách,hrana
hráz	hradit
hrůza	Hroza
huba	hubnout
hubit	hubnout
hubnout	huba,hubit
hulán	Hulín
humanismus	humanisovat,humánní
humanisovat	zhumanisovat,humanismus
humánní	humanismus
husa	Husák,Hus
husar	Housar
hvozd	hvozdit
hvozdit	hvozd
hvězda	Hvězdář
hysterie	hysterčit
hysterčit	hysterie
hádat	hadař,Hádek
háj	hájit,hajat
hájit	háj,Háj,hajat
hřeb	hřebec,Hřebeč,hřebit,hřebenatý
hřebec	Hřebeč,hřeb,hřebit,hřebenatý
hřebenatý	hřebec,hřeb,Hřebeč
hřebit	hřebec,Hřebeč,hřeb
hřib	hřížit
hřížit	Hřib,hřib
hůl	holý
hůra	Hora,hora
idealisovat	zidealisovat
ideografie	geografie,grafika,grafičit,biografie
ideologie	ideologizovat
ideologizovat	ideologie
iks	viks,kiks
improvisovat	zaimprovisovat,zimprovisovat
indukce	indukovat
indukovat	indukce
industrialisovat	zindustrialisovat
informel	informovat
informovat	informel
inicialisovat	nainicialisovat,doinicialisovat,zinicialisovat,přeinicialisovat,rozinicialisovat,odinicialisovat,reinicialisovat
injekce	injektovat
injektovat	injekce
inkompatibilní	kompatibilní
inkompetence	kompetence
insolvence	solvence
intarzie	intarzovat
intarzovat	intarzie
intendance	intendant
intendant	intendance
interes	interesent
interesent	interes
interna	interní,internovat,internet
internet	interní,internovat,interna
internovat	interna,interní,internet
interní	interna,internovat,internet
intimní	intimovat
intimovat	intimní
intrika	intrikařit
intrikařit	intrika
intrudovat	intruze
intruze	intrudovat
inventarisovat	zinventarisovat
inventovat	inventář
inventář	inventovat
involovat	involvovat
involvovat	involovat
inženýr	bioinženýr
ion	iont
ionisovat	zionisovat,deionisovat
iont	ion
iris	irisovat
irisovat	iris
italika	Itálie
jachta	jachtařit,vachta
jachtařit	zajachtařit,jachta,vachtař
jak	vak
jakobita	jakobín
jakobín	jakobita
janičár	janičář
janičář	janičár
jarý	Jar
jatky	Jáva
jazyk	jazyčný
jazyčný	jazyk
jed	jez
jediný	ujedinit
jedle	Jedlov
jednat	jednička,jednota
jednička	jednat,jednota
jednosměrka	zjednosměrnit
jednota	jednat,jednička
jelen	Jelena,jelenář,Velen
jelenář	Jelena,jelen
jemný	zájemný
jesen	Jesenin
jet	jít,jetel
jetel	jet
jez	jed,bez,jezovita
jezovita	jez
ječmen	zječmenit
ješitný	zješitnět
jih	jihnout,jiný
jihnout	jih
jiný	jíní,Jinek,oj,jih
jistý	jíst
jitrnice	jitro
jitro	jitřit,jitrnice
jitřit	jitro
jiřina	Jiří
jod	Joza
johanita	Johan
jonák	Jon
jorkšír	yorkšír
judo	Juda,Judea
junák	Junona
justice	Just,justovat,Justýna
justovat	justice,Just
juta	Jut
jíní	jiný,Jinek,jít,oj
jíst	jistý
jít	jet,jíní
kabel	kabela
kabela	kabel
kabonit	kabonět
kabonět	kabonit
kabát	překabátit
kachna	Kachyňa
kacéř	kacíř
kacíř	kacéř
kadence	dekadence,kadet
kadet	kadit,kadence
kadit	dokadit,kadet,kazit
kakao	kakat,káva
kakat	kakao,káva,kat
kalich	kalit
kalit	Kalinin,kalich
kameňák	Kamený,Kamenec
kamna	Kamený,Kamenec
kampan	kampaň
kampaň	kampan
kanava	Kanak,Kanaán
kandidovat	kandidát
kandidát	kandidovat
kanec	Kanaán,Kanak,kanout,kanovník,kanár,kanál
kanout	Kant,Kanak,kanec,kánoe,Kanaán,kanár
kanovník	Kanaán,kanec
kanton	kantýna
kantor	kantořit
kantořit	kantor,Kantor
kantýna	kanton,Kant
kanál	Kanaán,kanec
kanár	kanec,Kanada,kanout
kapela	kapelničit
kapelničit	kapela
kapitalisovat	zkapitalisovat
kapitola	Kapitol,kapitála,kapitula
kapitula	kapitola,kapitála
kapitál	kapitála,kapitán,Kapitol
kapitála	kapitál,kapitola,kapitula
kapitán	kapitál
kapka	Kap
kapsa	Kap
kapuca	kapuce
kapuce	kapuca
kar	Ikar
karate	kárat
karban	karbanit
karbanit	karban
karbon	karbonář,karbonát
karbonatit	karbonát
karbonát	karbonář,karbon,karbonatit
karbonář	karbonát,karbon
karta	kartáč,Karter
kartel	Karter
karton	kartón
kartáč	karta
kartón	karton
kasa	Kasák,kasat
kasat	Kasák,kasa
kasta	kastle
kastle	kasta
kat	kát,káva,katit,kakat
katalogisovat	zakatalogisovat,zkatalogisovat
katit	kat,kát
kazit	kázat,kadit
kaše	kašna
kašna	kaše
kaštan	kaštanář
kaštanář	kaštan
kelt	Kelč
kečup	kečupář
kečupář	kečup
kiks	viks,iks,kiksat
kiksat	kiks
klacek	klátit
kladný	Kladno,kláda
klamat	sklamat
klas	klasika,klasikář
klasicisovat	zklasicisovat
klasika	klasikář,klas
klasikář	klasika,klas
klavír	klavírník
klavírník	klavír
klec	kleč,klen
klen	klenout,klenot,klec
klenot	klenout,klen
klenout	klen,klenot
klepat	Klepáč,klepeto
klepeto	klepat
klesat	vklesat
klevetit	klevetný
klevetný	klevetit
kleč	klečet,klec,klíč,Klíč
klečet	kleč
kleštit	kleště
kleště	kleštit
klid	klidit
klidit	klid
klih	klihař
klihař	klih
klihovatět	zklihovatět
klika	klikat
klikat	klika
klima	Klimák,Klíma,Klimek
klimatisovat	zaklimatisovat,překlimatisovat,doklimatisovat,přiklimatisovat,odklimatisovat
klinika	klinkat
klinkat	klinika
klofat	rozklofat
klon	klonit
klonit	klon
klopotat	klopotit
klopotit	naklopotit,klopotat
klovat	eklovat
klub	klubko
klubko	klub
kluk	klučit,Klučov
klusat	Klusák
klučit	Klučov,kluk
kláda	kládat,kladný,Kladno
kládat	kláda,dokládat,zakládat,vykládat,vynakládat,překládat,ukládat,donakládat,přikládat
klát	klátit
klátit	klát,Klatovy,klacek
klímat	Klíma
klín	klínit
klínit	klín
klít	Klíč,klíč
klíč	klít,kleč
klíště	Klíš
kmen	kmín
kmotrovatět	zkmotrovatět
kmín	kmen,nakmínovat
knot	okno
koala	koalice
koalice	koala
kohout	kohoutit
kohoutit	kohout,Kohout
koka	kočí,kočka,Koč,kokos,kočár
kokos	koks,kos,koka
koks	kokos
kolekce	kolektiv
kolektiv	kolekce
koleno	Koleč
kolo	kolona,kůl
kolona	kolonie,kolo,koloniální
kolonie	kolona,koloniální
kolonisovat	zkolonisovat
koloniální	kolonie,kolona
kolovrat	kolovrátkář
kolovrátkář	kolovrat
komercialismus	zkomercialisovat
komihat	komíhat
komika	komise
komise	komika
komparovat	komparz
kompars	komparz
komparz	kompars,komparovat
kompatibilní	inkompatibilní
kompensovat	rekompensovat
kompetence	inkompetence
komplement	komplementář,kompliment
komplementář	komplement
kompliment	komplement
komposice	kompost
kompost	kompot,komposice
kompot	kompost
komprese	kompresovat
kompresovat	komprese
kompromis	kompromisník
kompromisník	kompromis
komunismus	komunita,neokomunizmus,zkomunisovat
komunita	komunismus
komíhat	komihat
konat	konec,koňak
koncese	koncesovat,konec
koncesovat	koncese
kondensovat	zkondensovat
konec	konat,kůň,konev,koncese
konev	konec,kůň
konfekce	konfekcionář
konfekcionář	konfekce
konfigurovat	samokonfigurovat
konkretisovat	zkonkretisovat
konkrétní	zkonkrétnit,zkonkrétnět
konservovat	zakonservovat,zkonservovat
konstanta	Konstantin
konstituce	konstituovat
konstituovat	konstituce
konstruktivismus	konstruktivistický
konstruktivistický	konstruktivismus
konsumovat	dokonsumovat,vykonsumovat,prokonsumovat,přikonsumovat,rozkonsumovat
kontinuovat	kontovat,konto
konto	kontovat,kontoár,kontinuovat
kontovat	konto,kontinuovat,kontoár
kontoár	kontura,konto,kontovat
kontrakt	kontrast
kontrast	kontrakt
kontura	kontoár
konvence	konvencionální,konvenovat
konvencionální	konvence
konvenovat	konvence
konverse	konversovat
konversovat	konverse
konzervativní	zkonzervativnět,neokonzervativní
kopa	kopí,kopt,kopie,Kopač
kopat	Kopač,kopec
kopec	Kopeč,kopit,kopat
kopie	kopit,kopa,kopí
kopit	kopie,kopec,Kopeč,kopí
kopt	koptit,kopčit,kopa
koptit	kopt,kopčit
kopí	kopčit,kopa,Kopeč,kopit,kopie
kopčit	kopí,koptit,kopt
kora	kůra,Korák
kord	akord,korzo
korec	Korea
korekce	korektní
korektní	korekce,korektura
korektura	korektní
korepetitor	korepetitovat,korepetovat
korepetitovat	korepetovat,korepetitor
korepetovat	korepetitovat,korepetitor
korsovat	Korsika
koruna	stokoruna
korupce	korupčník
korupčník	korupce
korzo	korzár,kord
korzár	korzo
korál	korálkář
korálkář	korál
kos	Kosovo,kosý,kosa,kosíř,Kosák,kost,kokos
kosa	kosý,Kosák,kost,kos,Kosovo
kosmologie	seismologie
kosmopolita	kosmopolitický
kosmopolitický	kosmopolita
kost	Kůst,košt,kosa,kosý,kos,koza,koště,kostkář
kostel	Kostelný,kostelničit
kostelničit	kostel,Kostelný
kostkář	kost
kosíř	kos
kosý	kosa,kos,Kosák,kost
kotel	kotit,Kott,kotník
kotit	kotel
kotník	Kott,kotel
kotouč	Kotoul
kotovat	Kott
koupat	koupit
koupit	koupat
kout	kouč
kout	kouč
kouč	kout,kout
kov	Kováč,Kovač
koza	kozák,Kozár,kost,Kůst
kozák	koza
kočka	Koč,kočí,kočár,koka
kočár	kočka,Koč,koka
kočí	Koč,kočka,koka
koňak	konat
koňařit	Koňařík
kořen	kořit
kořist	Kořista,kořit
kořit	kořen,kořist
koš	rozkoš,Košík
košatý	Košatka
košt	koště,kost,Kůst
koště	košt,Košta,kost
krabice	zakrabit
krakat	krákat
kravata	Kravák
kravál	Kravák
krejčí	Krejčík
krepatět	zkrepatět,krepovatět
krepovatět	krepatět
kritika	diakritika
kritisovat	zakritisovat,zkritisovat
krize	Krist
krk	Krč,krčit
krkat	vykrkat
krnět	Krn
krojit	okrojit,Kroječ,dokrojit
krok	kročit,krokev
krokev	krok
kronika	kronikařit
kronikařit	kronika
kros	krosna,krosček
krosna	krosnář,kros,krosček
krosnář	krosna
krosček	kros,krosna
kročit	krok,nakročit,zakročit,rozkročit,vykročit
krupař	Krupka
kryptologie	kryptozoologie
kryptozoologie	kryptologie
krystalisovat	vykrystalisovat,zkrystalisovat
krákat	krakat,zakráknout
král	Králík,Královák,Králik
krása	krást
krást	krása
kráter	krátký
krátkokrký	krátký
krátký	kráter,krátkokrký
kráva	Kravák
krčit	Krč,Krčín,krk
kubík	Kubič,Kubin,Kubín
kuchat	Kuchár
kuchyně	Kuchyňa
kudla	Kudlák,kudlat
kudlat	Kudlák,kudla
kulinařit	kulinář
kulinář	kulinařit,kuličkář
kulisa	kulisář
kulisář	kulisa
kuličkář	Kulík,Kulikov,kulinář
kumulovat	akumulovat
kuna	Kunc,Kunka
kupa	kupčit
kupčit	kupa
kur	kura,kurýr,okurka
kura	kur,prokura,kurýr
kurie	Kurily
kurs	Kurš
kurýr	kur,kura
kužel	kuželář
kuželář	kužel
kvapit	překvapit,Kvapil
kvarta	kvartet,kvartýr
kvartet	kvarta,kvartýr
kvartýr	kvarta,nakvartýrovat,kvartet
kvačit	kvák
kvikat	kvíkat
kvák	kvačit
kvíkat	kvikat
květ	květena
květena	květ
kydat	překydat
kyprý	Kypr
kypřit	Kypr
kyselý	Kysela
kyt	kytka,kytičkář
kytara	kytarář
kytarář	kytara
kytičkář	kyt,kytka
kytka	kyt,kytičkář
kádr	kádrovat
kádrovat	kádr
kámen	Kamenec,Kamený
kánoe	kánon,kanout
kánon	kánoe
kápo	Kap
kára	kárat,Káraný,kárný
kárat	Káraný,kára,karate
kárný	Káraný,kára
kát	kat,káva,katit
