Abraham	Abrahám
humanisovat	zhumanisovat,humanismus
humno	humánní,humus,záhumení
humus	humno
humánní	humanismus,humno
hupnout	hupsnout
hupsnout	hupnout
husa	Husák,Hus,hustý
husar	Housar
hustý	Hus,zhustnout,husa
hutný	Hutter
hvozd	hvozdit
hvozdit	hvozd
hvízdat	hvězda,Hvězdář
hvězda	Hvězdář,zhvězdit,hvízdat,vyhvězdit
hysterie	hysterčit
hysterčit	hysterie
hádat	hadař,Hádek,had
háj	hájit,hajat,Havaj,Hay
hájit	háj,Háj,hajat
hárat	Harare,harant
héros	Herodes
hřbet	pohřbít
hřeb	hřebec,Hřebeč,hřebit,hřebenatý,hřib,Hřib
hřebec	Hřebeč,hřeb,hřebit,hřebenatý
hřebenatý	hřebec,hřeb,Hřebeč,hřebit
hřebit	hřebec,Hřebeč,hřeb,hřebenatý
hřib	hřížit,hřeb,hřibař
hřibař	Hřib,hřib
hřížit	Hřib,hřib
hůl	holý
hůra	Hora,hora,hoře,horor,horna
idealismus	idealisovat
idealisovat	zidealisovat,idealismus
ideografie	geografie,grafika,grafičit,biografie,zinkografie,grafit,angiografie,skiagrafie
ideologie	ideologizovat
ideologizovat	ideologie
iks	viks,kiks,skin,Mikis
imigrovat	emigrovat,migrovat
improvisovat	zaimprovisovat,zimprovisovat,improvizovat
improvizovat	improvisovat
index	indigo
indigo	index
indukce	indukovat
indukovat	indukce
industrialisovat	zindustrialisovat
industrie	industriál
industriál	industrie
inferovat	konferovat
informel	informovat
informovat	informel
inicialisovat	nainicialisovat,doinicialisovat,zinicialisovat,přeinicialisovat,rozinicialisovat,odinicialisovat,reinicialisovat
iniciativa	iniciála
iniciála	iniciativa
injekce	injektovat
injektovat	injekce
inkompatibilní	kompatibilní
inkompetence	kompetence
inovovat	Inuit
inseminovat	inseminátor
inseminátor	inseminovat
insolvence	solvence
inspicient	inspicírovat
inspicírovat	inspicient
inspirovat	konspirovat
instantní	instinkt
instinkt	instantní
insultovat	konsultovat
intarzie	intarzovat
intarzovat	intarzie
intelekt	Intel
intendance	intendant
intendant	intendance
intensita	intenzita,zintensivnit
intenzita	intensita
interes	interesent,interní,interna
interesent	interes
interesterifikovat	esterifikovat
interfejs	interferovat
interferovat	interfejs
interna	interní,internovat,internet,interes
internet	interní,internovat,interna
internovat	interna,interní,internet
interní	interna,internovat,internet,interes
interpelovat	interpolovat
interpolovat	interpelovat
intimní	intimovat,zintimnit
intimovat	intimní
intrika	intrikařit,Introvič
intrikařit	intrika
introdovat	intrudovat
intrudovat	intruze,introdovat
intruze	intrudovat
inventarisovat	zinventarisovat
inventovat	inventář
inventář	inventovat
involovat	involvovat
involvovat	involovat
inženýr	bioinženýr
ion	iont
ionisovat	zionisovat,deionisovat
ionosféra	sféra
iont	ion
iris	irisovat
irisovat	iris
italika	Itálie
iterovat	aliterovat
izotop	otop
izraelita	Izrael
jachta	jachtařit,vachta,vachtař,vachtat,zajachtařit
jachtařit	zajachtařit,jachta,vachtař
jak	vak,Jáva
jakobita	jakobín,Jakub
jakobín	jakobita
jam	jas
janičár	janičář
janičář	janičár,Janečka
japončík	Japonsko
jarý	Jar
jas	bas,jam
jatky	Jáva,vata,Java
javor	Javorin
jazyk	jazyčný,jazz
jazyčný	jazyk
jazz	jazyk
jařmo	zjařmit
jed	jez,jednička,jediný
jediný	ujedinit,jed,jednička
jedle	Jedlov
jednat	jednička,jednota
jednička	jednat,jednota,jed,jediný
jednokolejka	jednokolka
jednokolka	jednokolejka
jednosměrka	zjednosměrnit
jednota	jednat,jednička,jednotit
jednotit	jednota
jelen	Jelena,jelenář,Velen
jelenář	Jelena,jelen
jemný	zájemný,Jemen,příjemný,zjemnět
jesen	Jesenin
jet	jít,jetel,jíní,oj
jetel	jet
jez	jed,bez,jezovita,jezero,jezíd
jezero	jez
jezeďák	jézéďák
jezovita	jez
jezíd	jez
ječmen	zječmenit
jeřabatý	jeřáb
jeřáb	jeřabatý
ješitný	zješitnět
jih	jihnout,jiný,Jinek,jíní
jihnout	jih
jinačit	Jinek,zjinačet,jiný
jiný	jíní,Jinek,oj,jih,příjice,jít,vina,jinačit,Jiljí,zajínit,Joyce,vně
jistý	jíst
jitrnice	jitro,jitřit
jitro	jitřit,jitrnice,jít,nitro
jitřit	jitro,zjítřit,jitrnice,jít
jizva	zjízvit
jiřina	Jiří
jod	Joza
johanita	Johan
jomkippurský	jomkipurový
jomkipurový	jomkippurský
jonák	Jon,Jonáš,Jón
jorkšír	yorkšír
juchat	buchat
judo	Juda,Judea,Just
jukat	zabukat,zukat
junák	Junona
jury	Bury
justice	Just,justovat,Justýna,Justinián
justovat	justice,Just,Justýna
juta	Jut
jáma	Jamajka
jézéďák	jezeďák
jíl	víla,jíní
jíní	jiný,Jinek,jít,oj,vně,jih,pojit,zajínit,Ob,jíl,jet,zajíc,vina,vát,Jeneč
jíst	jistý
jít	jet,jíní,pojit,jiný,jitro,vít,Vít,bit,oj,jitřit
jízlivý	zjízlivět
jóga	Joga
kabala	kabát,Kabát
kabel	kabela
kabela	kabel,kabeláž
kabeláž	kabela
kabonit	kabonět
kabonět	kabonit
kabát	překabátit,kabala
kachlář	kachna
kachna	Kachyňa,káchnout,kachlář
kacéř	kacíř
kacíř	kacéř
kadence	dekadence,kadet,kadit
kadet	kadit,kadence,kadeř,káď,dokadit
kadeř	kadet,kadit
kadit	dokadit,kadet,kazit,káď,kadeř,kadence,Kádár,čadit
kakao	kakat,káva,Kain,káča,kat,kát,zakákat,kaše
kakat	kakao,káva,kat,kát,zakákat,káča,kanout
kalich	kalit,Kalinin,Kalik
kalif	Kališ
kalit	Kalinin,kalich,Kalik,kalý
kalorimetrie	kolorimetrie
kalý	kát,kalit,kat,Kalik,Kalinin
kameňák	Kamený,Kamenec,kamna
kamna	Kamený,Kamenec,Kamčatka,kámen,kameňák
kampan	kampaň
kampaň	kampan
kanava	Kanak,Kanaán,kanec,kanál,kanár,káva,kanovník,kanout
kancléř	vícekancléř
kandidovat	kandidát,kandovat
kandidát	kandidovat
kandovat	kandidovat
kanec	Kanaán,Kanak,kanout,kanovník,kanár,kanál,kanava,kánoe,Kanada,káva,Kant,Kaniš,Kain
kanout	Kant,Kanak,kanec,kánoe,Kanaán,kanár,káva,kat,kanovník,kát,kánon,kantýna,kakat,kanava,Zykan,kanál
kanovník	Kanaán,kanec,kanout,kánoe,Kanak,kanava,kanár,kánon
kanton	kantýna,Kantor,kantor,Kant
kantor	kantořit,kantýna,kanton,Kant
kantořit	kantor,Kantor
kantýna	kanton,Kant,kantor,Kantor,kanout
kanál	Kanaán,kanec,kanava,Kanak,kanár,kanout
kanár	kanec,Kanada,kanout,Kanaán,Kanak,kanava,Kainar,Kant,kanovník,kanál
kapela	kapelničit
kapelničit	kapela
kapitalisovat	zkapitalisovat
kapitola	Kapitol,kapitála,kapitula,kapitál
kapitula	kapitola,kapitála
kapitál	kapitála,kapitán,Kapitol,kapitola
kapitála	kapitál,kapitola,kapitula,kapitán,Kapitol
kapitán	kapitál,kapitála
kapka	Kap,Kaper,kapsa,Kapoun,kapoun
kapoun	kapka
kapr	kápo
kapsa	Kap,kapsle,kapka
kapsle	kapsa,Kap
kapuca	kapuce,kapusta
kapuce	kapuca,kapusta
kapusta	kapuca,kapuce
kapírovat	Kaper
kar	Ikar,kára
karate	kárat,Káraný,kára
karban	karbanit,karbanátek
karbanit	karban,karbanátek
karbanátek	karbanit,karban
karbon	karbonář,karbonát,karbonyl
karbonatit	karbonát,karbonář
karbonyl	karbonář,karbonát,karbon
karbonát	karbonář,karbon,karbonatit,karbonyl
karbonář	karbonát,karbon,karbonyl,karbonatit
karikovat	kariéra
kariéra	kariérismus,karikovat
kariérismus	kariéra
karosa	karosérie
karosérie	karosa
karta	kartáč,Karter,kartel,karton,Kartágo
kartel	Karter,karta
karton	kartón,karta
kartáč	karta,Kartágo
kartón	karton
kasa	Kasák,kasat,kasta
kasat	Kasák,kasa
kasta	kastle,kasa,Kastilie
kastle	kasta
kat	kát,káva,katit,kakat,katar,Katyna,kanout,vykat,kalý,kakao,Kanak,vnukat
katalogisovat	zakatalogisovat,zkatalogisovat
katalyzovat	katalýza
katalýza	katalyzovat
katar	kat,katit,kát
katit	kat,kát,katar,káva
katolík	zkatoličit,pokatoličit,zkatoličtit
kaučovat	kaučuk
kaučuk	kaučovat
kavalerie	kavalír
kavalír	kavalerie
kazajka	kázat,kazit
kazeta	kazit
kazit	kázat,kadit,kazeta,káď,kazajka,dokadit
kaše	kašna,Kain,kakao
kašna	kaše
kaštan	kaštanář
kaštanář	kaštan
kejklat	kejkle
kejkle	kejklat
kelt	Kelč,Kent,Keňa
kečup	kečupář
kečupář	kečup
keš	číš
kiks	viks,iks,kiksat,čas,kos,skikros,kosý
kiksat	kiks
kilo	kino,sklo,Kelč
kino	kilo,King,skin
klacek	klátit,klát
kladný	Kladno,kláda,kládat,Kladsko,základna
klamat	sklamat
klas	klasika,klasikář
klasicisovat	zklasicisovat,klasika,klasikář
klasika	klasikář,klas,klasicisovat,zklasičtit
klasikář	klasika,klas,klasicisovat,zklasičtit
klavír	klavírník
klavírník	klavír
klec	kleč,klen,klít,klečet,Klecan,klenout,kleště
klen	klenout,klenot,klec,klín,kleč,člen
klenot	klenout,klen
klenout	klen,klenot,klec
klep	klepeto,klepat,sklep
klepat	Klepáč,klepeto,klepařit,klep
klepařit	klepat
klepeto	klepat,klep,Klepáč
klesat	vklesat
klevetit	klevetný
klevetný	klevetit,klečet
kleč	klečet,klec,klíč,Klíč,klen,klít
klečet	kleč,klec,klevetný
kleštit	kleště
kleště	kleštit,klec,klíště
klid	klidit,klisna,nuklid,zklidnit,Klimek
klidit	klid,zklidnit
klih	klihař,klihovatět,klinika
klihař	klih
klihovatět	zklihovatět,klih
klika	klikat,klinika,klíč,Klíč,klíště
klikat	klika
klima	Klimák,Klíma,Klimek,klimax
klimatisovat	zaklimatisovat,překlimatisovat,doklimatisovat,přiklimatisovat,odklimatisovat
klimax	klima,Klimák
kliment	Klimek
klinika	klinkat,klika,klínit,klín,klih
klinkat	klinika,zaklinknout,vyklinout
klisna	klid
klofat	rozklofat
klokan	kluk
klokoč	Klučov,klučit,kluk
kloktat	prozkloktat
klon	klonit
klonit	klon
klopotat	klopotit,naklopotit,klopýtat
klopotit	naklopotit,klopotat
klopýtat	klopotat
kloub	kloubit,klub
kloubit	kloub
klovat	eklovat,klát,klátit
klub	klubko,kloub
klubat	zaklubnout
klubko	klub
kluk	klučit,Klučov,Kloc,klusat,klokoč,klokan
klusat	Klusák,kluk
klučit	Klučov,kluk,klokoč,Kloc
kláda	kládat,kladný,Kladno,zakládač,dokládat,zakládat,Klára,vykládat,překládat,vynakládat
kládat	kláda,dokládat,zakládat,vykládat,vynakládat,překládat,ukládat,donakládat,přikládat,Kladno,kladný,zakládač,skládat,předkládat,rozkládat,odkládat
klát	klátit,Klatovy,klacek,klovat
klátit	klát,Klatovy,klacek,klovat
klímat	Klíma
klín	klínit,klen,klít,Klíč,klíč,klinika
klínit	klín,klít,klinika
klít	Klíč,klíč,klín,klec,klínit,kleč,klíště
klíč	klít,kleč,klín,klika
klíště	Klíš,klít,zaklíštit,klika,kleště
kmen	kmín,kmet,zakmenit
kmet	kmen
kmitat	přikmitat
kmotr	kmotrovatět
kmotrovatět	zkmotrovatět,kmotr
kmín	kmen,nakmínovat
knot	okno
koala	koalice
koalice	koala
kohout	kohoutit,Kohut
kohoutit	kohout,Kohout
koka	kočí,kočka,Koč,kokos,kočár,košt,kost,kokain,Kůst,káča,koks,okus,Kott
kokain	koka
koketa	vykoketnout,zakoketnout
kokos	koks,kos,koka,Kosovo,okus,Koč,kosý
koks	kokos,koka
kolej	nakolejit,koleno,Koleč,ukolejnit
kolekce	kolektiv,Koleč
kolektiv	kolekce,zkolektivnit
koleno	Koleč,kolej
kolika	kolize
kolize	kolika,kolo,kůl,Koleč
kolna	kolo,koláč
kolo	kolona,kůl,kolna,koláč,kolize,Koleč,kolonie
kolona	kolonie,kolo,koloniální,kolonáda,koláč
kolonialismus	kolonialistický
kolonialistický	kolonialismus
kolonie	kolona,koloniální,kolo
kolonisovat	zkolonisovat
koloniální	kolonie,kolona
kolonáda	kolona
kolorimetrie	kalorimetrie
kolotoč	koláč
kolovrat	kolovrátkář
kolovrátkář	kolovrat
kolportovat	kolportér
kolportér	kolportovat
koláč	kolo,kolna,kolona,kolotoč
komando	komandér
komandér	komando
kombinovat	kombík
kombík	kombinovat
komerce	komerciální
komercialismus	zkomercialisovat,komerciální
komerciální	komercialismus,komerce
komihat	komíhat
komika	komise
komise	komika
komora	předkomora,Komár,komár,zkomornit
komparovat	komparz,kompars
kompars	komparz,komparovat
komparz	kompars,komparovat
kompatibilní	inkompatibilní
kompensovat	rekompensovat,kompenzovat
kompenzovat	kompensovat
kompetence	inkompetence
komplement	komplementář,kompliment,komplex,komplet
komplementář	komplement
komplet	komplex,komplement
komplex	komplement,komplet
kompliment	komplement
komposice	kompost
kompost	kompot,komposice
kompot	kompost
komprese	kompresovat
kompresovat	komprese
kompromis	kompromisník
kompromisník	kompromis
komputer	computer
komuna	komunismus,komunita,komunard
komunard	komuna
komunikovat	komunismus,komunita
komunismus	komunita,neokomunizmus,zkomunisovat,komuna,komunikovat
komunita	komunismus,komuna,neokomunizmus,komunikovat,zkomunálnit
komár	komora
komíhat	komihat
konat	konec,koňak,konev,kůň,kontinuovat,Kongo,konto
koncedovat	koncesovat,koncese
koncese	koncesovat,konec,koncil,koncedovat,Kongo
koncesovat	koncese,koncedovat
koncil	konšel,koncese,konec
kondensovat	zkondensovat,kondice,kondenzovat,Kondelík
kondenzovat	kondice,kondensovat,zkondensovat
kondice	kondensovat,kondenzovat,zkondensovat
konec	konat,kůň,konev,koncese,Kongo,koňak,konto,kontinuovat,koncil
konev	konec,kůň,konat
konfekce	konfekcionář,konfese
konfekcionář	konfekce
konferovat	inferovat
konfese	konfekce
konfigurovat	samokonfigurovat
kongrua	kongruence
kongruence	kongrua
konkretisovat	zkonkretisovat
konkrétní	zkonkrétnit,zkonkrétnět
konotovat	kotovat
konservovat	zakonservovat,zkonservovat
konsola	konsul
konspirovat	inspirovat
konstanta	Konstantin,konstatovat
konstatovat	Konstantin,konstituovat,konstanta
konstituce	konstituovat
konstituovat	konstituce,konstatovat
konstruktivismus	konstruktivistický,neokonstruktivizmus
konstruktivistický	konstruktivismus,neokonstruktivizmus
konsul	konsola
konsultovat	insultovat
konsumovat	dokonsumovat,vykonsumovat,prokonsumovat,přikonsumovat,rozkonsumovat
kontakt	konto,kontovat,kontoár
kontinent	kontinuovat,konto
kontinuovat	kontovat,konto,konat,kontinuum,kontinent,kontoár,konec
kontinuum	kontinuovat
konto	kontovat,kontoár,kontinuovat,kontura,konec,kontakt,konat,kontinent
kontovat	konto,kontinuovat,kontoár,kontura,kontakt,kontrovat,eskontovat
kontoár	kontura,konto,kontovat,kontinuovat,kontakt
kontradikce	kontrast
kontrahovat	kontrakt
kontrakt	kontrast,kontrahovat
kontrast	kontrakt,kontradikce
kontrola	kontrovat
kontrovat	kontrola,kontovat
kontura	kontoár,konto,kontovat
konvence	konvencionální,konvenovat,zkonvenčnit
konvencionální	konvence
konvenovat	konvence
konverse	konversovat
konversovat	konverse
konzerva	konzervatoř,konzervativní
konzervativní	zkonzervativnět,neokonzervativní,konzerva
konzervatoř	konzerva
konšel	koncil
kopa	kopí,kopt,kopie,Kopač,kopr,kopat,kopit,kopčit,Kopeč,Kopáč,kopec,koptit,čop,Prokop
kopat	Kopač,kopec,kopa,předkopat,kopit,Kopáč,Kopeč
kopec	Kopeč,kopit,kopat,skopec,kopí,kopie,kopa,kopčit
kopie	kopit,kopa,kopí,kopist,kopčit,Kopeč,kopt,kopec,koptit
kopist	kopit,kopie,Kopeč,kopí
kopit	kopie,kopec,Kopeč,kopí,kopist,kopa,kopat,kopčit
kopr	kopa,kopřiva,kopí,Prokop,kopretina
kopretina	kopr
kopt	koptit,kopčit,kopa,kopí,kopie
koptit	kopt,kopčit,kopa,kopie
kopyto	kopí
kopí	kopčit,kopa,Kopeč,kopit,kopie,kopr,kopt,kopec,čop,Prokop,kopyto,kopist
kopčit	kopí,koptit,kopt,kopa,kopie,Kopeč,kopit,kopec
kopřiva	kopr
kora	kůra,Korák,korozní,korec,kůr,kord,Korea
kord	akord,korzo,kora,korozní,Kurd
korec	Korea,kora,korekce,korektní
korekce	korektní,korec,korektura
korektní	korekce,korektura,korec
korektura	korektní,korekce
korepetitor	korepetitovat,korepetovat
korepetitovat	korepetovat,korepetitor
korepetovat	korepetitovat,korepetitor
korespondence	korespondovat
korespondovat	korespondence
korodovat	korozní
korozní	kora,korzo,kord,korodovat
korsovat	Korsika
koruna	stokoruna
korupce	korupčník
korupčník	korupce
korzo	korzár,kord,korozní
korzár	korzo
korál	korálkář
korálkář	korál
kos	Kosovo,kosý,kosa,kosíř,Kosák,kost,kokos,okus,kosmos,Kůst,koš,kiks,košt,čas
kosa	kosý,Kosák,kost,kos,Kosovo,Kůst,sako,košt,vosa
kosmografie	mamografie,tomografie
kosmologie	seismologie
kosmopolita	kosmopolitický,zkosmopolitisovat
kosmopolitický	kosmopolita,zkosmopolitisovat
kosmos	kos,kosý
kost	Kůst,košt,kosa,kosý,kos,koza,koště,kostkář,Kostelný,koka,oko,Kosák,okus,kov,Kozár,Kováč,Kovač,kozák,kostel,kosíř,kýč,Kosovo,čin
kostel	Kostelný,kostelničit,kostlivý,kost
kostelničit	kostel,Kostelný
kostkář	kost,Kůst,košt
kostlivý	úzkostlivý,kostel
kosíř	kos,Kosovo,kosý,kost
kosý	kosa,kos,Kosák,kost,Kůst,Kosovo,košt,kosíř,kosmos,okus,kokos,kiks
kotel	kotit,Kott,kotník,kotva,kotlina,kotovat
kotit	kotel,Kott,kotovat,škotit,kotník
kotlina	kotva,kotel,kotník,kotlář
kotlář	kotlina,kotník,kotva
kotník	Kott,kotel,kotva,kotlina,kotovat,kotit,kotlář
kotouč	Kotoul,kotovat
kotovat	Kott,kotit,kotouč,kotel,kotník,konotovat
kotva	kotlina,kotel,kotník,kotlář
koukat	kukat
koule	kout,kout
koupat	koupit
koupit	koupat
kout	kouč,koza,koule,kouř,Kott
kout	kouč,koza,koule,kouř,Kott
kouč	kout,kout,koza
kouř	Kozár,koza,Kouřil,kout,kout
kov	Kováč,Kovač,čin,čaj,oko,kost,dok,překovit,sok,okno,koza
kovariance	variance
kovolijec	kovolitec
kovolitec	kovolijec,volit
koza	kozák,Kozár,kost,Kůst,kouř,kout,kout,Kozina,oko,kouč,Kováč,kov,Čud
kozák	koza,Kozár,kost,Kůst
kočka	Koč,kočí,kočár,koka,čočka,Kott
kočár	kočka,Koč,koka,kočí
kočí	Koč,kočka,koka,kočár,Kott
koňak	konat,konec,Koňařík
koňařit	Koňařík
kořen	kořit,kořínkář,kořist,Kořán
kořist	Kořista,kořit,kořen
kořit	kořen,kořist,skořice,kořínkář
kořínkář	kořen,kořit
koš	rozkoš,Košík,kos,Košice,koště,Košín,Mikoš
košatý	Košatka,rozkošatit,Košice
košer	Košíře
košile	Košela,Košice
košt	koště,kost,Kůst,kosa,koka,Košta,kosý,kos,okus,kostkář,Kostelný
koště	košt,Košta,kost,Kůst,koš,Košice
košťál	košťátkovat
košťátkovat	Košťál,košťál
koželuh	Kožela
krabice	zakrabit,zkrabit
kraj	kráva
krakat	krákat,krakel,Krakov
krakel	krakat,krákat
kras	krása,kros
kravata	Kravák,kráva
kravál	Kravák
kredeizovat	kredit
kredit	kredeizovat
krejčí	Krejčík,krev
kreovat	krev,krečovat
krepatět	zkrepatět,krepovatět
krepovatět	krepatět,zkrepatět
krev	kreovat,krejčí
krečovat	skrečovat,kreovat
kritika	diakritika
kritisovat	zakritisovat,zkritisovat
krize	Krist
krk	Krč,krčit,krkat,Krčín
krkat	vykrkat,krk,Krč,krčit
krnět	Krn,Krnov
krojit	okrojit,Kroječ,dokrojit,prokrojit
krok	kročit,krokev,krosček,kros,nakročit,zakročit,krosna
krokev	krok
kronika	kronikařit
kronikařit	kronika
kros	krosna,krosček,krok,kras
krosna	krosnář,kros,krosček,krok
krosnář	krosna
krosček	kros,krosna,krok
krotit	kroutit
kroupa	krupař
kroutit	krotit,pokroutka
kročit	krok,nakročit,zakročit,rozkročit,vykročit,přikročit,ukročit,vkročit
krupař	Krupka,kroupa
krutý	Krutil,zkrutnout
kryptologie	kryptozoologie
kryptozoologie	kryptologie
krystalisovat	vykrystalisovat,zkrystalisovat
krystalografie	metalografie
krákat	krakat,zakráknout,krakel
krákorat	zakrákořit
král	Králík,Královák,Králik,kráva,krátký
krápat	křápat
krása	krást,kras
krást	krása
kráter	krátký,krátkokrký,kráva
krátkokrký	krátký,kráter
krátký	kráter,krátkokrký,kráva,král,Král
kráva	Kravák,kravata,kráter,krátký,kraj,Král,král
krčit	Krč,Krčín,krk,krkat
kubík	Kubič,Kubin,Kubín,Kuba,Kubák,Koubík
kuchat	Kuchár,cuchat,Kuchar,kuchyně
kuchyně	Kuchyňa,kuchat
kudla	Kudlák,kudlat,Kudela
kudlat	Kudlák,kudla
kukat	koukat,cukat
kulak	kuláčet
kulinařit	kulinář,kuličkář
kulinář	kulinařit,kuličkář,Kulka
kulisa	kulisář
kulisář	kulisa
kuličkář	Kulík,Kulikov,kulinář,Kulka,kulinařit
kult	Kulka,okultní
kuláčet	kulak
kumulovat	akumulovat
kuna	Kunc,Kunka,Kunrát
kupa	kupčit,Skupa,okupace
kuplet	kuplíř
kuplíř	kuplet
kupčit	kupa
kur	kura,kurýr,okurka,kurie,kůra,kurs,kůr,Kurš,Kurd
kura	kur,prokura,kurýr,Kurš,kúra,kůra,kurie,kurátor,kurs,Kurd
kurie	Kurily,kur,kura,okurka,kurýr
kurs	Kurš,kur,kura,Kurd,okurka
kurzíva	Kurd
kurátor	kura,prokura
kurýr	kur,kura,Kurd,Kurš,kurie
kutit	Kuták
kuňkat	Kunka
kušna	kušovat,Kušán
kušovat	kušna
kužel	kuželář
kuželář	kužel
kvaker	kvák
kvalita	zkvalitnět
kvapit	překvapit,Kvapil
kvark	kvarta
kvarta	kvartet,kvartýr,kvark
kvartet	kvarta,kvartýr
kvartýr	kvarta,nakvartýrovat,kvartet
kvačit	kvák,kvičet
kvestor	kvestura
kvestura	kvestor
kvikat	kvíkat,kvičet,cvikat,kvokat
kvičet	kvikat,kvíkat,kvačit
kvokat	kvikat
kvák	kvačit,kvaker
kvíkat	kvikat,kvičet
květ	květena,skvět
květena	květ
kyblíčkovat	kýbl
kydat	překydat
kyklop	Kyklóp
kynik	kynout,cynik,vynikat
kynout	kynik
kyprý	Kypr,kypřit
kypřit	Kypr,zkypřet,kyprý
kyselinář	kyselý
kyselý	Kysela,kyselinář
kyt	kytka,kytičkář
kytara	kytarář
kytarář	kytara
kytičkář	kyt,kytka
kytka	kyt,kytičkář
kyčel	kýč
káchnout	kachna,zakáchat
kádr	kádrovat,Kádár
kádrovat	kádr
kámen	Kamenec,Kamený,kamna,zkamenit
kánoe	kánon,kanout,Kanaán,kanec,kanovník
kánon	kánoe,kanout,Kanaán,kanovník
kápo	Kap,kapr
kára	kárat,Káraný,kárný,kar,čára,nakárovat,karate
kárat	Káraný,kára,karate,kárný
kárný	Káraný,kára,kárat
kát	kat,káva,katit,kakat,kalý,kanout,vykat,kakao,katar
káva	kát,kat,kakat,kakao,Kanak,kanout,Kavan,kanec,kanava,Kain,Katyna,káča,katit,Keňa
kázat	vokázat,kazit,kazajka
káča	kakao,kakat,koka,káva
káď	kadit,kadet,kazit,Kádár
kúra	kura
kýbl	kyblíčkovat
kýkat	kýč
kýč	kýkat,kyčel,kost,Kováč
křapat	křápat
křemen	zkřemenět
křen	křeč,křivý,křeček
křepelka	Křepela
křest	křeček,křeč
křeč	křeček,křivý,Křen,křen,křest,křik,Křiva,Křivák,Křečan
křeček	křeč,křest,Křečan,Křen,křen,křivý,Křivák,křik
křik	křivý,Křivák,Křiva,křeč,Křovák,křeček
křivdit	křivý,Křiva,Křivák
křivý	Křiva,Křivák,Křivan,křik,křeč,křivdit,Křovák,Křen,křen,křeček
křižovatka	Křiž,křižovník
křižovník	Křiž,kříž,Kříž,křižovatka
křoupat	křupat
křupat	křoupat,křápat
křápat	křapat,krápat,křupat
křída	křídlo
křídlo	křída
křísit	křísnout
křísnout	křísit
kříž	Křiž,křižovník,Křižan
kšaft	kšeft
kšeft	kšaft
kůl	kolo,rozkol,kolize,sůl
kůr	kůra,kora,kur,zakůrovat
kůra	kůr,kora,kur,zakůrovat,kura
kůrkovatět	zkorkovatět
kůň	konec,konev,konat,Nikon,úkon
laboratoř	laborovat
laborovat	laboratoř
labuť	lábat
ladit	Lada,ládovat
lahev	láhev
lahoda	zlahodnit
laicisovat	zlaicisovat
laik	Laos
lajdat	lajdačit
lajdačit	lajdat,zlajdačet
lak	láčka,lakýr,Lačina,láce,lačný
lakotit	Lakota
lakýr	lakýrna,lak
lakýrna	lakýr
lampa	lampas
lampas	lampa
lano	Laník,Lange,Láník,lanolin,lán
lanolin	lano,Laník,lán
laryngologie	otolaryngologie,otorinolaryngologie
lasice	laso,láska
laskat	láska
laso	lasice,láska
lata	látka,latina,látat,lát,láce,láva,látro
latina	lata,látka,láce,látat,Lacina,lát
laureát	Laurent,Laura,Laurin
lavice	lavina
lavina	lavice,láva
lazura	Laura,Lazor
lačný	láčka,láce,Lačina,lákat,lak
laškovat	Laškov
lať	lát,látka,láce
leader	Lear
leb	Lebovič,lebedit,Lebeda,Lébl
lebedit	Lebeda,leb
led	Ledeč,ledkovat,ledví,lednit,les,lem,Lem,Lída
ledkovat	led,Ledeč
lednit	Ledeč,led
ledví	Ledvina,lem,Lem,led,Ledeč
legalisovat	zlegalisovat
legie	legovat,legista,elegie
legislativa	legista
legista	legie,legislativa
legovat	legie,legální
legální	legovat
lehkomyslný	zlehkomyslnět
lehkovážný	zlehkovážnět
lehký	lež,vylehčit
lekat	lekce,vlekat
lekce	lekat
lem	ledví,led
len	Lenin,Lena,lenit,Lennon,léno
lenit	Lenin,Lena,len,léno
lepit	Lepík,lepšit
leptat	leptař
leptař	leptat
lepšit	lepit,Lepík
les	Leskov,led,lest,lis
lesknout	Leskov
lesnit	nalesnit,dolesnit
lest	les,list
letnit	letět,letovat,Letov
letovat	Letov,letět,letnit,letovod,léto
letovod	Letov,letovat
letět	letovat,Letov,letnit
lev	levý,levný,Levit,level
level	levný,levý,lev,Levit
levitovat	Levit
levný	levý,lev,level,Levit,zlevnět
levý	lev,Levit,levný,level,Levant,ulevit,zlevnět
lešení	Leš
lež	lehký
lhůta	Lhota
liberovat	Liberec,Libérie,libertin
libertin	Liberec,liberovat
libra	Libý,libý,Libye
libý	Libye,Liba,libra
lid	lidnit,Lída,lidoop
lidnit	lid,Lída
lidoop	lid
liga	Ligačov
liktor	likér
likvida	likvidovat,zlikvidnit
likvidovat	likvida,zlikvidnit
likér	likérník,liktor
likérník	likér
lilek	lilie,liliář
lilie	lilek,liliář
liliput	lilipután
lilipután	liliput
liliář	lilie,lilek
lineární	linout,linie
linie	linout,linkař,líný,Linda,linkařit,lineární
linkař	linkařit,linout,linie
linkařit	linkař,linie,linout
linout	linie,linkař,líný,lineární,linkařit,Linda
lipid	Lipka,Lipina
lis	lísa,lísat,list,les,los,Liszt
list	lísa,lis,lest,listen
listen	odlistnit,list
listonos	listonoš
listonoš	listonos
litanie	litice,litec
litec	litice,Litva,lít,lítý,litr,líc,litanie,litera,líto
litera	litr,literál,litec
literál	litera
litice	litec,Litva,litr,lít,lítý,litanie,Litovel,líto
litografie	litografovat
litografovat	litografie
litr	litice,litec,lítý,litera,lít,Litva
liána	Lion
lišit	liška
liška	lišta,lišit
