chvilkové	évoklivhc	chvil k ov é		
tiskové	évoksit	tisk ov é		
látkové	évoktál	lát k ov é		
jednotlačítkové	évoktíčaltondej	jedn o tlač í tk ov é		
zbytkové	évoktybz	z by t k ov é		
tukové	évokut	tuk ov é		
jazykové	évokyzaj	jazyk ov é		
fotbalové	évolabtof	fot bal ov é		
materiálové	évoláiretam	materi ál ov é	homonymní	
kapitálově	ěvolátipak	kapitál ov ě		
víceúčelové	évolečúecív	více účel ov é		
víceúčelově	ěvolečúecív	více účel ov ě		
cílové	évolíc	cíl ov é		
průmyslové	évolsymůrp	prů mysl ov é		
průmyslově	ěvolsymůrp	prů mysl ov ě		
diplomové	évomolpid	diplom ov é		
ekonomové	évomonoke	eko nom ov é		
daňové	évoňad	daň ov é		
dubnové	évonbud	dubn ov é		
učňové	évoňču	uč ň ové		
cenové	évonec	cen ov é		
termínové	évonímret	termín ov é		
kuponové	évonopuk	kupon ov é		
kupónové	évonópuk	kupón ov é		
srpnové	évonprs	srpn ov é		
třístupňové	évoňputsířt	tř í stup ň ov é		
výběrově	ěvorěbýv	vý běr ov ě		
náborové	évorobán	ná bor ov é		
časové	évosač	čas ov é		
protistresové	évosertsitorp	proti stres ov é		
přenosové	évosoneřp	pře nos ov é		
světové	évotěvs	svět ov é		
světově	ěvotěvs	svět ov ě		
celosvětové	évotěvsolec	cel o svět ov é		
talentové	évotnelat	talent ov é	homonymní	
růstové	évotsůr	růst ov é		
odbytové	évotybdo	od by t ov é		
nebytové	évotyben	ne byt ov é		
pobytové	évotybop	po by t ov é		
faxové	évoxaf	fax ov é		
jednorázové	évozárondej	jedn o ráz ov é		
devizové	évozived	deviz ov é		
nemluvě	ěvulmen	ne mluv ě		
smlouvě	ěvuolms	s mlouv ě		
zve	evz	zv e		
pozve	evzop	po zv e		
rallye	eyllar	rallye		
fáze	ezáf	fáz e		
vítěze	ezětív	vítěz e		
dimenze	eznemid	dimenz e	"	
burze	ezrub	burz e		
koontze	eztnook	koontz e	"n	
obsluze	ezulsbo	ob sluz e		
samoobsluze	ezulsboomas	sam o ob sluz e		
dokáže	ežákod	do káž e		
nenamaže	ežamanen	ne na maž e		
krádeže	ežedárk	krád ež e		
soutěže	ežětuos	sou těž e		
vylíže	ežílyv	vy líž e		
níže	ežín	níž e		
potíže	ežítop	po tíž e		
činže	ežnič	činž e		
přestože	ežotseřp	přes to že		
nemůže	ežůmen	ne můž e		
graf	farg	graf		
golf	flog	golf		
strateg	getarts	strateg		
ludwig	giwdul	ludwig		
yang	gnay	yang		
ing	gni	ing		
publishing	gnihsilbup	publish ing		
polling	gnillop	poll ing		
rolling	gnillor	roll ing		
training	gniniart	train ing		
leasing	gnisael	leasing		
marketing	gnitekram	market ing	kontext	
kung	gnuk	kung		
samsung	gnusmas	samsung		
katalog	golatak	kata log		
uriah	hairu	uriah		
rozsah	haszor	roz sah		
gmbh	hbmg	g m b h		
útrobách	hcábortú	útrob ách	to se mi zdá jako naprosto neprůhedná motivace	
chybách	hcábyhc	chyb ách		
hromadách	hcádamorh	hromad ách		
třídách	hcádířt	tříd ách		
mzdách	hcádzm	mzd ách		
fach	hcaf	fach		
čechách	hcáhceč	čech ách		
dílničkách	hcákčinlíd	díl n ičk ách		
jeseníkách	hcákínesej	jesen ík ách	"n	
délkách	hcákléd	dél k ách		
bankách	hcáknab	bank ách		
podmínkách	hcáknímdop	pod mín k ách		
zkouškách	hcákšuokz	z kouš k ách		
drátkách	hcáktárd	drát k ách		
rukách	hcákur	ruk ách		
zakázkách	hcákzákaz	za káz k ách		
výrobnách	hcánborýv	vý rob n ách		
cenách	hcánec	cen ách		
změnách	hcáněmz	z měn ách		
hladinách	hcánidalh	hlad in ách		
hodinách	hcánidoh	hodin ách		
železárnách	hcánrázelež	želez árn ách		
lokalitách	hcátilakol	lokal it ách		
variantách	hcátnairav	variant ách		
hodnotách	hcátondoh	hodn ot ách		
cestách	hcátsec	cest ách		
výstavách	hcávatsýv	vý stav ách		
nákladech	hcedalkán	ná klad ech		
závodech	hcedováz	zá vod ech		
soudech	hceduos	soud ech		
letadlech	hceldatel	let a dl ech		
problémech	hcemélborp	problém ech		
filmech	hcemlif	film ech		
ekonomech	hcemonoke	eko nom ech		
plánech	hcenálp	plán ech		
neprospěch	hcěpsorpen	ne pro spěch		
jádrech	hcerdáj	jádr ech		
směrech	hcerěms	s měr ech		
rozměrech	hcerěmzor	roz měr ech		
oborech	hcerobo	o bor ech		
sporech	hcerops	s por ech		
rozhovorech	hcerovohzor	roz hovor ech		
popisech	hcesipop	po pis ech		
státech	hcetáts	stát ech		
počtech	hcetčop	po čt ech		
výpočtech	hcetčopýv	vý po čt ech		
prospektech	hcetkepsorp	pro spekt ech		
pacientech	hcetneicap	pacient ech		
oblastech	hcetsalbo	oblast ech		
listech	hcetsil	list ech		
pochybnostech	hcetsonbyhcop	po chyb n ost ech		
schopnostech	hcetsonpohcs	s chop n ost ech		
hmotnostech	hcetsontomh	hmot n ost ech		
vlastnostech	hcetsontsalv	vlast n ost ech		
možnostech	hcetsonžom	možn ost ech		
provozech	hcezovorp	pro voz ech		
halbich	hciblah	halb ich	"	
dodacích	hcícadod	do d a c ích	"	
informacích	hcícamrofni	in form ac ích		
čerpacích	hcícapreč	čerp a c ích		
operacích	hcícarepo	oper ac ích		
konzultacích	hcícatluznok	konzult ac ích	"	
sdělovacích	hcícavolěds	s děl ova c ích		
slosovacích	hcícavosols	s lo ova c ích		
faxovacích	hcícavoxaf	fax ova c ích		
obývacích	hcícavýbo	o bý v a c ích		
obcích	hcícbo	obc ích		
řádcích	hcícdář	řád c ích		
důsledcích	hcícdelsůd	dů sled c ích		
prostředcích	hcícdeřtsorp	pro střed c ích		
působících	hcícíbosůp	pů sob íc ích		
sousedících	hcícídesuos	sou sed íc ích		
řídících	hcícídíř	říd íc ích		
probíhajících	hcícíjahíborp	pro bíh aj íc ích		
vznikajících	hcícíjakinzv	vz nik aj íc ích		
stávajících	hcícíjaváts	stá v aj íc ích		
docházejících	hcícíjezáhcod	do cház ej íc ích		
následujících	hcícíjudelsán	ná sled uj íc ích		
rozhodujících	hcícíjudohzor	roz hod uj íc ích		
směřujících	hcícíjuřěms	s měř uj íc ích		
cestujících	hcícíjutsec	cest uj íc ích		
navazujících	hcícíjuzavan	na vaz uj íc ích		
hranicích	hcícinarh	hran ic ích		
podnicích	hcícindop	pod nic ích		
litoměřicích	hcíciřěmotil	litoměřic ích	"n	
měsících	hcícísěm	měsíc ích		
tisících	hcícísit	tisíc ích		
čisticích	hcícitsič	čist i c ích		
budějovicích	hcícivojědub	budějovic ích	"n	
akcích	hcícka	akc ích		
urgencích	hcícnegru	urgenc ích		
skocích	hcícoks	skoc ích		
poplatcích	hcíctalpop	po plat c ích		
budoucích	hcícuodub	bud ouc ích		
nákupčích	hcíčpukán	ná kup č ích		
kopiích	hcíipok	kop i ích	"	
kategoriích	hcíirogetak	kategor i ích	"	
prodejích	hcíjedorp	pro d ej ích		
přístrojích	hcíjortsířp	pří stroj ích		
rolích	hcílor	rol ích		
daních	hcínad	dan ích		
jednáních	hcínándej	jedn á n ích		
spotřebních	hcínbeřtops	s po třeb n ích		
stavebních	hcínbevats	stav eb n ích		
služebních	hcínbežuls	služ eb n ích		
výrobních	hcínborýv	vý rob n ích		
obecních	hcíncebo	obec n ích		
informačních	hcínčamrofni	in form ač n ích		
kontraktačních	hcínčatkartnok	kontrakt ač n ích		
motivačních	hcínčavitom	motiv ač n ích		
organizačních	hcínčazinagro	organ iz ač n ích		
tradičních	hcínčidart	trad ič n ích		
investičních	hcínčitsevni	in vest ič n ích	invest- taky lze, nevím jak se to vnímá	
konfekčních	hcínčkefnok	kon fek č n ích		
finančních	hcínčnanif	finanč n ích		
konferenčních	hcínčnerefnok	kon fer enč n ích		
konkurenčních	hcínčneruknok	kon kur enč n ích		
nočních	hcínčon	noč n ích		
ročních	hcínčor	roč n ích		
nákladních	hcíndalkán	ná klad n ích		
základních	hcíndalkáz	zá klad n ích		
západních	hcíndapáz	zá pad n ích		
středních	hcíndeřts	střed n ích		
obchodních	hcíndohcbo	ob chod n ích		
východních	hcíndohcýv	vý chod n ích		
národních	hcíndorán	ná rod n ích		
spojeních	hcínejops	s poj en ích		
nařízeních	hcínezířan	na říz en ích		
studijních	hcínjiduts	stud ij n ích		
potenciálních	hcínláicnetop	potenc iál n ích		
lokálních	hcínlákol	lok ál n ích		
maximálních	hcínlámixam	maxim ál n ích		
termálních	hcínlámret	term ál n ích		
normálních	hcínlámron	norm ál n ích		
regionálních	hcínlánoiger	region ál n ích		
personálních	hcínlánosrep	person ál n ích		
stolních	hcínlots	stol n ích		
nájemních	hcínmeján	ná jem n ích		
firemních	hcínmerif	firem n ích		
telefonních	hcínnofelet	tele fon n ích		
odběrních	hcínrěbdo	od běr n ích		
večerních	hcínrečev	večer n ích		
laboratorních	hcínrotarobal	labor ator n ích		
dnešních	hcínšend	dneš n ích		
účetních	hcíntečú	ú čet n ích		
letních	hcíntel	let n ích		
konkrétních	hcíntérknok	konkrét n ích		
realitních	hcíntilaer	real it n ích		
kvalitních	hcíntilavk	kval it n ích		
prioritních	hcíntiroirp	prior it n ích		
horentních	hcíntneroh	horent n ích		
právních	hcínvárp	práv n ích		
správních	hcínvárps	s práv n ích		
negativních	hcínvitagen	negat iv n ích		
kvalitativních	hcínvitatilavk	kval it at iv n ích		
pozitivních	hcínvitizop	pozitiv n ích		
superatraktivních	hcínvitkartarepus	super a trakt iv n ích		
kolektivních	hcínvitkelok	ko lekt iv n ích		
pracovních	hcínvocarp	prac ov n ích		
sportovních	hcínvotrops	sport ov n ích		
prvních	hcínvrp	prv n ích		
televizních	hcínzivelet	tele viz n ích		
provozních	hcínzovorp	pro voz n ích		
tržních	hcínžrt	trž n ích		
kancelářích	hcířálecnak	kancelář ích		
oldřich	hciřdlo	oldřich	"n	
jindřich	hciřdnij	jindřich	"n	
profesích	hcíseforp	pro fes ích		
nejfrekventovanějších	hcíšjěnavotnevkerfjen	nej frekvent ova n ějš ích		
nynějších	hcíšjěnyn	nyn ějš ích		
nejrůznějších	hcíšjěnzůrjen	nej různ ějš ích		
nejdůležitějších	hcíšjětiželůdjen	nej dů lež it ějš ích		
složitějších	hcíšjětižols	s lož it ějš ích		
dřívějších	hcíšjěvířd	dřív ějš ích		
menších	hcíšnem	men š ích		
kratších	hcíštark	krat š ích		
největších	hcíštěvjen	nej vět š ích		
nejbližších	hcíšžilbjen	nej bliž š ích		
nižších	hcíšžin	niž š ích		
nejnižších	hcíšžinjen	nej niž š ích		
příštích	hcítšířp	příšt ích		
cizích	hcízic	ciz ích		
divizích	hcízivid	diviz ích		
katalozích	hcízolatak	kata loz ích	"	
trzích	hcízrt	trz ích		
veletrzích	hcízrtelev	vele trz ích		
arch	hcra	arch		
navrch	hcrvan	na vrch		
janouch	hcuonaj	janouch	"n	
druhých	hcýhurd	druh ých		
zaměstnaneckých	hcýkcenantsěmaz	za měst n a n ec k ých		
třineckých	hcýkceniřt	třinec k ých		
grafických	hcýkcifarg	graf ic k ých		
specifických	hcýkcificeps	speci fic k ých		
psychologických	hcýkcigolohcysp	psych o log ick ých		
ekologických	hcýkcigoloke	eko log ick ých		
ekonomických	hcýkcimonoke	eko nom ick ých		
řemeslnických	hcýkcinlsemeř	řemesl nic k ých		
elektronických	hcýkcinortkele	elektr on ic k ých		
amerických	hcýkcirema	americ k ých		
historických	hcýkcirotsih	histor ick ých		
kanadských	hcýksdanak	kanad sk ých		
českých	hcýkseč	čes k ých		
thajských	hcýksjaht	thaj sk ých		
zemědělských	hcýkslěděmez	zem ě děl sk ých		
podnikatelských	hcýksletakindop	pod nik a tel sk ých		
polských	hcýkslop	pol sk ých		
tuzemských	hcýksmezut	tu zem sk ých		
mariánských	hcýksnáiram	mari án sk ých	"	
poradenských	hcýksnedarop	po rad en sk ých		
pekárenských	hcýksnerákep	pek ár en sk ých		
lázeňských	hcýksňezál	lázeň sk ých		
evropských	hcýksporve	evrop sk ých		
krušnohorských	hcýksrohonšurk	krušn o hor sk ých		
moravskoslezských	hcýkszelsoksvarom	morav sk o slez sk ých		
levorukých	hcýkurovel	lev o ruk ých		
blízkých	hcýkzílb	blíz k ých		
znalých	hcýlanz	zn a l ých		
bývalých	hcýlavýb	bý v a l ých		
necelých	hcýlecen	ne cel ých		
vyspělých	hcýlěpsyv	vy spě l ých		
minulých	hcýlunim	mi nu l ých		
uplynulých	hcýlunylpu	u ply nu l ých		
soukromých	hcýmorkuos	sou krom ých		
daných	hcýnad	d a n ých		
dodaných	hcýnadod	do d a n ých		
prodaných	hcýnadorp	pro d a n ých		
získaných	hcýnaksíz	získ a n ých		
zasílaných	hcýnalísaz	za síl a n ých		
přijímaných	hcýnamíjiřp	při jím a n ých		
nezaměstnaných	hcýnantsěmazen	ne za měst n a n ých		
vybraných	hcýnarbyv	vy br a n ých		
psaných	hcýnasp	ps a n ých		
prodávaných	hcýnavádorp	pro d á v a n ých		
zásobovaných	hcýnavobosáz	zá sob ova n ých		
vyprodukovaných	hcýnavokudorpyv	vy pro duk ova n ých		
renomovaných	hcýnavomoner	renom ova n ých		
plánovaných	hcýnavonálp	plán ova n ých		
vyjmenovaných	hcýnavonemjyv	vy jmen ova n ých		
věnovaných	hcýnavoněv	věn ova n ých		
kombinovaných	hcýnavonibmok	kombin ova n ých		
orientovaných	hcýnavotneiro	orient ova n ých		
talentovaných	hcýnavotnelat	talent ova n ých		
restituovaných	hcýnavoutitser	re stitu ova n ých		
připravovaných	hcýnavovarpiřp	při prav ova n ých		
spravovaných	hcýnavovarps	s prav ova n ých		
zařazovaných	hcýnavozařaz	za řaz ova n ých		
normalizovaných	hcýnavozilamron	norm al iz ova n ých		
uvažovaných	hcýnavožavu	u važ ova n ých		
potřebných	hcýnbeřtop	po třeb n ých		
obdobných	hcýnbodbo	ob dob n ých		
drobných	hcýnbord	drob n ých		
výdělečných	hcýnčelědýv	vý děl eč n ých		
společných	hcýnčelops	spol eč n ých		
dostatečných	hcýnčetatsod	do stat eč n ých		
nezávadných	hcýndavázen	ne zá vad n ých		
vyučených	hcýnečuyv	vy uč en ých		
uváděných	hcýnědávu	u vád ěn ých		
provedených	hcýnedevorp	pro ved en ých		
uvedených	hcýnedevu	u ved en ých		
shromážděných	hcýnědžámorhs	s hromážd ěn ých		
propojených	hcýnejoporp	pro poj en ých		
spojených	hcýnejops	s poj en ých		
balených	hcýnelab	bal en ých		
předvolených	hcýnelovdeřp	před vol en ých		
chráněných	hcýněnárhc	chrán ěn ých		
zmíněných	hcýněnímz	z mín ěn ých		
zúčastněných	hcýněntsačúz	z ú čast n ěn ých		
oprávněných	hcýněnvárpo	o práv n ěn ých		
ověřených	hcýneřěvo	o věř en ých		
porušených	hcýnešurop	po ruš en ých		
zvýšených	hcýnešývz	z výš en ých		
postavených	hcýnevatsop	po stav en ých		
stanovených	hcýnevonats	stanov en ých		
nabízených	hcýnezíban	na bíz en ých		
stejných	hcýnjets	stejn ých		
valných	hcýnlav	val n ých	"	
tepelných	hcýnlepet	tep el n ých		
světelných	hcýnletěvs	svět el n ých		
pochopitelných	hcýnletipohcop	po chop i teln ých		
volných	hcýnlov	vol n ých		
neúplných	hcýnlpúen	ne ú pln ých		
příjemných	hcýnmejířp	pří jem n ých		
výzkumných	hcýnmukzýv	vý zkum n ých		
cenných	hcýnnec	cen n ých		
pohonných	hcýnnohop	po hon n ých		
schopných	hcýnpohcs	s chop n ých		
neschopných	hcýnpohcsen	ne s chop n ých		
topných	hcýnpot	top n ých		
důvěrných	hcýnrěvůd	dů věr n ých		
nepřesných	hcýnseřpen	ne přesn ých		
bezesných	hcýnsezeb	beze sn ých		
příslušných	hcýnšulsířp	pří sluš n ých		
starožitných	hcýntižorats	star o ži t n ých	"	
nehmotných	hcýntomhen	ne hmot n ých		
místných	hcýntsím	míst n ých		
nesprávných	hcýnvárpsen	ne s práv n ých		
závazných	hcýnzaváz	zá vaz n ých		
běžných	hcýnžěb	běž n ých		
ostrých	hcýrtso	ostr ých		
dvacátých	hcýtácavd	dv a cát ých		
čtrnáctiletých	hcýtelitcánrtč	čtr náct i let ých		
patnáctiletých	hcýtelitcántap	pat náct i let ýc		
zajímavých	hcývamíjaz	za jím a v ých		
levých	hcývel	lev ých		
nepravdivých	hcývidvarpen	ne prav d iv ých	"	
nákladových	hcývodalkán	ná klad ov ých		
skladových	hcývodalks	s klad ov ých		
úklidových	hcývodilkú	ú klid ov ých		
mzdových	hcývodzm	mzd ov ých		
akciových	hcývoicka	akci ov ých		
vývojových	hcývojovýv	vý voj ov ých		
špičkových	hcývokčipš	špič k ov ých		
nabídkových	hcývokdíban	na bíd k ov ých		
rizikových	hcývokizir	rizik ov ých		
spolkových	hcývoklops	spol k ov ých		
úrokových	hcývokorú	ú rok ov ých		
ziskových	hcývoksiz	zisk ov ých		
výukových	hcývokuýv	vý uk ov ých		
turbovrtulových	hcývolutrvobrut	turbo vrt ul ov ých	"	
nových	hcývon	nov ých		
daňových	hcývoňad	daň ov ých		
cenových	hcývonec	cen ov ých		
termínových	hcývonímret	termín ov ých		
korunových	hcývonurok	korun ov ých		
horynových	hcývonyroh	horyn ov ých		
kádrových	hcývordák	kádr ov ých		
laserových	hcývoresal	laser ov ých		
motorových	hcývorotom	motor ov ých		
jednomotorových	hcývorotomondej	jedn o motor ov ých		
padesátihaléřových	hcývořélahitásedap	pade sát i haléř ov ých		
světových	hcývotěvs	svět ov ých		
talentových	hcývotnelat	talent ov ých		
odbytových	hcývotybdo	od by t ov ých		
nebytových	hcývotyben	ne by t ov ých		
faxových	hcývoxaf	fax ov ých		
řetězových	hcývozěteř	řetěz ov ých		
krizových	hcývozirk	kriz ov ých		
průběh	hěbůrp	prů běh		
postih	hitsop	po stih		
ricoh	hocir	ricoh		
předloh	holdeřp	před loh		
dph	hpd	d p h		
veletrh	hrtelev	vele trh		
cash	hsac	cash		
british	hsitirb	british		
smith	htims	smith		
amatakkulchai	iahclukkatama	amatakkulchai		
thai	iaht	thai		
vyrábí	íbáryv	vy ráb í		
zdobí	íbodz	zdob í		
nezlobí	íbolzen	ne zlob í		
vyrobí	íboryv	vy rob í		
rekreaci	icaerker	re kre ac i		
klasifikaci	icakifisalk	klasi fik ac i		
identifikaci	icakifitnedi	identi fik ac i		
publikaci	icakilbup	publik ac i		
aplikaci	icakilpa	aplik ac i		
instalaci	icalatsni	in stal ac i	"	
inflaci	icalfni	in flac i		
vysílací	ícalísyv	vy síl a c í		
spekulací	ícalukeps	spekul ac í		
informaci	icamrofni	in form ac i	"	
informací	ícamrofni	in form ac í		
kombinaci	icanibmok	kombin ac i		
kombinací	ícanibmok	kombin ac í		
patronací	ícanortap	patr on ac í	"	
operaci	icarepo	oper ac i		
operací	ícarepo	oper ac í		
imigraci	icargimi	i migr ac i		
spolupráci	icárpulops	spolu prác i		
registraci	icartsiger	registr ac i		
prezentaci	icatnezerp	prezent ac i		
prezentací	ícatnezerp	prezent ac í		
vyzvedávací	ícavádevzyv	vy z ved á v a c í		
vyvolávací	ícaválovyv	vy vol á v a c í		
motivací	ícavitom	motiv ac í		
spojovací	ícavojops	s poj ova c í		
schvalovací	ícavolavhcs	s chval ova c í		
vysvětlovací	ícavoltěvsyv	vy svět l ova c í		
oznamovací	ícavomanzo	o znam ova c í	"	
zdaňovací	ícavoňadz	z daň ova c í		
rozlišovací	ícavošilzor	roz liš ova c í		
zúčtovací	ícavotčúz	z ú čt ova c í		
faxovací	ícavoxaf	fax ova c í		
konzervaci	icavreznok	konzerv ac i		
realizací	ícazilaer	real iz ac í		
racionalizaci	icazilanoicar	racio nal iz ac i	"	
mobilizaci	icazilibom	mobil iz ac i		
organizaci	icazinagro	organ iz ac i		
modernizaci	icazinredom	modern iz ac i		
privatizací	ícazitavirp	privat iz ac í		
konverzaci	icazrevnok	kon verz ac i	"	
obci	icbo	obc i		
výrobci	icborýv	vý rob c i		
poradci	icdarop	po rad c i		
přeci	iceřp	přeci		
věcí	ícěv	věc í		
tradicí	ícidart	trad ic í		
řídicí	ícidíř	říd i c í		
odpovídající	ícíjadívopdo	od po víd aj íc í		
neodpovídající	ícíjadívopdoen	ne od po víd aj íc í		
podnikající	ícíjakindop	pod nik aj íc í		
týkající	ícíjakýt	týk aj íc í		
přijímající	ícíjamíjiřp	při jím aj íc í		
klesající	ícíjaselk	kles aj íc í		
prodávající	ícíjavádorp	pro d á v aj íc í		
pojednávající	ícíjavándejop	po jedn á v aj íc í		
přetrvávající	ícíjavávrteřp	pře trv á v aj íc í		
zbývající	ícíjavýbz	z bý v aj íc í		
související	ícíjesivuos	sou vis ej íc í		
nadcházející	ícíjezáhcdan	nad cház ej íc í		
vycházející	ícíjezáhcyv	vy cház ej íc í		
dřevozpracující	ícíjucarpzoveřd	dřev o z prac uj íc í		
postačující	ícíjučatsop	po stač uj íc í		
vyučující	ícíjučuyv	vy uč uj íc í		
fungující	ícíjugnuf	fung uj íc í		
obsahující	ícíjuhasbo	ob sah uj íc í		
postihující	ícíjuhitsop	po stih uj íc í		
komplikující	ícíjukilpmok	kom plik uj íc í		
rolující	ícíjulor	rol uj íc í		
umožňující	ícíjuňžomu	u možň uj íc í		
kupující	ícíjupuk	kup uj íc í		
zajišťující	ícíjuťšijaz	za jišť uj íc í		
poskytující	ícíjutyksop	po skyt uj íc í		
vystavující	ícíjuvatsyv	vy stav uj íc í		
omezující	ícíjuzemo	o mez uj íc í		
stálicí	íciláts	st á l ic í		
hranicí	ícinarh	hran ic í		
učebnicí	ícinbeču	uč eb n ic í		
hudebníci	icínbeduh	hud eb níc i		
nemocnici	icincomen	ne moc n ic i		
společníci	icínčelops	spol eč níc i		
začátečníci	icínčetáčaz	za č á teč níc i		
tlumočníci	icínčomult	tlumoč níc i		
dělnici	icinlěd	děl nic i		
odborníci	icínrobdo	od bor níc i		
návštěvníci	icínvětšván	návštěv níc i		
kopřivnici	icinviřpok	kopřiv n ic i		
pracovníci	icínvocarp	prac ov níc i		
investici	icitsevni	in vest ic i		
mluvící	ícívulm	mluv íc í		
pozici	icizop	pozic i		
dispozici	icizopsid	dis pozic i		
thajci	icjaht	thaj c i		
prodejci	icjedorp	pro d ej c i		
akci	icka	akc i		
akcí	ícka	akc í		
konfekci	ickefnok	kon fekc i		
kolekcí	íckelok	ko lekc í		
funkci	icknuf	funkc i		
funkcí	ícknuf	funkc í		
konstrukci	ickurtsnok	kon strukc i		
rekonstrukci	ickurtsnoker	re kon strukc i		
rámci	icmár	rám c i		
zájemci	icmejáz	zá jem c i		
příjemci	icmejířp	pří jem c i		
financí	ícnanif	financ í		
tolerancí	ícnarelot	toler anc í		
ochránci	icnárhco	o chrán c i		
šanci	icnaš	šanc i		
šancí	ícnaš	šanc í		
licencí	ícnecil	licenc í		
tendenci	icnednet	tend enc i		
urgenci	icnegru	urg enc i		
konkurenci	icneruknok	konkur enc i		
kompetenci	icnetepmok	kompet enc i		
vlastenci	icnetsalv	vlast en c i		
existenci	icnetsixe	exist enc i		
prevenci	icneverp	pre venc i		
prevencí	ícneverp	pre venc í		
frekvencí	ícnevkerf	frekvenc í		
jedinci	icnidej	jedin c i		
prosinci	icnisorp	prosinc i		
slunci	icnuls	slunc i		
emocí	ícome	emoc í		
zástupci	icputsáz	zá stup c i		
výherci	icrehýv	vý her c i		
plátci	ictálp	plát c i		
distribuci	icubirtsid	dis tribu c i		
revolucí	ículover	revol uc í		
budoucí	ícuodub	bud ouc í		
olomouci	icuomolo	olomouc i		
restituci	icutitser	re stitu c i		
jednotlivci	icviltondej	jedn ot liv c i		
horolezci	iczeloroh	hor o lez c i		
vystačí	íčatsyv	vy stač í		
péči	ičép	péč i		
lehčí	íčhel	leh č í		
zahraničí	íčinarhaz	za hran ič í		
meziříčí	íčířizem	mezi říč í	"n	
skončí	íčnoks	s konč í		
překročí	íčorkeřp	pře kroč í		
dozorčí	íčrozod	do zor č í		
učí	íču	uč í		
neručí	íčuren	ne ruč í		
mluvčí	íčvulm	mluv č í		
neradi	idaren	ne rad i		
hradí	ídarh	hrad í		
nenahradí	ídarhanen	ne na hrad í		
uhradí	ídarhu	u hrad í		
pořadí	ídařop	po řad í		
vadí	ídav	vad í		
neprovádí	ídávorpen	ne pro vád í		
uvádí	ídávu	u vád í		
ústředí	ídeřtsú	ú střed í		
šedi	ideš	šed i		
řídí	ídíř	říd í		
vyřídí	ídířyv	vy říd í		
škodí	ídokš	škod í		
usoudí	íduosu	u soud í		
hitachi	ihcatih	hitachi		
čchi	ihcč	čchi		
kolumbii	iibmulok	kolumbi i	"	
farmacii	iicamraf	farmac i i		
demokracii	iicarkomed	dem o krac i i		
akcií	íicka	akci í		
provincií	íicnivorp	provinc i í		
médií	íidém	médi í	"	
fotografií	íifargotof	foto graf i í		
strategii	iigetarts	strateg i i		
belgii	iigleb	belgi i		
technologii	iigolonhcet	techn o log i i		
technologií	íigolonhcet	techn o log i í		
energii	iigrene	energ i i		
energií	íigrene	energ i í		
metalurgii	iigrulatem	metal urg i i	"	
xxiii	iiixx	x x i i i		
anomálii	iilámona	anomál i i	"	
fosilií	íilisof	fosil i í		
fólii	iilóf	fóli i		
premií	íimerp	prem i í		
prémií	íimérp	prém i í		
gastronomii	iimonortsag	gastr o nom i i		
británii	iinátirb	brit án i i	"	
terapii	iiparet	terap i i		
kopii	iipok	kop i i	"	
rafinerií	íirenifar	rafin eri í		
