ještě	D	163636	ještě	ještě	
alias	N	586	alias	alias	
pravděpodobně	D	9693	pravděpodobně	pravd ě podob n ě	
komfort	N	1830	komfort	komfort	
deska	N	12981	deska	deska	
zástupce	N	12323	zá stup ce	zá stup ce	
sledovaný	A	2300	sled ovaný	sled ovan ý	???
show	N	2795	show	show	
temný	A	7125	tem ný	tem ný	
velice	D	15295	velic e	vel ic e	
mučírna	N	97	muč írna	muč írn a	
vědecký	A	8471	věd ecký	věd ec k ý	
náklaďák	N	1765	náklaďák	ná klaď ák	
receptor	N	646	receptor	receptor	
palba	N	1212	pal ba	pal ba	
klaun	N	724	klaun	klaun	
monika	N	2519	monika	monika	
sever	N	5372	sever	sever	
mýtina	N	502	mýt ina	mýt ina	
praha	N	52115	praha	praha	
pohovka	N	3199	pohovka	po hov ka	
fantastický	A	2058	fantastický	fantast ick ý	???
miliarda	N	19060	miliarda	miliard a	
zoufalý	A	2895	zouf alý	zouf al ý	
slučitelný	A	440	s luč itelný	s luč itel n ý	???
profesor	N	9204	profes or	profes or	
zápas	N	26305	zápas	zá pas	
sbírka	N	7515	s bír ka	s bír ka	
emocionální	A	1243	emocionální	emoc ionáln í	???
okolí	N	16057	o kol í	o kol í	
silný	A	27922	sil ný	sil n ý	
konec	N	50450	konec	konec	
vývar	N	1282	vý var	vý var	
železo	N	2959	želez o	želez o	
regulační	A	1425	regul ační	regul ační	???
navrhovaný	A	806	na vrh ovaný	na vrh ova n ý	
zvuk	N	13116	zvuk	zvuk	
čínský	A	6229	čínský	čín sk ý	
pavlíček	N	270	pavlíček	pavl íč ek	???
leknutí	N	316	lek nutí	lek nutí	
zřejmý	A	5551	zř ejmý	zř ejm ý	
vysílání	N	2141	vy síl ání	vy síl án í	
pohledný	A	1278	po hled ný	po hled n ý	
geislerová	N	128	geislerová	geisler ov á	
bitva	N	4809	bi tva	bi tva	???
ostentativní	A	43	ostentativní	ostentativní	???
odpovědnost	N	5581	odpovědnost	od po věd n ost	
víno	N	14100	vín o	vín o	
vystavený	A	1150	vy sta vený	vy sta v en ý	
píseň	N	10063	pí seň	pí seň	
starý	N	71407	starý	star ý	
sonja	N	640	sonja	sonja	
sociální	A	23769	soc iální	soc iální	???
politický	A	21705	politic ký	politic k ý	
scéna	N	11819	scén a	scén a	
univerzita	N	13611	univerzita	univerzita	
učitel	N	11691	uč itel	uč itel	???
blog	N	992	blog	blog	
hezky	D	3089	hezky	hezk y	
osudně	D	10	osudně	osud n ě	
arnhem	N	77	arnhem	arnhem	
ostrava	N	7386	ostrava	ostrav a	
mandlička	N	8	mandlička	mandl ičk a	
česko	N	16147	čes ko	čes k o	
tehdy	D	30657	tehdy	tehdy	???
měřítko	N	3032	měř ítko	měř ítko	???
televize	N	13410	televize	televize	
strašně	D	6633	straš ně	straš n ě	
nepatrný	A	2366	ne patr ný	ne patr n ý	
zdeněk	N	6956	zdeněk	zdeněk	
úspěch	N	15248	ú spě ch	ú spě ch	
argument	N	3915	argument	argument	
naštěstí	D	7403	na štěst í	na štěst í	
extrémní	A	2555	extrémní	extrémní	
elektrický	A	10081	elektr ický	elektr ick ý	
německo	N	12773	německo	německo	???
jednotka	N	12702	jednotka	jednotka	???
hořák	N	466	hořák	hoř ák	
volně	D	4094	vol ně	vol n ě	
real	N	1337	real	real	
problém	N	54415	problém	problém	
kdy	D	86580	kdy	kdy	
dokonce	D	44889	dokonce	do konc e	
chvíle	N	58435	chvíle	chvíl e	
myšlenka	N	19556	myšl enka	myšl enka	
explodující	A	49	explodující	explod uj íc í	
přípravný	A	1941	pří prav ný	pří prav n ý	
živec	N	329	ži vec	ži vec	???
posvátný	A	2243	posvátný	po svát n ý	
nadbytečný	A	682	nadbytečný	nad byteč n ý	???
jan	N	22687	jan	jan	
pryč	N	11406	pryč	pryč	
ložiskový	A	145	ložiskový	lož iskov ý	???
trasa	N	6317	trasa	tras a	
realita	N	6778	real ita	real ita	
prostota	N	262	prostota	prostota	
velký	A	191203	velk ý	vel k ý	
agent	N	4630	agent	agent	
vymycovat	V	7	vy myc ovat	vy myc ova t	
takto	D	11146	takto	takto	???
zfúzovat	V	3	zfúzovat	z fúz ova t	
druhý	A	107042	druhý	druh ý	
herecky	D	107	her ecky	her eck y	
adriana	N	293	adriana	adriana	
toužící	A	319	touž ící	touž ící	???
sprašový	A	114	sprašový	s praš ov ý	
rád	D	72674	rád	rád	
nitro	N	2324	nitro	nitro	
post	N	3501	post	post	
dánský	A	1260	dánský	dán sk ý	
člověk	N	203726	člověk	člověk	???
částka	N	7434	část ka	část ka	
zdravý	A	10239	zdrav ý	zdrav ý	
vzpříma	D	15	vzpříma	vz přím a	
buda	N	107	buda	buda	
prohlubovat	V	713	pro hlub ovat	pro hlub ova t	
licence	N	2295	licence	licence	
sestupný	A	193	sestupný	se stup n ý	
pára	N	2468	pára	pár a	
taky	D	40637	taky	tak y	
jiný	A	124171	jiný	jin ý	
totožný	A	1207	totožný	totožn ý	
oříšek	N	1368	oříšek	oříš ek	
prohlášený	A	50	pro hláš ený	pro hláš en ý	
branka	N	8558	branka	bran ka	
osobnost	N	9801	o sob nost	o sob n ost	
pochopitelný	A	2696	po chop itelný	po chop iteln ý	???
povodeň	N	2597	po vod eň	po vod eň	
zpočátku	D	4705	zpočátku	z počátk u	???
rekord	N	3594	rekord	rekord	
zvýšení	N	6302	z výš ení	z výš ení	???
kolem	D	56225	kol em	kol em	
vražda	N	6049	vražd a	vražd a	
spousta	N	18703	spousta	spoust a	
hodně	D	127389	hod ně	hod n ě	
ústa	N	12388	úst a	úst a	
rejda	N	44	rejda	rejd a	
video	N	5570	video	video	
mimochodem	D	3753	mimochodem	mimo chod em	
svůj	A	385237	svůj	svůj	
mladík	N	6803	mlad ík	mlad ík	
sto	N	22038	sto	sto	
příklad	N	15438	příklad	pří klad	
dokument	N	10713	dokument	dokument	
objekt	N	13370	objekt	objekt	
john	N	8350	john	john	
trevor	N	190	trevor	trevor	
splácení	N	370	s plác ení	s plác ení	
věc	N	63933	věc	věc	
odpoledne	N	10234	odpoledne	od pole dne	
daleko	N	40289	daleko	dalek o	
tábor	N	9149	tábor	tábor	
operace	N	8102	oper ace	oper ace	
podzim	N	8247	pod zim	pod zim	
legální	A	1979	legál ní	legál ní	
jezerní	A	335	jezerní	jezer n í	
štěstí	N	12695	štěst í	štěst í	
potenciál	N	4925	potenc iál	potenc iál	
život	N	96721	ži vot	ži vot	
organismus	N	5850	organismus	organismus	
čubka	N	199	čubka	čub ka	
vé	N	51	vé	vé	???
spolu	D	28480	spolu	spolu	
skutečně	D	21226	skuteč ně	skuteč n ě	
souvislost	N	11564	sou vis lost	sou vis l ost	
penová	N	98	penová	pen ov á	
designer	N	1718	designer	designer	???
teoretický	A	3019	teoretický	teoretický	???
klub	N	20459	klub	klub	
zákonný	A	2657	zá kon ný	zá kon n ý	
skladovací	A	317	s klad ovací	s klad ovací	???
množství	N	19920	množství	množství	
herec	N	9740	her ec	her ec	
tendence	N	3734	tendence	tendence	
paní	N	23441	pan í	pan í	
kladivo	N	1197	klad ivo	klad ivo	
úsměv	N	12721	ú smě v	ú smě v	
napřažený	A	264	napřažený	na přaž en ý	
vztekle	D	924	vz tek le	vz tek l e	
osud	N	10188	osud	o sud	
znečišťující	A	145	zne čišť ující	zne čišť uj íc í	
směna	N	1940	s měn a	s měn a	
jaro	N	9801	jaro	jaro	
vhodný	A	23232	v hod ný	v hod n ý	
motivovaný	A	563	motiv ovaný	motiv ov an ý	
lenost	N	348	len ost	len ost	
kontrola	N	12520	kontrol a	kontrol a	
minulý	A	17840	min ulý	min ul ý	
přítel	N	22553	přítel	přítel	
bellová	N	62	bellová	bellová	
velikost	N	14564	velik ost	velik ost	
poměrný	A	441	po měr ný	po měr n ý	
skromný	A	2307	skromný	skromn ý	
mapka	N	217	map ka	map ka	
celkový	A	17208	celkový	celk ov ý	
zatím	D	28846	zatím	zatím	
nakládání	N	1028	na klád ání	na klád ání	
bohuslav	N	1855	bohuslav	bohu slav	
cad	N	275	cad	cad	???
strojek	N	550	stroj ek	stroj ek	
práce	N	81909	práce	práce	
stanovení	N	2119	stanovení	stanovení	???
spisovatelka	N	1068	s pis ovatelka	s pis ovatelka	???
družička	N	130	družička	druž ičk a	
lavice	N	3359	lavice	lav ic e	
problematický	A	2298	problem atický	problem atick ý	???
skaut	N	568	skaut	skaut	
cesta	N	68611	cest a	cest a	
zamořený	A	214	za moř ený	za moř en ý	
ret	N	10805	ret	ret	
potřeba	N	26311	po třeb a	po třeb a	
známý	N	38049	zn ámý	zn ám ý	
lingvistický	A	279	lingvistický	lingv ist ick ý	
významný	A	20311	významný	vý znam n ý	
útes	N	1509	útes	ú tes	
mříž	N	2344	mříž	mříž	
centrální	A	5940	centr ální	centr ální	
postulát	N	219	postulát	postulát	
kov	N	5660	kov	kov	
dost	D	33725	dost	dost	
zpovědník	N	142	zpo věd ník	zpo věd ník	???
rada	N	18554	rada	rada	
pozornost	N	13765	po zor nost	po zor n ost	
středoevropský	A	1152	středoevropský	střed o evrop sk ý	
tak	D	368840	tak	tak	
předmět	N	13625	předmět	předmět	
výhodný	A	5049	vý hod ný	vý hod n ý	
železný	A	4373	želez ný	želez n ý	
šept	N	801	šept	šept	
možný	A	52460	mož ný	mož ný	
tlak	N	12286	tlak	tlak	
šampionát	N	3116	šampionát	šampionát	
ohlušující	A	446	o hluš ující	o hluš uj íc í	
prostor	N	32176	prostor	prostor	
soutěžící	A	875	soutěž ící	sou těž íc í	???
hruška	N	1242	hruška	hruška	
kožešinový	A	310	kož ešinový	kož eš in ov ý	
chuť	N	12830	chuť	chuť	
inovace	N	2635	inov ace	inov ace	
brzy	D	60724	brzy	brzy	
chléb	N	5837	chléb	chléb	
nezralost	N	117	nezralost	ne zral ost	
riziko	N	10417	riziko	riziko	
společnost	N	61410	společnost	společ n ost	
významně	D	3191	významně	vý znam n ě	
řada	N	50694	řad a	řad a	
náboj	N	3698	ná boj	ná boj	
stejně	D	58028	stejně	stejn ě	
oblíbený	A	12294	ob líb ený	ob líb en ý	
vrstva	N	12935	vrstv a	vrstv a	
legie	N	618	legie	legie	
bez	N	91991	bez	bez	
proslov	N	867	pro sl ov	pro sl ov	
divadlo	N	18943	div adlo	div adlo	
bošňák	N	163	bošňák	bošň ák	
lékař	N	20198	lék ař	lék ař	
sice	D	33612	sice	sice	
žák	N	13032	žák	žák	
kondenzátor	N	739	kondenz átor	kondenz átor	
plán	N	19375	plán	plán	
uprostřed	D	11154	uprostřed	u pro střed	
manželka	N	13168	manželka	manžel ka	??? vtipny, presmycka
kouzlo	N	3711	kouzl o	kouzl o	
caen	N	20	caen	caen	
vůle	N	7339	vůl e	vůl e	
ruka	N	89865	ruk a	ruk a	
anglický	A	6976	angl ický	angl ick ý	
olympie	N	183	olympie	olympie	
doplnění	N	921	do pln ění	do pln ěn í	
obyvatel	N	15854	o by vatel	o by vatel	???
mluvčí	N	12693	mluvčí	mluv čí	???
následovaný	A	435	ná sled ovaný	ná sled ov an ý	
proud	N	14160	proud	proud	
šampion	N	1202	šampion	šampion	
obecný	A	8485	obec ný	obec n ý	
podezřelý	A	4025	pode zř elý	pode zř el ý	
vskutku	D	1828	vskutku	v skutk u	
lesní	A	4610	les ní	les ní	
věrolomník	N	4	věrolomník	věr o lomn ík	
hráč	N	22381	hrá č	hrá č	
turista	N	5609	turista	turista	
role	N	24196	role	role	
správný	A	19129	s práv ný	s práv n ý	
místo	N	114059	míst o	míst o	
jablonec	N	2069	jablonec	jablonec	
sezení	N	1392	sez ení	sez ení	
kniha	N	39619	knih a	knih a	
chráněný	A	4163	chrán ěný	chrán ěn ý	
avokádo	N	260	avokádo	avokádo	
zpátky	D	16660	zpátky	zpát ky	
karolínin	A	37	karolínin	karolínin	
jarůšek	N	34	jarůšek	jarůšek	
vztah	N	33700	vztah	vz tah	
hanácký	A	314	hanácký	haná ck ý	
svobodný	A	6229	svobod ný	svobod n ý	
ostatní	A	38210	ostatní	ostatn í	
nemoc	N	10052	ne moc	ne moc	
horní	A	10714	horní	hor n í	
vkus	N	1914	vkus	vkus	
celý	A	134005	celý	celý	
březnový	A	635	březnový	břez nov ý	
komunismus	N	1834	komunis mus	komunis mus	
používání	N	3159	pou ží vání	pou ží vání	
arogantně	D	138	arogantně	arogantn ě	
dumas	N	76	dumas	dumas	
cibule	N	2851	cibul e	cibul e	
rys	N	5648	rys	rys	
přepínání	N	311	pře pín ání	pře pín ání	
delikátní	A	329	delikátní	delikátní	
tradice	N	8750	tradice	tradic e	
šrumec	N	36	šrumec	šrumec	
ústřední	A	3132	ú střed ní	ú střed ní	
vytoužený	A	582	vy touž ený	vy touž en ý	
muž	N	74062	muž	muž	
tropy	N	424	tropy	trop y	
založený	A	5071	za lož ený	za lož en ý	
sešlost	N	224	se š lost	se š l ost	
teď	D	85940	teď	teď	
trénink	N	4989	trén ink	trén ink	
látka	N	15095	látka	látka	
vedoucí	N	11597	ved oucí	ved oucí	
měsíc	N	38120	měsíc	měsíc	
porovnání	N	3175	po rovn ání	po rovn ání	
občas	D	17129	ob čas	ob čas	
údolí	N	6062	údolí	ú dol í	
--------------------					
úsměvný	A	392	ú smě vný	ú smě vný	
zvláštní	A	17455	zvlášt ní	zvláštní	
centrum	N	23493	centr um	centr um	
počet	N	28941	po čet	po čet	
nový	N	137886	nov ý	nov ý	
rovněž	D	17695	rovněž	rovněž	
ježíš	N	3441	ježíš	ježíš	
měnový	A	1478	měn ov ý	měn ový	
maddison	N	14	maddison	maddison	
organizátor	N	2852	organiz átor	organiz átor	
budova	N	18254	bud ova	bud ova	
rossija	N	18	rossija	rossija	???
nápoj	N	3302	nápoj	ná poj	
rozum	N	5169	roz um	roz um	
navenek	D	1093	navenek	na ven ek	
vesnice	N	9327	ves nice	ves nice	???
zrakový	A	1264	zrakový	zrak ov ý	
beran	N	792	beran	beran	
většinou	D	19008	větš inou	větš inou	
geometrický	A	1322	geometrický	geometr ick ý	
možnost	N	43140	mož nost	mož n ost	
dále	D	36644	dále	dále	
konečník	N	219	koneč ník	koneč n ík	
pak	D	166965	pak	pak	
příběh	N	20798	příběh	pří běh	
podrobnost	N	2949	pod rob nost	pod rob n ost	
zároveň	D	25825	zá roveň	zá roveň	
vlastnost	N	12735	vlast nost	vlast n ost	
mínit	V	3584	mín it	mín it	
personál	N	2564	personál	person ál	
zkamenělý	A	437	z kamen ělý	z kamen ěl ý	
chlazený	A	383	chlaz ený	chlaz en ý	
těhotenství	N	2094	těhotenství	těhoten ství	
návod	N	2560	ná vod	ná vod	
věda	N	12382	věd a	věd a	
počátek	N	13165	počátek	po čát ek	
úrokový	A	1128	úrokový	ú rok ov ý	
ňadro	N	1303	ňadro	ňadr o	
procento	N	30315	procento	procent o	
děs	N	764	děs	děs	
proměna	N	3689	pro měn a	pro měn a	
hezký	A	9594	hezký	hezk ý	
box	N	2820	box	box	
chování	N	13481	chov ání	chov án í	
text	N	18386	text	text	
heathrow	N	105	heathrow	heathrow	???
parciální	A	302	parciální	parciál ní	
hofmann	N	54	hofmann	hofmann	
prst	N	18543	prst	prst	
název	N	16569	název	ná zev	
georgia	N	1712	georgia	georgia	
varianta	N	8530	varianta	varianta	???
věstník	N	226	věstník	věstn ík	
stavba	N	24665	sta vba	sta vba	???
ochlazení	N	459	o chlaz ení	o chlaz ení	
lowe	N	48	lowe	lowe	
josef	N	14247	josef	josef	
čtvrt	N	4937	čtvrt	čtvrt	
adenotomie	N	2	adenotomie	adenotomie	???
pohled	N	44960	po hled	po hled	
původní	A	16686	původní	pů vod ní	
jenom	D	38078	jenom	jen om	
flavio	N	174	flavio	flavio	
likvidace	N	2285	likvid ace	likvid ace	
dospívající	A	992	do spí vající	do spí vaj íc í	
kolegium	N	429	kolegium	kolegium	
tělo	N	40411	těl o	těl o	
voják	N	12977	voják	voj ák	
steward	N	191	steward	steward	
sestavený	A	651	se sta vený	se sta v en ý	
alister	N	4	alister	alister	
koleno	N	8259	koleno	kolen o	
binarův	A	7	binarův	binar ův	
element	N	1450	element	element	
vodní	A	9716	vod ní	vod ní	
růžičkový	A	93	růž ičkový	růž ičk ov ý	
efekt	N	5797	efekt	efekt	
zatížení	N	2350	za tíž ení	za tíž ení	???
čechy	N	9214	čech y	čech y	
rychlý	A	16900	rychl ý	rychl ý	
církevní	A	3221	církevní	církev ní	
mathieu	N	68	mathieu	mathieu	
jankovský	N	171	jankovský	jan k ov sk ý	
reklama	N	5000	reklama	reklam a	
zvyklý	A	4613	zvyklý	z vyk l ý	
nízký	A	25951	níz ký	níz ký	
třeba	D	72900	třeba	třeba	
jízda	N	9153	jízd a	jízd a	
reprezentace	N	4142	re prezent ace	re prezent ace	
často	D	55912	často	čast o	
československý	A	5327	československý	česk o sloven sk ý	
rámec	N	21881	rám ec	rám ec	
drda	N	123	drda	drda	
pouze	D	50002	pouze	pouz e	
duch	N	16386	duch	duch	
galerie	N	5702	galerie	galer ie	
úroveň	N	19280	úroveň	ú rov eň	
mnohý	A	15480	mnoh ý	mnoh ý	
správní	A	4381	správní	správ ní	
velitel	N	5683	vel itel	vel itel	
