,index,první.rodič,druhý.rodič,třetí.rodič,čtvrtý.rodič,neoklasické.kompozitum,číslovka,počet.rodičů,chemické.názvosloví,není.kompozitum,přejaté.jako.celek..ne.z.GR.nebo.LA,Derivát,reverse_lemma,Struktura,první.rodič.v.search3,druhý.rodič.v.search3
490,bioptákovina,-bio-,ptákovina,,,0,0,2,0,0,0,0,anivokátpoib,,False,True
597,biosedlák,-bio-,sedlák,,,0,0,2,0,0,0,0,káldesoib,,False,True
1393,biosexy,-bio-,sexy,,,1,0,2,0,0,0,0,yxesoib,,False,True
768,biostabilizační,-bio-,stabilizační,,,0,0,2,0,0,0,0,ínčazilibatsoib,,False,True
411,biostandard,-bio-,standard,,,0,0,2,0,0,0,0,dradnatsoib,,False,True
306,biostanice,-bio-,stanice,,,0,0,2,0,0,0,0,ecinatsoib,,False,True
565,biotvaroh,-bio-,tvaroh,,,0,0,2,0,0,0,0,horavtoib,,False,True
1302,biotým,-bio-,tým,,,1,0,2,0,0,0,0,mýtoib,,False,True
263,biovlna,-bio-,vlna,,,0,0,2,0,0,0,0,anlvoib,,False,True
850,biovložka,-bio-,vložka,,,1,0,2,0,0,0,0,akžolvoib,,False,True
805,biovodík,-bio-,vodík,,,0,0,2,0,0,0,0,kídovoib,,False,True
1479,biozelí,-bio-,zelí,,,1,0,2,0,0,0,0,ílezoib,,False,True
89,biozrní,-bio-,zrní,,,0,0,2,0,0,0,0,ínrzoib,,False,True
936,blankoakceptant,-blank-,akceptant,,,1,0,2,0,0,0,0,tnatpeckaoknalb,,False,True
918,bradykinéza,-brady-,-kinet-,,,1,0,2,0,0,0,0,azénikydarb,,False,False
81,bronchologie,-bronch-,-log-,,,1,0,2,0,0,0,0,eigolohcnorb,,False,False
482,bronchiální,-bronch-,X,,,0,0,2,0,1,0,bronchie,ínláihcnorb,,False,True
774,bronchitida,-bronch-,X,,,1,0,2,0,1,0,bronch,aditihcnorb,,False,True
1300,centrifuga,-centr-,-fug-,,,1,0,2,0,0,0,0,agufirtnec,,False,False
1246,cervikoobturatorní,-cervik-,obturatorní,,,1,0,2,0,0,0,0,ínrotarutbookivrec,,False,False
582,cirkumpolární,-circum-.-cirkum-,polární,,,1,0,2,0,0,0,0,ínrálopmukric,,False,True
1171,cyklodelegace,-cykl-,delegace,,,1,0,2,0,0,0,0,ecageledolkyc,,False,True
1231,cyklochata,-cykl-,chata,,,1,0,2,0,0,0,0,atahcolkyc,,False,True
749,cyklooáza,-cykl-,oáza,,,0,0,2,0,0,0,0,azáoolkyc,,False,True
1238,cykloopravář,-cykl-,opravář,,,1,0,2,0,0,0,0,řávarpoolkyc,,False,True
882,cyklooř,-cykl-,oř,,,1,0,2,0,0,0,0,řoolkyc,,False,True
1278,cyklooxygenáza,-cykl-,oxygenáza,,,0,0,2,1,0,0,0,azánegyxoolkyc,,False,True
1477,cyklopodjezd,-cykl-,podjezd,,,0,0,2,0,0,0,0,dzejdopolkyc,,False,True
1327,cykloprotest,-cykl-,protest,,,0,0,2,0,0,0,0,tsetorpolkyc,,False,True
309,cyklopřilba,-cykl-,přilba,,,0,0,2,0,0,0,0,abliřpolkyc,,False,True
1132,cyklopřívěs,-cykl-,přívěs,,,0,0,2,0,0,0,0,sěvířpolkyc,,False,True
568,cyklorozcestník,-cykl-,rozcestník,,,0,0,2,0,0,0,0,kíntseczorolkyc,,False,True
6,cyklosezóna,-cykl-,sezóna,,,1,0,2,0,0,0,0,anózesolkyc,,False,True
375,cykloshow,-cykl-,show.šou,,,0,0,2,0,0,0,0,wohsolkyc,,False,True
21,cykloskelet,-cykl-,skelet,,,1,0,2,0,0,0,0,teleksolkyc,,False,True
1317,cyklostav,-cykl-,stav,,,0,0,2,0,0,0,0,vatsolkyc,,False,True
236,cykloterorismus,-cykl-,terorismus,,,0,0,2,0,1,0,0,sumsiroretolkyc,,False,True
439,cyklotrialistický,-cykl-,trialistický.trialismus,,,0,0,2,0,0,0,0,ýkcitsilairtolkyc,,False,True
1177,cykloubytovna,-cykl-,ubytovna,,,0,0,2,0,0,0,0,anvotybuolkyc,,False,True
1271,cykloúčastník,-cykl-,účastník,,,0,0,2,0,0,0,0,kíntsačúolkyc,,False,True
869,cyklovak,-cykl-,vak,,,1,0,2,0,0,0,0,kavolkyc,,False,True
1361,cyklovětšina,-cykl-,většina,,,0,0,2,0,0,0,0,aništěvolkyc,,False,True
1077,cytopenie,-cyt-,-pen-,,,1,0,2,0,0,0,0,einepotyc,,False,False
583,cytokineze,-cyt-,kineze,,,1,0,2,0,0,0,0,ezenikotyc,,False,False
684,Dactylopteriformes,-daktyl-,pteriformes,,,1,0,2,0,0,1,0,semrofiretpolytcaD,,False,False
358,Deinotherium,-dein.--din-,-ther-.-ter-,,,1,0,2,0,0,0,0,muirehtonieD,,False,False
1027,diacetyl,-di-,acetyl,,,1,1,2,0,0,0,0,lytecaid,,False,True
317,diaminotoluen,-di-,amintoluen,,,0,0,2,1,0,0,0,neulotonimaid,,False,True
129,diatomit,-di-,atom,,,1,0,2,0,1,0,0,timotaid,,False,True
299,dipól,-di-,pól,,,1,1,2,0,0,0,0,lópid,,False,True
223,diadoch,-dia-,-doch-,,,1,0,2,0,1,0,0,hcodaid,,False,False
184,diakordin,-dia-,kordin,,,1,0,2,0,1,0,0,nidrokaid,,False,False
1330,diashow,-dia-,show,,,1,0,2,0,0,0,0,wohsaid,,False,True
1353,e-business,-e-,business,,,0,0,2,0,0,0,0,ssenisub-e,,False,True
130,ektopie,-ek-,-top-,,,1,0,2,0,1,0,0,eipotke,,False,False
851,ekopodnikatel,-eko-,podnikatel,,,1,0,2,0,0,0,0,letakindopoke,,False,True
102,ekospecies,-eko-,species,,,1,0,2,0,0,0,0,seicepsoke,,False,False
598,ekotoxikologie,-eko-,toxikologie,,,1,0,2,0,0,0,0,eigolokixotoke,,False,False
1294,ektogenní,-ekt-,-gen-,,,1,0,2,0,0,0,0,ínnegotke,,False,False
1211,ektotermie,-ekt-,-term-,,,1,0,2,0,0,0,0,eimretotke,,False,False
1463,elektrofonický,-elektr-,-fon-,,,1,0,2,0,0,0,0,ýkcinofortkele,,False,False
584,elektrokapilární,-elektr-,kapilára.kapilární,,,1,0,2,0,0,0,0,ínrálipakortkele,,False,True
811,elektrosmog,-elektr-,smog,,,1,0,2,0,0,0,0,gomsortkele,,False,True
1460,elektospotřebič,-elektr-,spotřebič,,,0,0,2,0,0,0,0,čibeřtopsotkele,,False,True
75,elektrošrot,-elektr-,šrot,,,0,0,2,0,0,0,0,toršortkele,,False,True
935,enantiometrie,-enanti-,-metr-,,,1,0,2,0,0,0,0,eirtemoitnane,,False,False
354,endobronchiální,-endo-,bronchie.bronchiální,,,0,0,2,0,0,0,0,ínláihcnorbodne,,False,False
919,entoderm,-ent-,-derm-,,,1,0,2,0,0,0,0,mredotne,,False,False
1123,enteroskopie,-enter-,-skop-,,,1,0,2,0,0,0,0,eipoksoretne,,False,False
642,etnografie,-etno-,-graf-,,,1,0,2,0,0,0,0,eifargonte,,False,False
235,eurofobní,-euro-,fobie,,,0,0,2,0,1,0,0,ínboforue,,False,False
1329,eurokarta,-euro-,karta,,,1,0,2,0,0,0,0,atrakorue,,False,True
314,eurokraj,-euro-,kraj,,,0,0,2,0,0,0,0,jarkorue,,False,True
713,europrodukt,-euro-,produkt,,,0,0,2,0,0,0,0,tkudorporue,,False,True
467,euroskepse,-euro-,skepse.,,,0,0,2,0,0,0,0,espeksorue,,False,True
1210,eurozásuvka,-euro-,zásuvka,,,0,0,2,0,0,0,0,akvusázorue,,False,True
393,exodus,-ex-,-od-,,,1,0,2,0,1,0,0,sudoxe,,False,False
1265,exkarvinský,-ex-,karvinský,,,0,0,2,0,0,0,0,ýksnivrakxe,,False,True
830,exmistr,-ex-,mistr,,,0,0,2,0,0,0,0,rtsimxe,,False,True
46,exmonarcha,-ex-,monarcha,,,1,0,2,0,0,0,0,ahcranomxe,,False,True
1490,exsevillský,-ex-,sevillský,,,0,0,2,0,0,0,0,ýksllivesxe,,False,True
408,extřetiligový,-ex-,třetiligový,,,0,1,2,0,0,0,0,ývogiliteřtxe,,False,False
900,exoparazit,-exo-,parazit,,,1,0,2,0,0,0,0,tizarapoxe,,False,True
1351,felinoterapie,-felin-,terapie,,,1,0,2,0,0,0,0,eiparetonilef,,False,True
327,ferroslitina,-ferr-.-fer-,slitina,,,1,0,2,0,0,0,0,anitilsorref,,False,True
812,ferotapiolit,-ferr-.-fer-,tapiolit,,,1,0,2,1,0,0,0,tiloipatoref,,False,True
671,filantropie,-fil-,-antrop-,,,1,0,2,0,0,0,0,eiportnalif,,False,False
1416,florigen,-flori-,-gen-,,,1,0,2,0,0,0,0,negirolf,,False,False
1262,fonometrie,-fon-,-metr-,,,1,0,2,0,0,0,0,eirtemonof,,False,False
992,fotodeska,-fot-,deska,,,1,0,2,0,0,0,0,aksedotof,,False,True
1362,fotodynamický,-fot-,dynamický,,,0,0,2,0,0,0,0,ýkcimanydotof,,False,True
1316,fotoefekt,-fot-,efekt,,,1,0,2,0,0,0,0,tkefeotof,,False,True
132,fotokvíz,-fot-,kvíz,,,0,0,2,0,0,0,0,zívkotof,,False,True
1128,fotonávod,-fot-,návod,,,0,0,2,0,0,0,0,dovánotof,,False,True
1284,fotopapír,-fot-,papír,,,1,0,2,0,0,0,0,rípapotof,,False,True
30,fotopublikace,-fot-,publikace,,,0,0,2,0,0,0,0,ecakilbupotof,,False,True
1157,fotoreportáž,-fot-,reportáž,,,0,0,2,0,0,0,0,žátroperotof,,False,True
883,fototyp,-fot-,typ,,,1,0,2,0,0,0,0,pytotof,,False,True
1452,freeware,-free-,-ware-,,,0,0,2,0,1,1,0,eraweerf,,False,False
1152,gastronomie,-gastr-,-nomie-,,,1,0,2,0,0,0,0,eimonortsag,,False,False
863,gastroenteritida,-gastr-,enteritida,,,1,0,2,0,0,0,0,aditiretneortsag,,False,True
801,gastrovaskulární,-gastr-,vaskulární,,,1,0,2,0,0,0,0,ínráluksavortsag,,False,True
1292,geografie,-ge-,-graf-,,,1,0,2,0,0,0,0,eifargoeg,,False,False
772,geoautochor,-ge-,autochor,,,1,0,2,0,0,0,0,rohcotuaoeg,,False,False
692,geochemie,-ge-,chemie,,,1,0,2,0,0,0,0,eimehcoeg,,False,True
124,geopotenciál,-ge-,potenciál,,,1,0,2,0,0,0,0,láicnetopoeg,,False,True
606,geotechnika,-ge-,technika,,,1,0,2,0,0,0,0,akinhcetoeg,,False,True
554,gestaltpsychologie,-gestalt-,psychologie,,,0,0,2,0,0,1,0,eigolohcysptlatseg,,False,False
85,gnoseologie,-gnose-,-log-,,,1,0,2,0,0,0,0,eigoloesong,,False,False
22,gonokok,-gon-,kok,,,1,0,2,0,0,0,0,kokonog,,False,True
302,gramofon,-graf-,-fon-,,,1,0,2,0,0,0,0,nofomarg,,False,False
745,grafogram,-graf-,-gram-,,,1,0,2,0,0,0,0,margofarg,,False,False
84,hepatomegalie,-hepat-,megas.megalos,,,1,0,2,0,0,0,0,eilagemotapeh,,False,False
1310,holoenzym,-hol-,enzym,,,1,0,2,1,0,0,0,myzneoloh,,False,True
736,holokrystalický,-hol-,krystal.krystalický,,,1,0,2,0,0,0,0,ýkcilatsyrkoloh,,False,True
570,holotyp,-hol-,typ,,,1,0,2,0,0,0,0,pytoloh,,False,True
1076,hydromagnetický,-hydr-,magnetický,,,1,0,2,0,0,0,0,ýkcitengamordyh,,False,True
359,hydromorfní,-hydr-,morfé.morfos,,,1,0,2,0,0,0,0,ínfromordyh,,False,False
1385,hygrograf,-hygr-,-graf-,,,1,0,2,0,0,0,0,fargorgyh,,False,False
1322,hygrometr,-hygr-,metr,,,1,0,2,0,0,0,0,rtemorgyh,,False,False
337,hyperkomplexní,-hyper-,komplexní,,,1,0,2,0,0,0,0,ínxelpmokrepyh,,False,True
1174,hypertenze,-hyper-,tenze,,,0,0,2,0,0,0,0,eznetrepyh,,False,True
1305,hypokortikalismus,-hypo-,-kortik-,,,1,0,2,0,0,0,0,sumsilakitrokopyh,,False,False
413,hypoestrinní,-hypo-,estrinní,,,1,0,2,0,0,0,0,ínnirtseopyh,,False,False
462,cholelithiáza,-chole-,-lit-,,,1,0,2,0,0,0,0,azáihtilelohc,,False,False
906,chondroklast,-chondr-,-klast-,,,0,0,2,0,0,0,0,tsalkordnohc,,False,False
618,chordofon,-chord-,-fon-,,,1,0,2,0,0,0,0,nofodrohc,,False,False
951,idiotyp,-idio-,typ,,,1,0,2,0,0,0,0,pytoidi,,False,True
1481,infrapaprsek,-infra-,paprsek,,,0,0,2,0,0,0,0,kesrpaparfni,,False,True
1413,Intercontinental,-inter-,continental,,,1,0,2,0,1,1,0,latnenitnocretnI,,False,False
1459,interdentála,-inter-,dentála,,,1,0,2,0,0,0,0,alátnedretni,,False,True
379,interfix,-inter-,fix,,,1,0,2,0,0,0,0,xifretni,,False,True
558,interkondylický,-inter-,kondyla,,,1,0,2,0,0,0,0,ýkcilydnokretni,,False,False
344,interoperabilní,-inter-,operabilní,,,1,0,2,0,0,0,0,ínlibareporetni,,False,True
1013,interprizmatický,-inter-,prizma.prizmatický,,,1,0,2,0,0,0,0,ýkcitamzirpretni,,False,True
422,intramuskulární,-intra-,muskulární,,,1,0,2,0,0,0,0,ínráluksumartni,,False,True
615,izomorfie,-izo-.-iso-,morf,,,1,0,2,0,0,0,0,eifromozi,,False,False
443,izotyp,-izo-.-iso-,typ,,,1,0,2,0,0,0,0,pytozi,,False,True
546,karpologie,-karp-,-log-,,,1,0,2,0,0,0,0,eigoloprak,,False,False
1432,Kryocentrum,-kryo-,centrum,,,1,0,2,0,0,0,0,murtnecoyrK,,False,True
658,kryosféra,-kryo-,sféra,,,1,0,2,0,0,0,0,aréfsoyrk,,False,True
1102,kryptobolševik,-krypt-,bolševik,,,1,0,2,0,0,0,0,kivešlobotpyrk,,False,True
1204,kvadrofonie,-kvadr-,-fon-,,,1,0,2,0,0,0,0,einofordavk,,False,False
39,kvaziekologický,-kvazi-,ekologický,,,1,0,2,0,0,0,0,ýkcigolokeizavk,,False,True
608,kvazispolečenství,-kvazi-,společenství,,,0,0,2,0,0,0,0,ívtsnečelopsizavk,,False,True
1039,kvazizednářský,-kvazi-,zednářský,,,0,0,2,0,0,0,0,ýksřándezizavk,,False,True
1269,laliofobie,-lal-,-fob-,,,1,0,2,0,0,0,0,eibofoilal,,False,False
1275,laryngofaryngitida,-laryng-,faryngitida,,,1,0,2,0,0,0,0,aditignyrafognyral,,False,True
961,leukosafír,-leuk-,safír,,,1,0,2,0,0,0,0,rífasokuel,,False,True
193,makrocyt,-makr-,-cyt-,,,1,0,2,0,0,0,0,tycorkam,,False,False
964,makroglobální,-makr-,globální,,,1,0,2,0,0,0,0,ínlábolgorkam,,False,True
872,makrolid,-makr-,lid,,,1,0,2,0,0,0,0,dilorkam,,False,True
776,makroobjektiv,-makr-,objektiv,,,1,0,2,0,0,0,0,vitkejboorkam,,True,True
1415,mammologie,-mamm-,-log-,,,1,0,2,0,0,0,0,eigolommam,,False,False
1056,maxipes,-maxi-,pes,,,0,0,2,0,0,0,0,sepixam,,False,True
444,meditéka,-medi-,-téka-,,,0,0,2,0,0,0,0,akétidem,,False,False
926,megabit,-mega-,bit,,,1,0,2,0,0,0,0,tibagem,,False,True
990,megajachta,-mega-,jachta,,,1,0,2,0,0,0,0,athcajagem,,False,True
701,megamarket,-mega-,market,,,1,0,2,0,0,0,0,tekramagem,,False,True
241,megaprostor,-mega-,prostor,,,0,0,2,0,1,0,0,rotsorpagem,,False,True
447,megatrh,-mega-,trh,,,1,0,2,0,0,0,0,hrtagem,,False,True
1113,metalingva,-meta-,lingva,,,0,0,2,0,0,0,0,avgnilatem,,False,False
159,metrologie,-metro-,-log-,,,1,0,2,0,0,0,0,eigolortem,,False,False
724,midibus,-midi-,bus,,,0,0,2,0,0,0,0,subidim,,False,True
476,mikrofon,-mikro-,-fon-,,,1,0,2,0,0,0,0,noforkim,,False,False
1070,milimetr,-mili-,metr,,,1,0,2,0,0,0,0,rtemilim,,False,True
338,miniauto,-mini-,auto,,,0,0,2,0,0,0,0,otuainim,,False,True
705,minidebata,-mini-,debata,,,0,0,2,0,0,0,0,atabedinim,,False,True
651,minifigurka,-mini-,figurka,,,0,0,2,0,1,0,0,akrugifinim,,False,True
1243,miniflaštička,-mini-,flaštička,,,0,0,2,0,0,0,0,akčitšalfinim,,False,True
310,minihnutí,-mini-,hnutí,,,0,0,2,0,0,0,0,ítunhinim,,False,True
280,minihokej,-mini-,hokej,,,0,0,2,0,1,0,0,jekohinim,,False,True
502,minihospůdka,-mini-,hospůdka,,,0,0,2,0,0,0,0,akdůpsohinim,,False,True
1399,minikancelář,-mini-,kancelář,,,0,0,2,0,0,0,0,řálecnakinim,,False,True
234,minikobylka,-mini-,kobylka,,,0,0,2,0,1,0,0,aklybokinim,,False,True
430,minikód,-mini-,kód,,,0,0,2,0,0,0,0,dókinim,,False,True
688,minikonflikt,-mini-,konflikt,,,0,0,2,0,0,0,0,tkilfnokinim,,False,True
1179,minimistr,-mini-,mistr,,,1,0,2,0,0,0,0,rtsiminim,,False,True
860,miniportrét,-mini-,portrét,,,0,0,2,0,0,0,0,tértropinim,,True,True
313,minisafari,-mini-,safari,,,0,0,2,0,0,0,0,irafasinim,,False,True
1199,ministáteček,-mini-,státeček,,,0,0,2,0,0,0,0,kečetátsinim,,False,True
1106,miniškola,-mini-,škola,,,0,0,2,0,0,0,0,alokšinim,,False,True
504,minitlumič,-mini-,tlumič,,,0,0,2,0,0,0,0,čimultinim,,False,True
40,minitraktor,-mini-,traktor,,,0,0,2,0,0,0,0,rotkartinim,,False,True
1086,minitriatlon,-mini-,triatlon,,,0,0,2,0,0,0,0,noltairtinim,,False,True
1414,minivrt,-mini-,vrt,,,0,0,2,0,0,0,0,trvinim,,False,True
1006,minivýstava,-mini-,výstava,,,0,0,2,0,0,0,0,avatsývinim,,True,True
480,monoklinální,-mon-,-klin-,,,1,1,2,0,0,0,0,ínlánilkonom,,False,False
1071,monopol,-mon-,-poli-,,,1,0,2,0,0,0,0,loponom,,False,False
822,monodisplej,-mon-,displej,,,1,1,2,0,0,0,0,jelpsidonom,,False,True
192,monoklonální,-mon-,klon.klonální,,,1,0,2,0,0,0,0,ínlánolkonom,,False,False
150,monolyžař,-mon-,lyžař,,,1,1,2,0,0,0,0,řažylonom,,False,True
16,monokulár,-mon-,okulár,,,1,1,2,0,0,0,0,rálukonom,,False,True
1142,monoprogramový,-mon-,program.programový,,,1,0,2,0,0,0,0,ývomargorponom,,False,True
1030,monoterpen,-mon-,terpen,,,1,0,2,0,0,0,0,nepretonom,,False,True
1370,motocykl,-moto-,-cykl-,,,0,0,2,0,0,0,0,lkycotom,,False,False
903,multifokální,-multi-,fokus.fokální,,,1,0,2,0,0,0,0,ínlákofitlum,,False,True
1200,multilaterální,-multi-,laterála.laterální,,,0,0,2,0,0,0,0,ínláretalitlum,,False,True
178,multimilionář,-multi-,milionář,,,0,1,2,0,0,0,0,řánoilimitlum,,False,True
619,multimixér,-multi-,mixér,,,0,0,2,0,0,0,0,réximitlum,,False,True
195,multividový,-multi-,vid.vidový,,,1,0,2,0,0,0,0,ývodivitlum,,False,True
668,myocard,-my-,-kardi-,,,1,0,2,0,0,0,0,dracoym,,False,False
755,myofibrila,-my-,fibrila,,,1,0,2,0,0,0,0,alirbifoym,,False,True
1249,nanovlákenný,-nano-,vlákno.vlákenný,,,1,0,2,0,0,0,0,ýnnekálvonan,,False,True
86,neobaroko,-neo-,baroko,,,1,0,2,0,0,0,0,okoraboen,,False,True
251,neomahdista,-neo-,mahdista,,,1,0,2,0,1,0,0,atsidhamoen,,False,True
719,neopozitivizmus,-neo-,positivismus.pozitivizmus,,,0,0,2,0,0,0,0,sumzivitizopoen,,False,True
386,neoveristický,-neo-,veristický,,,1,0,2,0,0,0,0,ýkcitsirevoen,,False,True
123,neuropřenašeč,-neur-,přenašeč,,,1,0,2,0,0,0,0,češaneřporuen,,False,True
893,nitrocementace,-nitro-,cementace,,,1,0,2,0,0,0,0,ecatnemecortin,,False,True
1138,nitrofen,-nitro-,fen,,,1,0,2,1,0,0,0,nefortin,,False,True
533,nitrofurantoin,-nitro-,furantoin,,,0,0,2,1,0,0,0,niotnarufortin,,False,False
1120,nitroglykol,-nitro-,glykol,,,1,0,2,1,0,0,0,lokylgortin,,False,True
1497,nitrotoluen,-nitro-,toluen,,,1,0,2,1,0,0,0,neulotortin,,False,True
1349,ochlokracie,-ochlo-,-krat-,,,1,0,2,0,0,0,0,eicarkolhco,,False,False
151,ortostatický,-ort-.-orth-,statický,,,1,0,2,0,0,0,0,ýkcitatsotro,,False,True
1084,osteopatie,-oste-,-pat-,,,1,0,2,0,0,0,0,eitapoetso,,False,False
712,oxysporum,-oxy-,-spor-,,,1,0,2,0,0,0,0,muropsyxo,,False,False
401,oxytocin,-oxy-,X,,,0,0,2,0,1,0,0,nicotyxo,,False,True
497,paleosom,-pale-,-som-,,,0,0,2,0,0,0,0,mosoelap,,False,False
1044,palilogie,-pali-,-log-,,,1,0,2,0,0,0,0,eigolilap,,False,False
803,panotypie,-pan-,-typ-,,,1,0,2,0,0,0,0,eipytonap,,False,False
210,pansexualizmus,-pan-,sexualizmus,,,1,0,2,0,0,0,0,sumzilauxesnap,,False,False
708,pantomima,-pant-,-mim-,,,0,0,2,0,0,0,0,amimotnap,,False,False
1418,pedochemický,-ped-,chemický,,,1,0,2,0,0,0,0,ýkcimehcodep,,False,True
374,perigeum,-peri-,-geo-,,,1,0,2,0,0,0,0,muegirep,,False,False
518,peripetie,-peri-,-pet-,,,1,0,2,0,0,0,0,eitepirep,,False,False
626,perianální,-peri-,anální,,,1,0,2,0,0,0,0,ínlánairep,,False,True
1480,perisperm,-peri-,-sperm-,,,0,0,2,0,0,0,0,mrepsirep,,False,False
404,perityflitida,-peri-,tyflitida,,,1,0,2,0,0,0,0,aditilfytirep,,False,False
1451,petrografie,-petr-,-graf-,,,1,0,2,0,0,0,0,eifargortep,,False,False
45,petrogeneze,-petr-,geneze,,,1,0,2,0,0,0,0,ezenegortep,,False,True
1356,pidikoupelna,-pidi-,koupelna,,,0,0,2,0,0,0,0,anlepuokidip,,False,False
1037,piktograf,-pikto-,-graf-,,,1,0,2,0,0,0,0,fargotkip,,False,False
1390,pneumatolýza,-pne-,-ly-,,,1,0,2,0,0,0,0,azýlotamuenp,,False,False
414,polygynie,-poly-,-gyn-,,,1,0,2,0,0,0,0,einygylop,,False,False
865,polymyxa,-poly-,-myx-,,,1,0,2,0,0,0,0,axymylop,,False,False
763,polyaromatický,-poly-,aromatický,,,0,0,2,0,0,0,0,ýkcitamoraylop,,False,True
82,polycistronický,-poly-,cistronický,,,1,0,2,0,0,0,0,ýkcinortsicylop,,False,False
1002,polyester,-poly-,ester,,,0,0,2,1,0,0,0,retseylop,,False,True
1153,polygenetický,-poly-,genetický,,,1,0,2,0,0,0,0,ýkcitenegylop,,False,True
1008,polykarbamát,-poly-,karbamát,,,1,0,2,0,0,0,0,támabrakylop,,False,True
691,polyreakce,-poly-,reakce,,,1,0,2,0,0,0,0,eckaerylop,,False,True
756,polysylogizmus,-poly-,sylogismus.sylogizmus,,,1,0,2,0,0,0,0,sumzigolysylop,,False,True
458,polytetrafluorethylen,-poly-,tetrafluorethylen,,,1,0,2,1,0,0,0,nelyhteroulfartetylop,,False,False
653,pomologie,-pom-,-log-,,,1,0,2,0,0,0,0,eigolomop,,False,False
1256,postsaddámovský,-post-,Saddám.Sadám.saddámovský.sadámovský,,,0,0,2,0,0,0,0,ýksvomáddastsop,,False,False
1218,postváchalovský,-post-,Váchal.váchalovský,,,0,0,2,0,0,0,0,ýksvolahcávtsop,,False,True
1223,profifotbalista,-profi-,fotbalista,,,1,0,2,0,0,0,0,atsilabtofiforp,,False,True
1024,profitenis,-profi-,tenis,,,1,0,2,0,0,0,0,sinetiforp,,False,True
189,protohvězda,-proto-,hvězda,,,1,0,2,0,0,0,0,adzěvhotorp,,False,True
942,protonotář,-proto-,notář,,,1,0,2,0,0,0,0,řátonotorp,,False,True
395,psychotropní,-psych-,-trop-,,,1,0,2,0,0,0,0,ínportohcysp,,False,False
1227,psychoanalitický,-psych-,analytický,,,1,0,2,0,0,0,psychoanalýza,ýkcitilanaohcysp,,False,True
1115,psychothriller,-psych-,thriller,,,1,0,2,0,0,0,0,rellirhtohcysp,,True,True
735,pyrovůz,-pyr-,vůz,,,1,0,2,0,0,0,0,zůvoryp,,False,True
911,retroohlédnutí,-retro-,ohlédnutí,,,0,0,2,0,0,0,0,ítundélhoorter,,False,True
1195,Rhynchocephalia,-rhynch-,-cephalo-.-kephalo-,,,1,0,2,0,1,0,0,ailahpecohcnyhR,,False,False
1202,scintigrafie,-scinti-,-graf-,,,1,0,2,0,0,0,0,eifargitnics,,False,False
1247,semiaktivní,-semi-,aktivní,,,1,0,2,0,0,0,0,ínvitkaimes,,False,True
1052,sémiologie,-sémi-,-log-,,,1,0,2,0,0,0,0,eigoloimés,,False,False
372,semitologie,-semit-,-log-,,,1,0,2,0,0,0,0,eigolotimes,,False,False
1022,silikotuberkulóza,-siliko-,tuberkulóza,,,1,0,2,0,0,0,0,azólukrebutokilis,,False,True
1110,sinovietnamský,-sino-,Vietnam.vietnamský,,,0,0,2,0,0,0,0,ýksmanteivonis,,False,True
564,sosiekologie,-sosi-,ekologie,,,1,0,2,0,0,0,0,eigolokeisos,,False,False
1291,stereobrýle,-stereo-,brýle,,,0,0,2,0,0,0,0,elýrboerets,,False,True
1267,Streptococcaceae,-strept-,coccaceae,,,0,0,2,0,0,1,0,eaecaccocotpertS,,False,False
845,subvirový,-sub-,virus.vir.virový,,,1,0,2,0,0,0,0,ývorivbus,,False,True
530,sympatomimetikum,-sympat-,mimetikum,,,1,0,2,0,0,0,0,mukitemimotapmys,,False,False
1286,tachypnoe,-tachy-,-pne-,,,1,0,2,0,0,0,0,eonpyhcat,,False,False
1287,technodiktatura,-techno-,diktatura,,,1,0,2,0,0,0,0,arutatkidonhcet,,False,True
782,tektogramatický,-tekt-,-gram-,,,1,0,2,0,0,0,tektogramatika,ýkcitamargotket,,False,False
1091,telemetrie,-tel-,-metr-,,,1,0,2,0,0,0,0,eirtemelet,,False,False
445,telepatie,-tel-,-pat-,,,1,0,2,0,0,0,0,eitapelet,,False,False
623,telekineze,-tel-,kineze,,,1,0,2,0,0,0,0,ezenikelet,,False,False
646,telekonto,-tel-,konto,,,1,0,2,0,0,0,0,otnokelet,,False,True
1126,telemagnát,-tel-,magnát,,,1,0,2,0,0,0,0,tángamelet,,False,True
1313,televarieté,-tel-,varieté,,,1,0,2,0,0,0,0,éteiravelet,,False,True
674,theodolit,-teo-.-theo-,dolon,,,1,0,2,0,1,0,0,tilodoeht,,False,False
892,termostabilní,-termo-,stabilní,,,1,0,2,0,0,0,0,ínlibatsomret,,False,True
428,termoventilátor,-therm-.-term,ventilátor,,,1,0,2,0,0,0,0,rotálitnevomret,,False,True
1166,thiosiřičitan,-thi-,siřičitan,,,1,0,2,1,0,0,0,natičiřisoiht,,False,True
1436,transavantgarda,-trans-,avantgarda,,,1,0,2,0,0,0,0,adragtnavasnart,,False,True
525,transdisciplinární,-trans-,disciplína.disciplinární,,,1,0,2,0,0,0,0,ínránilpicsidsnart,,False,True
118,tremolit,-trem-,-lit-,,,1,0,2,0,0,0,0,tilomert,,False,False
1272,trikarboxylový,-tri-,karboxylový,,,1,1,2,0,0,0,0,ývolyxobrakirt,,False,True
391,tribologie,-tribo-,-log-,,,1,0,2,0,0,0,0,eigolobirt,,False,False
1185,trochanterion,-troch-,-anter-,,,1,0,2,0,0,0,0,noiretnahcort,,False,False
