depth	word	etymology
2	přepážka	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' lit.', ' něm.', ' lat.', ' ř.', ' ie.']
3	přezdívat	['stč.']
3	přezůvka	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' lit.', ' něm.', ' lat.', ' ř.', ' ie.']
2	příbor	['r.']
3	příbytek	['stč.']
3	příčetný	['stč.', ' stp.', ' stsl.', ' všesl.', ' psl.', ' lit.', ' sti.', ' ie.']
2	příjemný	['r.', ' něm.']
4	příležitost	['stč.', ' něm.']
2	přípona	['všesl.', ' psl.', ' lit.', ' stlat.', ' ie.', ' lat.', ' ř.', ' sthn.']
2	přísaha	['p.', ' r.', ' sln.', ' stsl.', ' psl.']
2	příslovce	['lat.']
2	přísudek	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' ie.', ' lit.', ' sti.']
2	příštipek	['všesl.', ' p.', ' r.', ' psl.', ' lit.', ' stisl.', ' angl.', ' lat.', ' ie.']
4	přívlastek	['stč.']
2	psota	['všesl.', ' p.', ' stsl.', ' psl.', ' slov.', ' ie.', ' lit.', ' něm.', ' lat.', ' ř.', ' č.', ' rum.', ' šp.']
2	psychóza	['něm.', ' angl.', ' ř.']
2	puch	['p.']
2	puk	['angl.', ' r.', ' angl.', ' všesl.', ' p.', ' psl.']
2	půtka	['všesl.', ' p.', ' r.', ' csl.', ' psl.', ' lot.', ' sthn.', ' ř.', ' ie.']
2	racionální	['lat.']
2	radiace	['evr.', ' lat.']
2	radost	['všesl.', ' p.', ' r.', ' ch.', ' stsl.', ' stč.', ' psl.', ' ie.', ' lit.', ' stangl.']
2	rajče	['něm.', ' slk.', ' pozdnělat.', ' ř.']
2	reaktor	['am.-angl.', ' angl.']
2	reduplikace	['pozdnělat.', ' lat.']
2	reflektor	['něm.', ' lat.']
2	regenerace	['lat.']
2	rehabilitace	['střlat.', ' střlat.']
2	rejdovat	['střhn.', ' sthn.']
2	rejžák	['střhn.', ' střlat.', ' lat.', ' ř.', ' sti.']
2	rekapitulovat	['pozdnělat.', ' lat.']
2	rekonstrukce	['lat.']
2	rekreace	['lat.']
2	reorganizace	['lat.']
2	reparát	['lat.']
2	reprezentovat	['něm.', ' fr.', ' lat.']
2	reprodukovat	['evr.', ' střlat.', ' lat.']
2	revidovat	['lat.']
2	rezervoár	['fr.']
2	rezignovat	['evr.', ' střlat.', ' lat.']
2	robot	['r.', ' r.']
2	roubík	['všesl.', ' p.', ' r.', ' psl.', ' lit.', ' něm.', ' ie.']
2	rovněž	['č.']
2	rozčísnout	['všesl.', ' p.', ' r.', ' csl.', ' stsl.', ' psl.', ' ie.', ' lit.', ' sti.', ' něm.', ' ř.', ' chet.']
2	rozedma	['všesl.', ' p.', ' r.', ' csl.', ' stsl.', ' psl.', ' ie.', ' lit.', ' sti.']
3	rozhlas	['něm.', ' am.-angl.', ' lat.', 'všesl.', ' p.', ' r.', ' csl.', ' stsl.', ' psl.', ' ie.', ' lit.', ' sti.', ' angl.']
3	rozhřešení	['pč.', ' r.', ' stč.', ' lat.', ' č.']
2	rozinka	['něm.', ' fr.', ' lat.']
3	rozjívený	['všesl.', ' p.', ' r.', ' csl.', ' stsl.', ' psl.', ' ie.', ' lit.', ' sti.', ' ch.', 'p.', ' něm.', ' lat.', ' ř.']
2	rozkol	['všesl.', ' p.', ' r.', ' csl.', ' stsl.', ' psl.', ' ie.', ' lit.', ' sti.', ' lat.', ' ř.', ' alb.']
2	rozličný	['p.', ' r.', ' stsl.', ' psl.']
2	rozmar	['č.', ' stč.']
2	rozmělnit	['všesl.', ' p.', ' r.', ' csl.', ' stsl.', ' psl.', ' ie.', ' lit.', ' sti.', 'p.', ' sln.', ' sthn.']
3	rozpustilý	['stč.']
2	rozrazil	['všesl.', ' p.', ' r.', ' csl.', ' stsl.', ' psl.', ' ie.', ' lit.', ' sti.']
2	roztržitý	['stč.']
2	rozum	['všesl.', ' p.', ' r.', ' stsl.', ' psl.']
2	rus	['p.', ' něm.']
3	řádit	['stč.']
2	řičet	['p.', ' r.', ' stsl.', ' psl.']
2	sadismus	['fr.']
2	sanatorium	['něm.', ' střlat.', ' lat.']
2	savec	['stč.', ' r.', ' všesl.', ' p.', ' stsl.', ' psl.', ' ie.', ' něm.', ' sthn.', ' sti.', ' lat.']
3	sbor	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' gót.', ' angl.', ' lat.', ' ř.', ' arm.', ' av.', ' sti.', ' ie.', ' slov.']
2	seč	['stir.', ' ř.', ' sti.', ' ie.', ' fr.', ' šp.', 'stč.']
3	sedlo	['všesl.', ' psl.', ' lat.', ' gót.', ' něm.', ' angl.', ' slov.', ' ie.']
2	sekularizace	['střlat.', ' lat.']
2	sekundant	['něm.', ' lat.']
2	selka	['stč.']
2	sestra	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' stpr.', ' lit.', ' gót.', ' něm.', ' angl.', ' stir.', ' lat.', ' ř.', ' arm.', ' sti.', ' toch.', ' ie.', ' slov.', ' germ.']
2	schod	['stč.']
3	schválně	['stč.']
2	signatář	['fr.', ' lat.']
2	signatura	['pozdnělat.']
2	silnice	['stč.']
2	sklíčit	['č.', ' stč.']
3	skotačit	['luž.', ' r.', ' stsl.', ' psl.', ' germ.', ' gót.', ' stisl.', ' stfríz.', ' něm.', ' slov.', ' ie.']
2	skrýš	['stč.', ' r.']
2	slanina	['všesl.', ' psl.']
3	slátanina	['p.', ' r.', ' psl.', ' lit.']
2	slet	['všesl.', ' p.', ' r.', ' ch.', ' stsl.', ' psl.', ' lit.', ' lot.', ' střhn.', ' ř.', ' ie.']
2	sleva	['č.', ' psl.', ' lit.', ' lot.', ' gót.', ' stangl.', ' ie.', ' lat.']
2	sličný	['p.', ' psl.', ' r.']
3	slípka	['č.']
2	sloh	['r.']
2	sloveso	['lat.']
2	slupka	['všesl.', ' p.', ' r.', ' psl.', ' lit.', ' ie.', ' něm.', ' angl.', ' lat.', ' alb.']
2	smetí	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' balt.', ' lit.', ' lot.', ' ie.']
2	smír	['všesl.', ' stp.', ' r.', ' stsl.', ' psl.', ' ie.', ' alb.', ' stlit.', ' lot.', ' slov.']
2	smyčec	['p.', ' sln.', ' psl.', ' lit.', ' ie.']
2	smýkat	['p.', ' sln.', ' psl.', ' lit.', ' ie.']
3	sňatek	['stč.', ' psl.']
3	sněm	['stč.', ' p.']
2	snídat	['č.', ' p.', ' psl.']
3	snůška	['stč.']
2	souhláska	['lat.']
2	spála	['stč.']
2	spanilý	['stč.', ' p.']
2	spárkatý	['č.', ' hl.', ' dl.']
3	spartánský	['ř.']
3	spása	['stč.', ' r.', ' csl.', ' ř.']
2	speciální	['něm.', ' fr.', ' pozdnělat.', ' lat.']
3	splav	['r.', ' sln.', ' stsl.', ' psl.', 'dl.', ' r.', ' lit.', ' angl.', ' lat.', ' ř.', ' sti.', ' ie.']
2	spleť	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' ie.', ' sthn.', ' lat.', ' ř.']
3	spousta	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' ch.', ' č.']
2	spraš	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' ie.', ' lot.']
3	sprcha	['p.', ' sln.', ' psl.', ' lit.', ' stisl.', ' sti.', ' toch.', ' chet.', ' ie.']
2	spřežení	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' lit.', ' lot.', ' ř.', ' ie.']
2	srocení	['stč.', ' střhn.', ' stfr.', ' střlat.', ' lat.']
2	srub	['všesl.', ' p.', ' r.', ' psl.', ' lit.', ' něm.', ' ie.']
2	starosta	['stč.']
2	statický	['ř.']
3	statista	['něm.', ' lat.', ' něm.', ' nlat.', ' angl.', ' střlat.', ' r.']
2	stínat	['stč.', ' p.', ' psl.', ' lit.', ' stir.', ' ř.', ' ie.']
2	stoka	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' lit.', ' gót.', ' něm.', ' stir.', ' alb.', ' stč.', ' angl.', ' sti.', ' ie.']
2	strava	['stč.', ' p.', ' r.', ' stsl.', ' psl.']
2	strnulý	['p.', ' r.', ' psl.', ' ie.']
3	strž	['všesl.', ' p.', ' csl.', ' psl.', ' lat.', ' ř.', ' arm.', ' toch.', ' ie.']
3	střapatý	['p.', ' r.', ' psl.']
2	stvůra	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' lit.', ' lot.', ' ř.', ' ie.', ' slov.']
2	subordinace	['střlat.', ' lat.']
2	sukně	['všesl.', ' p.', ' sln.', ' psl.']
2	surrealismus	['fr.', ' lat.']
2	suverénní	['fr.', ' něm.', ' vlat.', ' lat.']
2	sužovat	['stč.']
4	svah	['všesl.', ' sthn.', ' střhn.', ' něm.', ' ie.']
3	svár	['hl.', ' p.', ' r.', ' stsl.', ' psl.', ' gót.', ' angl.', ' stisl.', ' stangl.', ' osk.', ' sti.', ' ie.', ' slov.']
2	svatba	['všesl.', ' r.', ' psl.', ' stč.', ' ie.', ' lit.', ' ř.', ' av.', ' p.']
2	svědomí	['lat.']
2	svěrák	['p.', ' sln.', ' stsl.', ' psl.', ' slk.', ' p.', ' lit.', ' lat.', ' sti.', ' gót.', ' něm.', ' ie.']
2	světec	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' lit.', ' stpr.', ' av.', ' ie.', ' lot.', ' sti.', ' lat.']
3	svitek	['všesl.', ' p.', ' r.', ' psl.', ' lit.', ' lat.', ' sti.', ' ie.']
3	svítek	['všesl.', ' p.', ' r.', ' psl.', ' lit.', ' lat.', ' sti.', ' ie.']
2	svlačec	['psl.']
2	svůdný	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' lit.', ' lot.', ' stir.', ' av.', ' ie.']
2	šampaňské	['fr.', ' fr.', ' lat.', ' něm.']
2	šišák	['p.', ' r.', ' slov.', ' maď.']
2	škrábat	['hl.', ' p.', ' sln.', ' psl.', ' r.', ' lot.', ' střhn.', ' angl.', ' wal.', ' ie.']
3	šlupka	['všesl.', ' p.', ' r.', ' psl.', ' lit.', ' ie.', ' něm.', ' angl.', ' lat.', ' alb.', 'něm.']
2	špeditér	['něm.', ' it.', ' lat.']
2	špikovat	['něm.']
2	šplíchat	['č.', ' p.', ' r.', ' ch.', ' stsl.', ' psl.', ' hl.']
2	štipec	['všesl.', ' p.', ' r.', ' psl.', ' lit.', ' stisl.', ' angl.', ' lat.', ' ie.']
2	šumný	['p.']
2	táhnout	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' lit.', ' stisl.', ' něm.', ' lat.', ' av.', ' ie.']
2	tamburína	['něm.', ' fr.']
2	tečna	['dán.', ' lat.']
3	tekutina	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' lit.', ' gót.', ' něm.', ' stir.', ' alb.', ' stč.', ' angl.', ' sti.', ' ie.']
2	terciární	['lat.']
2	teze	['něm.', ' lat.', ' ř.']
2	tísnit	['všesl.', ' p.', ' r.', ' ch.', ' s.', ' stsl.', ' psl.', ' ie.', 'stč.']
3	tíže	['slk.', ' sln.', ' stsl.', ' psl.']
2	tkanička	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' lot.', ' sthn.', ' wal.', ' ř.', ' ie.', ' stč.']
2	točit	['všesl.', ' p.', ' r.', ' stsl.', ' psl.']
2	transcendentní	['střlat.', ' lat.']
2	trenažér	['r.', ' fr.']
2	trubec	['stč.', ' p.', ' r.', ' psl.', ' lit.', ' lot.', ' něm.', ' ř.', ' ie.', ' č.']
3	třaskavý	['všesl.', ' p.', ' r.', ' s.', ' csl.', ' psl.', ' lit.', ' gót.', ' něm.', ' angl.', ' ie.', ' slk.', ' sln.', ' román.', ' germ.', ' vlat.', ' niz.', ' lat.', ' ř.']
2	třenový	['stč.', ' slk.', ' p.', ' ukr.', ' psl.']
2	třes	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' ie.', ' lit.', ' gót.', ' lat.', ' alb.', ' ř.', ' toch.']
4	třesk	['všesl.', ' slk.', ' p.', ' r.', ' sln.', ' csl.', ' psl.', ' román.', ' germ.', ' vlat.', ' něm.', ' niz.', ' angl.', ' lat.', ' ř.']
2	účinek	['psl.', 'všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' stč.', ' sti.', ' ř.', ' ie.']
2	úhona	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' lit.', ' stisl.', ' stir.', ' lat.', ' ř.', ' sti.', ' chet.', ' ie.']
2	ukoptěný	['č.', ' p.', ' r.', ' psl.', ' lit.', ' lat.', ' ř.', ' ie.']
3	úmor	['všesl.', ' p.', ' r.', ' psl.']
2	upírat	['všesl.', ' p.', ' r.', ' ch.', ' stsl.', ' psl.', ' ie.', ' lat.']
2	úplavice	['č.']
2	upřímný	['stč.']
3	úřad	['stč.', ' p.', ' psl.']
2	uřícený	['stč.']
2	úsek	['stč.', ' p.', ' r.', ' ch.', ' s.', ' stsl.', ' psl.', ' lit.', ' sthn.', ' lat.', ' střir.', ' ie.']
2	usínat	['psl.']
2	úspěch	['r.', ' ch.', ' s.', ' stsl.', ' č.', ' r.', ' jsl.', ' psl.']
3	ústav	['všesl.', ' p.', ' r.', ' psl.', ' lit.', ' angl.', ' něm.', ' ie.']
3	ustavičný	['stč.']
3	uštěpačný	['všesl.', ' p.', ' r.', ' psl.', ' lit.', ' stisl.', ' angl.', ' lat.', ' ie.']
3	útek	['všesl.', ' p.', ' r.', ' csl.', ' psl.']
4	utíkat	['stč.', ' p.']
2	utkání	['č.']
2	útočiště	['stč.', ' stč.', ' č.']
2	utuchnout	['stč.', ' p.', ' r.', ' csl.', ' psl.', ' lot.']
3	úvaha	['všesl.', ' sthn.', ' střhn.', ' něm.', ' ie.']
2	úval	['psl.', 'všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' stangl.', ' něm.', ' ie.', ' lit.', ' sthn.', ' stir.', ' lat.', ' ř.', ' arm.', ' sti.']
2	úvěr	['psl.']
2	válec	['něm.']
2	válenda	['stč.', ' všesl.', ' p.', ' r.', ' stsl.', ' psl.', 'r.', ' střř.', ' lat.']
3	válenky	['r.']
2	várka	['všesl.', ' p.st.', ' r.', ' stsl.', ' psl.', ' gót.', ' něm.', ' angl.', ' arm.', ' chet.', ' ie.']
2	věstník	['r.']
2	veterinář	['něm.', ' fr.', ' lat.']
3	vetřelec	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' lit.', ' lot.', ' něm.', ' angl.', ' lat.', ' alb.', ' ř.', ' ie.']
2	vévoda	['p.', ' r.', ' stsl.', ' psl.']
2	vezdejší	['stč.']
3	vhodný	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' lot.', ' střdn.', ' něm.', ' angl.', ' sti.', ' ie.']
2	vidovat	['lat.']
2	virtuální	['evr.', ' střlat.', ' lat.', ' lit.', ' sthn.', ' stangl.', ' stir.', ' sti.', ' ie.']
2	viržinko	['severoam.', ' r.']
2	vířit	['všesl.', ' p.', ' psl.', ' lit.', ' lot.', ' evr.', ' fr.', ' angl.', ' lat.']
2	viskózní	['evr.', ' pozdnělat.']
2	vizuální	['něm.', ' fr.', ' pozdnělat.', ' lat.']
3	vjem	['stč.', ' všesl.', ' p.', ' str.', ' stsl.', ' psl.', ' lit.', ' lat.', ' ie.']
2	vlažný	['hl.', ' stsl.', ' psl.', ' lit.', ' lot.', ' stangl.', ' sthn.', ' něm.', ' ie.', ' stir.', ' č.']
2	vlhký	['p.', ' psl.', ' lit.']
2	vliv	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' lit.', ' sthn.', ' wal.', ' lat.', ' sti.', ' ie.']
2	vloha	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' gót.', ' sthn.', ' angl.', ' stir.', ' lat.', ' ř.', ' toch.', ' chet.', ' ie.']
2	vnada	['č.']
2	vnímat	['stč.', ' všesl.', ' p.', ' str.', ' stsl.', ' psl.', ' lit.', ' lat.', ' ie.']
2	vnitřek	['stč.', ' p.', ' r.', ' stsl.', ' psl.', ' ie.', ' lat.', ' alb.', ' sti.', ' sthn.', ' něm.', ' angl.']
2	volný	['všesl.', ' p.', ' stsl.', ' psl.']
2	vozataj	['psl.']
2	vráska	['stč.', ' csl.', ' psl.', ' stč.', ' hl.', ' sln.', ' ie.', ' lit.', ' angl.', ' ř.']
3	vrub	['všesl.', ' p.', ' r.', ' psl.', ' lit.', ' něm.', ' ie.']
2	všivák	['všesl.', ' p.', ' r.', ' ch.', ' s.', ' csl.', ' psl.', ' lit.', ' lot.', ' ie.', ' slov.', ' stisl.', ' angl.', ' něm.', ' wal.', ' korn.', ' sti.']
2	vůz	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' něm.', ' stir.', ' ř.', ' sti.', ' ie.']
2	výbava	['všesl.', ' p.', ' psl.']
3	výborný	['stč.', ' č.', ' p.', ' stč.']
3	výměnek	['č.', ' slk.']
2	vyrábět	['p.', ' r.', ' jsl.', ' psl.', ' gót.', ' angl.', ' něm.', ' sti.', ' ie.']
2	výsada	['stč.']
3	výsledek	['stč.', ' všesl.', ' p.', ' r.', ' ch.', ' stsl.', ' psl.', ' lot.', ' lit.', ' stangl.', ' něm.', ' sti.', ' ie.', ' stč.']
3	výtečný	['stč.']
3	výtka	['všesl.', ' p.', ' r.', ' csl.', ' psl.', ' lot.', ' sthn.', ' ř.', ' ie.']
3	vyvěrat	['p.', ' r.', ' jsl.', ' psl.', ' gót.', ' angl.', ' něm.', ' sti.', ' ie.', ' stsl.', ' lit.', ' lot.', ' bsl.']
4	vyvrhel	['stč.']
2	vyzáblý	['č.']
2	vzezření	['stč.']
3	vznešený	['stč.']
2	vzpor	['stč.', ' všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' lit.', ' lot.', ' av.', ' ie.', ' č.', 'všesl.', ' ch.', ' lat.']
2	vzpoura	['stč.', ' ie.', ' stč.']
2	zábava	['p.', ' r.', ' stsl.', ' psl.']
3	zabedněný	['stč.']
3	zábradlí	['stč.', ' č.', ' psl.']
2	záděra	['p.', ' ch.', ' s.', ' psl.']
2	záhon	['stč.', ' p.']
2	zahrada	['č.']
2	záchod	['všesl.', ' stč.', ' č.', ' slk.']
2	zakrslý	['sln.', ' psl.', ' lit.', ' stisl.', ' sti.', ' ie.']
2	zálety	['stč.', ' stsl.', ' psl.', ' lat.']
4	záležet	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' gót.', ' sthn.', ' angl.', ' stir.', ' lat.', ' ř.', ' toch.', ' chet.', ' ie.']
3	zámek	['něm.', ' něm.']
2	záměr	['č.', ' slk.', ' p.']
2	záplata	['stč.', ' r.', ' sln.', ' csl.', ' psl.']
2	zápor	['všesl.', ' p.', ' r.', ' ch.', ' stsl.', ' psl.', ' ie.', ' lat.']
2	zásada	['stč.']
3	zasmušilý	['stč.']
2	zástěra	['p.', ' r.', ' ch.', ' s.', ' stsl.', ' psl.', ' stir.', ' lat.', ' alb.', ' ř.', ' sti.', ' ie.']
2	záškrt	['č.', ' sln.', ' mak.']
3	záštita	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' stir.', ' stbret.', ' ie.', ' stpr.', ' lat.', ' něm.']
2	zatracený	['stč.']
2	zavazadlo	['č.', ' mor.']
2	závěj	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' lit.', ' gót.', ' něm.', ' sti.', ' ie.']
2	zavilý	['stč.']
2	závist	['všesl.', ' p.', ' r.', ' csl.', ' psl.', ' lit.', ' lat.']
2	závit	['všesl.', ' p.', ' r.', ' psl.', ' lit.', ' lat.', ' sti.', ' ie.']
2	závod	['r.']
2	závoj	['všesl.', ' p.', ' r.', ' psl.', ' lit.', ' lat.', ' sti.', ' ie.']
2	závrať	['stč.']
2	zbojník	['slk.']
3	zbrklý	['stč.', ' p.', ' csl.', ' ř.', ' ie.']
2	zbytek	['stč.']
2	zdar	['č.', ' slk.', ' p.', ' psl.', ' lit.']
2	zdvořilý	['č.']
2	zemák	['něm.', ' fr.']
2	zesnulý	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' lit.', ' lot.', ' stangl.', ' stir.', ' lat.', ' ř.', ' toch.', ' sti.', ' ie.']
2	zhrzený	['stč.']
2	zkroušený	['psl.', ' psl.', ' sln.', ' lit.', ' ř.', ' ie.']
2	zmatek	['slk.', ' stsl.', ' psl.', ' lit.', ' sti.', ' ie.']
2	změť	['č.']
2	zmetek	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' balt.', ' lit.', ' lot.', ' ie.']
2	znělec	['ř.', 'lat.', ' ř.', 'stč.', ' dl.', ' r.', ' csl.', ' psl.', ' lit.', ' arm.', ' ie.', ' lat.', ' sti.']
2	zornice	['všesl.', ' p.st.', ' r.', ' stsl.', ' psl.', ' lit.']
4	zpropadený	['stč.', ' slov.', ' všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' sthn.', ' sti.', ' ie.', ' lit.', ' něm.']
2	zpupný	['stč.', ' č.', ' psl.', ' ie.']
3	zrada	['č.', ' p.', ' stč.']
3	zrůda	['stč.', ' všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' lit.', ' lot.', ' gót.', ' stir.', ' lat.', ' sti.', ' ie.', 'všesl.', ' alb.', ' ř.', ' slov.']
2	zteč	['stč.']
2	zteřelý	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' lit.', ' lot.', ' něm.', ' angl.', ' lat.', ' alb.', ' ř.', ' ie.']
3	zvědavý	['stč.']
2	zvyk	['p.', ' stsl.', ' psl.', ' ie.', 'stč.', ' všesl.', ' p.', ' r.', ' č.', ' str.']
2	žáha	['stč.', ' p.', ' str.', ' psl.', ' předsl.', ' č.']
2	žebřík	['stč.', ' psl.', ' č.']
2	ženich	['r.', ' stsl.', ' psl.']
2	žihadlo	['stč.', ' p.', ' r.', ' sln.', ' stsl.', ' psl.', ' lit.']
2	živec	['všesl.', ' p.', ' r.', ' stsl.', ' psl.', ' lit.', ' lot.', ' gót.', ' stir.', ' wal.', ' lat.', ' sti.', ' ř.', ' ie.']
2	žonglér	['něm.', ' fr.', ' stfr.', ' lat.']
