lemma	parents
celoškolní	celý škola
celostat	-coel- -stat-
cenotvorba	cena tvorba
černobřichý	černý břicho
černobrvý	černý brva
černobýl	černý býlí
černočervenopestrý	černý červený pestrý
černočervenozlatý	černý červený zlatý
černočervený	černý červený
černohlavý	černý hlava
černohnědozelený	černý hnědý zelený
černohnědožlutý	černo hnědý žlutý
černohřbetý	černý hřbet
černohumorný	černý humor
černokabátník	černý kabát
černokadeřavý	černý kadeř
černokřídlý	černý křídlo
černokrký	černý krk
černolící	černý líce
černomodrý	černý modrý
černonohý	černý noha
černoočka	černý oko
černooký	černý oko
černooranžový	černý oranžový
černopáska	černý páska
černopluchý	černý plucha
černoprachý	černý prach
černoprdelnice	černoprdelník
černopruhý	černý pruh
černorezatý	černý rezatý
černorudý	černý rudý
černorůžový	černý růžový
černošedivý	černý šedivý
černošedobílý	černý šedý bílý
černošedý	černý šedý
černostříbřitý	černý stříbřitý
černotisk	černý tisk
černovlasý	černý vlas
černovýtrusý	černý výtrus
černozelenožlutý	černý zelený žlutý
černozelený	černý zelený
černozlatý	černý zlatý
černožlutý	černý žlutý
černozrzavý	černý zrzavý
čertkus	čert kus
červenobřichý	červený břicho
červenočernobílý	červený černý bílý
červenocitlivý	červený citlivý
červenoduhový	červený duhový
červenohlavý	červený hlava
červenohřbetý	červený hřbet
červenohrdlý	červený hrdlo
červenohřívý	červený hříva
červenoklasý	červený klas
červenokřivolaký	červený křivolaký
červenokřižák	červený kříž
červenokropenatý	červený kropenatý
červenomodrošedý	červený modrý šedý
červenomodrožlutý	červený modrý žlutý
červenonohý	červený noha
červenoocasý	červený ocas
červenooký	červený oko
červenooranžový	červený oranžový
červenopálený	červený pálený
červenoplodý	červený plod
červenoploutvý	červený ploutev
červenopomerančový	červený pomerančový
červenopoříčský	červený Poříčí
červenoprsý	červený prs
červenorezavý	červený rezavý
červenorudozelený	červený rudý zelený
červenorudý	červený rudý
červenoruký	červený ruka
červenorůžový	červený růžový
červenorybízový	červený rybízový
červenošedý	červený šedý
červenoštítý	červený štít
červenovláska	červený vlas
červenovlasý	červený vlas
červenozelenobílý	červený zelený bílý
červenozelenočerný	červený zelený černý
červenozelenomodrý	červený zelený modrý
červenozelený	červený zelený
červenozlatý	červený zlatý
červenožlutavý	červený žlutavý
červenožlutofialový	červený žlutý fialový
červenožlutý	červený žlutý
červenozobý	červený zobák
červenozrzavý	červený zrzavý
cestopis	cesta psát
chloranilin	chlor anilin
chlorpikrin	chlor pikrin
chlorpyridin	chlor pyridin
chmelovodič	chmel vodit
cholangiografie	-chol- angiografie
chondroklast	-chondr- -klast-
chordofon	-chord- -fon-
chromitodraselný	chromitý draselný
chromoterapie	chrom terapie
chudokvětý	chudý květ
chudozubý	chudý zub
chvalořeč	chválit řeč
chvalozpěv	chválit zpěv
chyboražba	chyba ražba
cigártaška	cigáro taška
cihlovočervený	cihlový červený
cihlovošedý	cihla šedý
činohra	čin hra
činorodý	čin rodit
církevněpolitický	církevní politika
církevněsprávní	církevní správní
cirkumpolární	-circum- polární
čiročirý	čirý čirý
čistočistý	čistý čistý
čistopis	čistý psát
civilněbezpečnostní	civilní bezpečnostní
cizokrajný	cizí kraj
cizoložit	cizí lože
cizoměnový	cizí měna
cizopasit	cizí pást
cizorodý	cizí rod
cizosprášení	cizosprášit
cizovláda	cizí vláda
countrybál	country bál
čteníchtivý	čtení chtivý
ctihodný	čest hodný
cukroměr	cukr měřit
cukrovar	cukr vařit
cykloakce	-cykl- akce
cykloareál	-cykl- areál
cykloatrakce	-cykl- atrakce
cykloautobus	-cykl- auto bus
cyklochata	-cykl- chata
cyklodelegace	-cykl- delegace
cyklodráha	-cykl- dráha
cykloexkurze	-ek- exkurze
cyklokalvárie	-cykl- kalvárie
cyklokamarád	-cykl- kamarád
cyklokampaň	-cykl- kampaň
cyklokarta	-cykl- karta
cyklokaskadér	-cykl- kaskadér
cyklokniha	-cykl- kniha
cyklokruh	-cykl- kruh
cyklokurs	-cykl- kurz
cyklomagistrála	-cykl- magistrála
cyklomagnát	-cykl- magnát
cyklomapa	-cykl- mapa
cyklonářadí	-cykl- nářadí
cyklonavigace	-cykl- navigace
cyklooáza	-cykl- oáza
cykloopravář	-cykl- opravář
cyklooř	-cykl- oř
cyklooxygenáza	-cykl- oxygenáza
cyklopark	-cykl- park
cyklopás	-cykl- pás
cykloplavba	-cykl- plavba
cyklopodjezd	-cykl- podjezd
cyklopohár	-cykl- pohár
cykloportál	-cykl- portál
cyklopřilba	-cykl- přilba
cyklopřívěs	-cykl- přívěs
cykloprotest	-cykl- protest
cyklopruh	-cykl- pruh
cykloráj	-cykl- ráj
cyklosezóna	-cykl- sezóna
cykloshow	-cykl- show
cykloskelet	-cykl- skelet
cyklostav	-cykl- stav
cyklostavba	-cykl- stavba
cyklotramp	-cykl- tramp
cyklotremp	-cykl- tremp
cyklotrenažér	-cykl- trenažér
cyklotrialistický	-cykl- trialismus
cykloúčastník	-cykl- účastník
cyklovagón	-cykl- vagón
cyklovak	-cykl- vak
cyklovětšina	-cykl- většina
cystopyelitida	cysta pyelitida
cytopenie	-cyt- -pen-
daktylogram	-daktyl- -gram-
dalekonosný	daleko nosit
dalekostřelný	daleko střílet
dalekozraký	daleký zrak
dálkoměr	dálka měřit
dálkoplavec	dálka plavec
dálkoplaz	dálka plaz
dálnopis	dálný psát
daňotvorný	daň tvořit
dataprojekce	data projekce
datasystém	data systém
dávnověk	dávný věk
dědickoprávní	dědický právo
dějinotvorný	dějiny tvořit
dělnickoaparátnický	dělnický aparátník
dělostřelba	dělo střelba
dennodenní	denní denní
deskotisk	deska tisk
diacetyl	-di- acetyl
diashow	-dia- show
dieselagregát	diesel agregát
dietoterapie	dieta terapie
difenylguanidin	difenyl guanidin
dílovedoucí	dílo vedoucí
dimethylaminobenzaldehyd	dimethylamin benzaldehyd
dinopark	dinosaurus park
dipól	-di- pól
diskohvězda	disko hvězda
diskokabaret	disko kabaret
diskokomplex	disko komplex
diskokostým	disko kostým
diskokrál	disko král
diskometalový	disko metalový
diskoodpoledne	disko odpoledne
diskoretro	disko retro
diskorytmus	disko rytmus
diskoterapie	disko terapie
divotvorce	div tvůrce
divotvorný	div tvořit
dlanitolistý	dlanitý list
dlanitosečný	dlanitý sečný
dlouhodobý	dlouhý doba
dlouhohořící	dlouho hořet
dlouholebý	dlouhý leb
dlouhonohý	dlouhý noha
dlouhoocasý	dlouhý ocas
dlouhorohý	dlouhý roh
dluhopis	dluh psát
dluhuprostý	dluh prostý
dolnodunajský	dolní Dunaj
dolnoguinejský	dolní Guinea
dolnolukavický	dolní Lukavice
dolnolutyňský	dolní Lutyň
dolnolužickosrbský	dolní lužický Srbsko
dolnomoravský	dolní Morava
dolnoněmecký	dolní Německo
dolnopanonský	dolní Panonie
dolnopočernický	dolní Počernice
dolnorychnovský	dolní Rychnov
domobrana	domov bránit
dortuchtivý	dort chtivý
drahokam	drahý kámen
dramaterapeutický	drama terapeutický
drancováníchtivý	drancování chtivý
draselnohlinitý	draselný hlinitý
draselnohořečnatý	draselný hořečnatý
draselnoželezitý	draselný železitý
draselnoživcový	draslík živcový
dřevaprostý	dřevo prostý
dřevobraní	dřevo braní
dřevodělný	dřevo dělat
dřevodeska	dřevo deska
dřevodílna	dřevo dílna
dřevohlinitý	dřevo hlinitý
dřevohra	dřevo hra
dřevokaz	dřevo kaz
dřevoklání	dřevo klání
dřevokombinát	dřevo kombinát
dřevokresba	dřevo kresba
dřevolátka	dřevo látka
dřevomalba	dřevo malba
dřevomateriál	dřevo materiál
dřevomodelář	dřevo modelář
dřevomorka	dřevo mořit
dřevomozaika	dřevo mozaika
dřevoplyn	dřevo plyn
dřevoprůmysl	dřevo průmysl
dřevořez	dřevo řez
dřevořezání	dřevo řezání
dřevořezba	dřevo řezba
dřevořezbářství	dřevo řezbářství
dřevorytectví	dřevorytec
dřevosklad	dřevo sklad
dřevosochař	dřevo sochař
dřevostavba	dřevo stavba
dřevostavitel	dřevo stavitel
dřevoštěpka	dřevo štěpka
dřevotisk	dřevo tisk
dřevotříska	dřevo tříska
dřevovláknitý	dřevovlákno
dřevovýrobek	dřevo výrobek
dřevozávod	dřevo závod
dřevozpracující	dřevo zpracující
dřevožravý	dřevo žravý
drobnohled	drobný hledět
drobnokresba	drobný kresba
drobnoplodý	drobný plod
drobnotvarý	drobný tvar
drogchtivý	droga chtivý
drogychtivý	droga chtivý
drsnosrstý	drsný srst
druhohory	druhý hora
druhoplánový	druhý plán
druhoústý	druhý ústa
držgrešle	držet grešle
držhubné	držet huba
držkopád	držka pád
dubobukový	dub buk
duchověda	duch věda
důlnětechnický	důlní technický
dušezpyt	duše zpytovat
dutorohý	dutý roh
dvojautobus	dva autobus
dynamoelektrický	dynamo elektrický
dýňořezba	dýně řezba
ekonomickohospodářský	ekonomický hospodářský
ekonomickotechnický	ekonomický technický
ekotoxikologie	-eko- toxikologie
ektogenní	-ekt- -gen-
ektotermie	-ekt- -term-
elektospotřebič	-elektr- spotřebič
elektroenergetika	-elektr- energetika
elektroeroze	-elektr- eroze
elektrofonický	-elektr- -fon-
elektrokapilární	-elektr- kapilární
elektrokartáč	-elektr- kartáč
elektrokeramika	-elektr- keramika
elektroměření	-elektr- měřit
elektroodbyt	-elektr- dbát
elektroodpad	-elektr- odpad
elektroprodejna	-elektr- prodejna
elektrosmog	-elektr- smog
elektrosonda	-elektr- sonda
elektrospotřebič	-elektr- spotřebič
elektrošrot	-elektr- šrot
elektroterapie	-elektr- terapie
elektroúdržba	-elektr- údržba
elektrovelkoobchod	-elektr- velkoobchod
elektrovýzbroj	-elektr- výzbroj
embryogeneze	embryo geneze
embryopatie	embryo -path-
embryotoxický	embryo toxický
endobronchiální	-end- bronchiální
energovod	energie vést
enteroskopie	-enter- -skop-
enzymoterapie	enzym terapie
ergoterapie	-erg- terapie
erotickosymbolický	erotický symbol
etnocentrizmus	etno centrizmus
eventostratigrafie	event stratigrafie
exkarvinský	-ex- karvinský
exmístopředseda	-ex- místopředseda
exmistr	-ex- mistr
exsevillský	-ex- sevillský
extřetiligový	-ex- třetiligový
fachidiot	fach idiot
falocentrický	falus centrický
fanklub	fan klub
fanshop	fan shop
felinoterapie	-felin- terapie
fenylpropanový	fenylpropan
ferotapiolit	-ferr- tapiolit
ferroslitina	-ferr- slitina
fialovočerný	fialový černý
fialovohnědý	fialový hnědý
fialovomodrý	fialový modrý
fibrinogen	fibrin gen
fibrinolyzin	fibrin lyzin
filipojakubský	Filip Jakub
filmotéka	film -thek-
filmotvorný	film tvořit
filmuchtivý	film chtivý
filtroventilace	filtr ventilace
finančněhospodářský	finanční hospodářský
finančněprávní	finanční právo
florigen	-flori- -gen-
fluorokřemičitý	fluor křemičitý
folkrock	folk rock
formálněprocesní	formální procesní
fotekchtivý	fotka chtivý
fotoaparát	foto aparát
fotodeska	-fot- deska
fotodynamický	foto dynamický
fotoefekt	-fot- efekt
fotoklub	foto klub
fotoproud	-fot- proud
fotoreportáž	foto reportáž
fototyp	-fot- typ
fytopaleontologie	-fyt- paleontologie
gametogeneze	gameta geneze
garážmistr	garáž mistr
gastroenteritida	-gastr- enteritida
gastrovaskulární	-gastr- vaskulární
generálbas	generální bas
generálmajor	generál major
generálporučík	generál poručík
genobanka	gen banka
genotoxický	gen toxický
genotyp	gen typ
genštáb	generální štáb
golfuchtivý	golf chtivý
gólostroj	gól stroj
grafogram	-graf- -gram-
grafoterapie	-graf- terapie
gramofon	-graf- -fon-
granátomet	granát metat
granitotrachytický	granit trachytický
granodiorit	granit diorit
grantůchtivý	grant chtivý
gravitest	gravidní test
gumolatex	guma latex
hadilov	had lovit
hadimrška	had mrštný
handgranát	hand granát
hanopis	hana psát
heparinocyt	heparin -cyt-
hitparáda	hit paráda
hladinoměr	hladina měřit
hladkosrstý	hladký srst
hlasůchtivý	hlas chtivý
hlenohnisavý	hlen hnisavý
hlenotvorba	hlen tvořit
hlinitoberylnatý	hlinitý berylnatý
hlinitodraselný	hlinitý draselný
hlinitohořečnatý	hlinitý hořečnatý
hlinitojílovitý	hlinitý jílovitý
hlinitokřemičitan	hlinitý křemičitan
hlinitopísčitý	hlinitý písčitý
hlinitovápenatý	hlinitý vápenatý
hlošinolistý	hlošina list
hlubokoorný	hluboký orat
hlubokozmražený	hluboko zmražený
hlukoměr	hluk měřit
hnědobronzový	hnědý bronzový
hnědočernobílý	hnědý černý bílý
hnědočernožlutý	hnědý černý žlutý
hnědočerný	hnědý černý
hnědočervený	hnědý červený
hnědofialový	hnědý fialový
hnědohlavý	hnědý hlava
hnědohnědý	hnědý hnědý
hnědokošiláč	hnědý košile
hnědomodrý	hnědý modrý
hnědookrový	hnědý okrový
hnědoolivový	hnědý olivový
hnědooranžový	hnědý oranžový
hnědopásník	hnědý pás
hnědorezavý	hnědý rezavý
hnědorudý	hnědý rudý
hnědošedofialový	hnědý šedý fialový
hnědošedý	hnědý šedý
hnědovlasý	hnědý vlas
hnědozelenkavý	hnědý zelenkavý
hnědozelený	hnědý zelený
hnědozlatý	hnědý zlatý
hnědožlutý	hnědý žlutý
hnědozubý	hnědý zub
hnidopich	hnida píchat
hnilokal	hnít kal
hodokvas	hod kvasit
hokuspokus	hokus pokus
holekchtivý	holka chtivý
holokrčka	holý krk
holokrystalický	-hol- krystal
holotyp	-hol- typ
horkokrevný	horký krev
hornoblatenský	horní Blatná
hornoegyptský	horní Egypt
hornomoravský	horní Morava
hornooravský	horní Orava
hornopočernický	horní Počernice
hornorakouský	horní Rakousko
hornoroveňský	horní Roveň
hospodářskooperativní	hospodářský operativní
hospodářskopolitický	hospodářský politický
hospodářskoprávní	hospodářský právní
hospodářskospolečenský	hospodářský společenský
hospodářskosprávní	hospodářský správní
housekchtivý	houska chtivý
hrdopyšný	hrdý pyšný
hřibochtivý	hřib chtivý
hřibotvarý	hřib tvar
hříchuprostý	hřích prostý
hrubohmotný	hrubý hmota
hrubokožec	hrubý kůže
hrubosrstý	hrubý srst
hrubotvarý	hrubý tvar
hrůzokrásný	hrůza krásný
hrůzovláda	hrůza vláda
hustoměr	hustý měřit
hvězdokupa	hvězda kupa
hvězdolet	hvězda let
hydrofilněhydrofobní	hydrofilní hydrofobní
hydrogenkarbonát	hydrogen karbonát
hydrogensůl	hydrogen sůl
hydromagnetický	-hydr- magnetický
hygrograf	-hygr- -graf-
hymnograf	hymna -graf-
hyperkomplexní	-hyper- komplexní
hypertenze	-hyper- tenze
hypokortikalismus	-hypo- -kortik-
ideodiverzní	idea diverzní
idiotyp	-idio- typ
infobox	info box
infobudka	info budka
infocentrum	info centrum
infodálnice	info dálnice
infografický	infografika
infokanál	info kanál
infokancelář	info kancelář
infolinka	info linka
infopanel	info panel
infoservis	info servis
infostánek	info stánek
infrapaprsek	-infra- paprsek
inkasoindosament	inkaso indosament
interdentála	-inter- dentála
interfix	-inter- fix
interoperabilní	-inter- operabilní
interprizmatický	-inter- prizmatický
inzulinorezistence	inzulin rezistence
izomorfie	-iso- morf
izotyp	-iso- typ
jaksepatří	jak patřit
jasanolistý	jasan list
jasnovidný	jasný vidět
jasnozřivý	jasný zřít
jasoměr	jas měřit
játroslinivka	játra slinivka
jazykověda	jazyk věda
jazykozpyt	jazyk zpyt
jazzband	jazz band
jazzklub	jazz klub
jazzrock	jazz rock
jazzuchtivý	jazz chtivý
jedinovláda	jediný vláda
jedinovolba	jediný volba
jednokřídlový	jeden křídlo
jednonohý	jedno noha
jednorejstříkový	jeden rejstřík
jelenohorský	jelení horský
jemnobřitý	jemný břit
jemnohmotný	jemný hmota
jemnokresba	jemný kresba
jemnostpán	jemnost pán
jihoafghánský	jižní Aghánistán
jihoafrický	jižní Afrika
jihoalbánský	jižní Albánie
jihoalžírský	jižní Alžírsko
jihoamerický	jižní Amerika
jihoanglický	jižní Anglie
jihoangolský	jižní Angola
jihoarabský	jižní Arábie
jihoasijský	jižní Asie
jihoatlantický	jižní Atlantik
jihoatlantský	jižní Atlanta
jihoaustralský	jižní Austrálie
jihoázerbájdžánský	jižní Ázerbajdžán
jihobavorský	jižní Bavory
jihobelgický	jižní Belgie
jihobosenský	jižní Bosna
jihobrazilský	jižní Brasilie
jihobulharský	jižní Bulharsko
jihočečenský	jižní Čečensko
jihočeský	jižní Čechy
jihochilský	jižní Chile
jihochorvatský	jižní Chorvat
jihočínský	jižní Čína
jihodakotský	jižní Dakota
jihodalmatský	jižní Dalmacie
jihoegyptský	jižní Egypt
jihoevropský	jižní Evropa
jihofidžijský	jižní Fidži
jihofilipínský	jižní Filipíny
jihofrancouzský	jižní Francie
jihogruzínský	jižní Gruzie
jihoindický	jižní Indie
jihoíránský	jižní Írán
jihoirský	jižní Irsko
jihoislandský	jižní Island
jihoitalský	jižní Itálie
jihoizraelský	jižní Izrael
jihojakutský	jižní Jakutie
jihojaponský	jižní Japonsko
jihojemenský	jižní Jemen
jihojordánský	jižní Jordánsko
jihokalifornský	jižní Kalifornie
jihokarolinský	jižní Karolína
jihokarolínský	jižní Karolína
jihokarpatský	jižní Karpaty
jihokašmírský	jižní Kašmír
jihokolumbijský	jižní Kolumbie
jihokorejský	jižní Korea
jihokurilský	jižní Kurily
jiholibanonský	jižní Libanon
jiholondýnský	jižní Londýn
jiholužický	jižní Lužice
jihomaďarský	jižní Maďarsko
jihomalajský	jižní Malajsie
jihomalešický	jižní Malešice
jihomexický	jižní Mexiko
jihomezopotamský	jižní Mezopotámie
jihomongolský	jižní Mongolsko
jihomoravský	jižní Morava
jihomořský	jižní moře
jihoněmecký	jižní Německo
jihonigerijský	jižní Nigérie
jihonizozemský	jižní Nizozemsko
jihoosetinský	jižní Osetie
jihoosetský	jižní Osetie
jihopacifický	jižní Pacifik
jihopákistánský	jižní Pákistán
jihoperuánský	jižní Peru
jihoplzeňský	jižní Plzeň
jihopolární	jižní pól
jihopolský	jižní Polsko
jihoportugalský	jižní Portugalsko
jihorakouský	jižní Rakousko
jihořecký	jižní Řecko
jihorumunský	jižní Rumunsko
jihoruský	jižní Rusko
jihosalvadorský	jižní Salvador
jihosibiřský	jižní Sibiř
jihosicilský	jižní Sicílie
jihoskotský	jižní Skotsko
jihoslovanský	jižní Slovan
jihoslovenský	jižní Slovensko
jihosomálský	jižní Somálsko
jihošpanělský	jižní Španělsko
jihosúdánský	jižní Súdán
jihošvédský	jižní Švédsko
jihošvýcarský	jižní Švýcarsko
jihotádžický	jižní Tádžikistán
jihotchajwanský	jižní Tchajwan
jihoturecký	jižní Turecko
jihotyrolský	jižní Tyroly
jihoukrajinský	jižní Ukrajina
jihoulsterský	jižní Ulster
jihouralský	jižní Ural
jihovětnamský	jižní Vietnam
jihovietnamský	jižní Vietnam
jihozápad	jih západ
jinonárodní	jiný národ
jinorodý	jiný rod
jinud	jiný odkud
jinudy	jiný kudy
jizerskohorský	jizerský hora
kabelovod	kabel vést
kadibudka	kadit budka
kafemlýnek	kafe mlýnek
kalojem	kal jímat
kalyptrogen	-kalyptr- -gen-
kamenořezba	kámen řezba
kamenoželezný	kámen železo
kampak	kam pak
kapraďorost	kapradí růst
karbonylskupina	karbonyl skupina
kasírtaška	kasírovat taška
kaštanovohnědý	kaštanový hnědý
kávomilec	káva milec
kávomlýnek	káva mlýnek
kávovar	káva vařit
kávychtivý	káva chtivý
každodenní	každý den
každoměsíční	každý měsíc
každopádně	každý pád
každotýdenní	každý týden
každovečerní	každý večer
kazisvět	kazit svět
kdypak	kdy pak
keramzitbeton	keramzit beton
kickbox	kick box
kilobaud	-kilo- baud
kilobit	-kilo- bit
kilobyte	-kilo- byte
kilocyklus	-kilo- cyklus
kilogram	-kilo- -gram-
kilometráž	kilometr
kinoamatér	kino amatér
kinoaparát	kino aparát
kinobus	kino bus
kinocentrum	kino centrum
kinocilie	kino cilie
kinodistribuce	kino distribuce
kinofilm	kino film
kinohvězda	kino hvězda
kinokamera	kino kamera
kinokavárna	kino kavárna
kinoklub	kino klub
kinomaniak	kino maniak
kinosál	kino sál
kinotechnika	kino technika
kinotéka	kino téka
kinouhlík	kino uhlík
kinozáznam	kino záznam
kinožurnál	kino žurnál
klapouchý	klopit ucho
klikyhák	klikatý hák
klimatoterapie	klima terapie
klínopis	klín psát
knihkupec	kniha kupec
knihopis	kniha psát
knihosklad	kniha sklad
knihověda	kniha věda
knihvedoucí	kniha vedoucí
kočkopes	kočka pes
koldokola	kolem dokola
koldům	kolektivní dům
kolkolem	kolem kolem
kolkuprostý	kolek prostý
koloběh	kolo běh
koloběžka	kolo běžet
kolozubý	kolo zub
komediograf	komedie -graf-
kominterna	komunistický internacionál
korkotvorný	korek tvořit
kosoběžný	koso běhat
kostitřas	kost třást
koupánímilovný	koupání milovat
kovohydridový	kov hydridový
kožedělný	kůže dělat
kozoroh	koza roh
krajinohospodářský	krajina hospodářský
krásnoočko	krásný očko
krátkodenní	krátký den
krátkodobý	krátký doba
krátkododobý	krátký doba
krátkohubý	krátký huba
krátkokřídlý	krátký křídlo
krátkolebý	krátký leb
krátkolistý	krátký list
krátkonohý	krátký noha
krátkoprstý	krátký prst
krátkorohý	krátký roh
krátkostéblý	krátký stéblo
krátkovlasý	krátký vlas
krátkozubý	krátký zub
kravihorský	kraví hora
křehkolomový	křehký lom
krémovozelený	krémový zelený
křesťanskohumanistický	křesťanský humanistický
křesťanskonárodní	křesťanský národní
křesťanskopravicový	křesťanský pravicový
křesťanskosociální	křesťanský sociální
krimifilm	krimi film
kriminalistickoprávní	kriminalistický právní
kriminalistickotechnický	kriminalistický technický
krimiparodie	krimi parodie
křivkoměr	křivka měřit
křivohlavý	křivý hlava
křivohubý	křivý huba
křivoklasý	křivý klas
křivonohý	křivý noha
křivopruhý	křivý pruh
křivorohý	křivý roh
křivozubý	křivý zub
krkolomný	krk lomit
krokoměr	krok měřit
křovinořez	křovina řez
kruhorohý	kruh roh
krutihlav	kroutit hlava
krveprolévání	krev prolévání
krveprolití	krev prolití
krymskotatarský	krymský Tatar
kryosféra	-kry- sféra
kryptocitát	-krypt- citát
kryptodeprese	-krypt- deprese
kryptodiktatura	-krypt- diktatura
kryptofašista	-krypt- fašista
kryptofederalizmus	-krypt- federalizmus
kryptoklima	-krypt- klima
kryptokrystalický	-krypt- krystalický
kryptomarxistický	-krypt- marxistický
kryptoschéma	-krypt- schéma
kryptosystém	-krypt- systém
kryptovulkanický	-krypt- vulkanický
krystalochemie	krystal chemie
krytokořenný	krytý kořen
krytosemenný	krytý semeno
kulatolebí	kulatý leb
kulatoplodý	kulatý plod
kulihrášek	kulit hrášek
kulinářskoerotický	kulinářský erotický
kuželozubý	kužel zub
kvadrofonie	-kvadr- -fon-
kvazispolečenství	-kvazi- společenství
kvazistelární	-kvazi- stelární
kvazivláda	-kvazi- vláda
kyanoakrylát	-kyan- akrylát
kyanoguanidin	kyan guanidin
kyanoželezitan	kyan železitan
kyjevskopečorský	kyjevský pečorský
kyselinovzdorný	kyselina vzdorný
lamželezo	lámat železo
lapiduch	lapat duch
laryngofaryngitida	-laryng- faryngitida
laseroterapie	laser terapie
latinoamerický	latinský Amerika
latinskoamerický	latinský Amerika
ledopád	led pád
leduprostý	led prostý
lehkonohý	lehký noha
lesnickohospodářský	lesnický hospodářský
lesopark	les park
lesostep	les step
lesotundra	les tundra
letorost	léto růst
liberálněpolitický	liberální politika
libosad	libý sad
lichoběžný	lichý běžet
lichoklas	lichý klas
lichopřeslen	lichý přeslen
lidovláda	lid vláda
liduprostý	lid prostý
lihoměr	líh měřit
lihovar	líh vařit
liliokvětý	lilie květ
lískooříškový	lískový oříšek
listohlod	list hlodat
listokaz	list kazit
listoklad	list klást
literárněfilozofický	literární filozofie
literárněteoretický	literární teorie
litosféra	-lith- sféra
lněnoolejový	lněný olej
lodivod	loď vést
lognormální	logaritmicky normální
lokálpatriotizmus	lokální patriotizmus
loutkohra	loutka hra
lunochod	luna chodit
luskovinoobilný	luskovina obilí
luzovláda	luza vláda
lůzovláda	lůza vláda
lymfoblastický	lymfa -blast-
lymfodrenáž	lymfa drenáž
lymfogranulom	lymfa granulom
lymfogranulóm	lymfa granulom
lysohlávka	lysý hlava
lysohorský	lysý hora
lyžováníchtivý	lyžování chtivý
malobankovní	malý banka
malokvětý	malý květ
malolánský	malý lán
maloletý	malý léto
malolistý	malý list
malopěstitel	malý pěstitel
maloplodý	malý plod
malováníchtivý	malování chtivý
marxleninský	Marx Lenin
masokostní	maso kost
masopust	maso půst
masozávod	maso závod
masožrout	maso žrout
materiálněprávní	materiální právní
matfyz	matematický fyzikální
matkovrah	matka vrah
maxipes	-maxi- pes
maxiplášť	-maxi- plášť
mechanickobiologický	mechanický biologický
mechorost	mech růst
měděnočervený	měděný červený
měděnozlatý	měděný zlatý
mědikovec	měď kovat
mědiryt	měď rýt
meditéka	-medi- -thék-
megabit	-mega- bit
megajachta	-mega- jachta
megamarket	-mega- market
megatrh	-mega- trh
mělkovodní	mělký voda
membránofon	membrána -fon-
meningoencefalitida	-mening- encefalitida
meningomyelitida	-mening- myelitida
methylaminorex	methylamin rex
methylfenobarbital	methyl fenobarbital
methylfentanyl	methyl fentanyl
mezinárodněpolitický	mezinárodní politika
midibus	-midi- bus
milimetr	-mili- metr
milionářskovojenský	milionářský vojenský
mimoalpský	mimo Alpy
mimoamerický	mimo Amerika
mimobankovní	mimo banka
mimobankrotový	mimo bankrot
mimobásnický	mimo básník
mimoběžka	mimo běžet
mimobiblický	mimo bible
mimobilanční	mimo bilance
mimoboční	mimo bok
mimobratislavský	mimo Bratislava
mimobrněnský	mimo Brno
mimobroadwayský	mimo Broadway
mimobuněčný	mimo buňka
mimoburzovní	mimo burza
mimočasový	mimo čas
mimocenový	mimo cena
mimočeský	mimo Čechy
mimocestovní	mimo cesta
mimocévní	mimo céva
mimochod	mimo chodit
mimochrámový	mimo chrám
mimocírkevní	mimo církev
mimoděčný	mimoděk
mimoděk	mimo dík
mimoděložní	mimo děloha
mimoděložný	mimo děloha
mimodiskusní	mimo diskuse
mimodivadelní	mimo divadlo
mimodrážní	mimo dráha
mimoekonomický	mimo ekonomika
mimoemisní	mimo emise
mimoestetický	mimo estetika
mimoetický	mimo etika
mimoevropský	mimo Evropa
mimofakultní	mimo fakulta
mimofinanční	mimo finance
mimofotbalový	mimo fotbal
mimogalaktický	mimo galaxie
mimogalerijní	mimo galerie
mimohistorický	mimo historie
mimohnízdní	mimo hnízdo
mimohokejový	mimo hokej
mimohollywoodský	mimo Hollywood
mimohotelový	mimo hotel
mimohradecký	mimo Hradec
mimohrudní	mimo hruď
mimohudební	mimo hudba
mimohusinecký	mimo Husinec
mimohutní	mimo huť
mimoideologický	mimo ideologie
mimoindický	mimo Indie
mimojaderný	mimo jádro
mimojaponský	mimo Japonsko
mimojaterní	mimo játra
mimojazykový	mimo jazyk
mimojdoucí	mimo jdoucí
mimojedoucí	mimo jedoucí
mimojihlavský	mimo Jihlava
mimojiné	mimo jiný
mimokladenský	mimo Kladno
mimokloubní	mimo kloub
mimoknihovní	mimo knihovna
mimokomisní	mimo komise
mimokomunistický	mimo komunismus
mimokonferenční	mimo konference
mimokonkurzní	mimo konkurz
mimokořenový	mimo kořen
mimokorový	mimo kůra
mimokursový	mimo kurs
mimoléčebný	mimo léčba
mimolexikální	mimo lexikon
mimoliberecký	mimo Liberec
mimolimitní	mimo limit
mimoliturgický	mimo liturgie
mimologický	mimo logika
mimolondýnský	mimo Londýn
mimoměstský	mimo město
mimomotoristický	mimo motorismus
mimomyšlenkový	mimo myšlenka
mimoněmecký	mimo Německo
mimonemocniční	mimo nemocnice
mimoobchodní	mimo obchod
mimoobecní	mimo obec
mimoodborový	mimo odbor
mimoodpovědnostní	mimo odpovědnost
mimopeněžní	mimo peníze
mimoprávní	mimo právo
mimoprocesní	mimo proces
mimorezortní	mimo rezort
