absolventi 	 ab-solv-ent-i 	 absolvent-i
vezmeš 	 vez-m-e-š 	 vez-meš
vezmou 	 vez-m-ou 	 vez-mou
veřejně 	 veř-ej-n-ě 	 veřej-n-ě
veškerým 	 veš-k-er-ý-m 	 veš-k-er-ým
vinohradského 	 vinohrad-sk-é-ho 	 vinohrad-sk-ého
virile 	 virile 	 viril-e
vlastního 	 vlast-n-í-ho 	 vlast-n-ího
vnitřnostech 	 v-nitř-n-ost-e-ch 	 v-nitř-n-ost-ech
vodolově 	 vodolov-ě 	 vodol-ov-ě
vrtulníky 	 vrt-ul-ník-y 	 vrtul-n-ík-y
vstupenek 	 vs-tup-en-ek 	 v-stupen-ek
vstupenka 	 v-stup-enk-a 	 v-stup-en-k-a
vstupenku 	 v-stup-enk-u 	 v-stup-en-k-u
vstupenky 	 vstup-enk-y 	 v-stup-en-k-y
vynaložením 	 vy-na-lož-en-í-m 	 vy-na-lož-en-ím
vypočísti 	 vy-po-číst-i 	 vy-po-čís-ti
vysokoškolský 	 vys-ok-o-škol-sk-ý 	 vys-ok-oškol-sk-ý
vyspinkat 	 vy-sp-ink-a-t 	 vy-spink-a-t
vyspělým 	 vy-spě-l-ým 	 vy-sp-ě-l-ým
vyčísti 	 vy-číst-i 	 vy-čís-ti
vyřinout 	 vy-řin-ou-t 	 vy-ři-nou-t
vzdělání 	 vz-děl-án-í 	 vz-děl-á-n-í
vzít 	 vz-í-t 	 v-zí-t
vás 	 v-á-s 	 v-ás
víte 	 v-í-te 	 ví-te
vítkovice 	 vít-k-ov-ic-e 	 vítk-ovic-e
vítkovického 	 vítk-ovic-k-ého 	 vít-k-ovic-k-ého
vítkovickém 	 vítk-ovic-k-ém 	 vítk-ov-ic-k-ém
vítězství 	 vítěz-ství 	 vítěz-stv-í
výsostným 	 výs-ost-n-ý-m 	 výs-ost-n-ým
výčitek 	 vý-čit-e-k 	 vý-čit-ek
větrovka 	 větr-ovk-a 	 větr-ov-k-a
vůnička 	 vůn-ič-k-a 	 vůn-ičk-a
westermannem 	 westermann-e-m 	 westermann-em
whitney 	 whitney 	 whitne-y
yse 	 y-s-e 	 yse
zafilosofovat 	 za-filo-sof-ova-t 	 za-fil-o-sof-ova-t
zahozených 	 za-hoz-en-ý-ch 	 za-hoz-en-ých
zahynul 	 za-hyn-u-l 	 za-hy-nu-l
zakusitelno 	 za-kus-i-tel-n-o 	 za-kus-i-teln-o
zakývat 	 za-kýv-a-t 	 za-ký-v-a-t
započísti 	 za-po-číst-i 	 za-po-čís-ti
zasahují 	 za-sah-u-j-í 	 za-sah-uj-í
zasmyčkování 	 za-smyč-k-ová-n-í 	 za-smyčk-ová-n-í
zatvrzují 	 za-tvrz-u-j-í 	 za-tvrz-uj-í
zaujatý 	 z-au-j-a-t-ý 	 za-u-j-a-t-ý
zaujmouti 	 zau-jm-ou-ti 	 za-u-j-mou-ti
zdeničky 	 zden-ič-k-y 	 zden-ičk-y
zdeněk 	 zdeněk 	 zden-ěk
zdi 	 zd-i 	 zdi
zdřevnatět 	 z-dřev-n-at-ě-t 	 zdřev-n-at-ě-t
zemím 	 zem-ím 	 ze-m-í-m
zločinem 	 zl-o-čin-e-m 	 zl-o-čin-em
zmramorovatěnost 	 z-mramor-ovat-ě-n-ost 	 z-mramor-ova-těn-ost
změněném 	 z-měn-ěn-é-m 	 z-měn-ěn-ém
znovuoživenost 	 z-nov-u-o-živ-en-ost 	 z-nov-u-o-ži-v-en-ost
zorat 	 z-or-a-t 	 zor-a-t
zostoudit 	 z-o-stoud-i-t 	 zo-stoud-i-t
zprostředkovatelské 	 z-pro-střed-k-ova-tel-sk-é 	 z-pro-střed-k-ova-telské
zpět 	 zpět 	 zpě-t
zpěvačka 	 z-pě-v-a-č-k-a 	 z-pěv-ačk-a
zpěčovat 	 zpěč-ova-t 	 z-pěč-ova-t
ztotožnit 	 z-to-tož-n-i-t 	 zto-tož-n-i-t
zveřejněné 	 z-veřej-n-ě-n-é 	 z-veřej-n-ěn-é
zveřejnění 	 z-veřej-n-ě-n-í 	 z-veřej-n-ěn-í
zvláště 	 zvláště 	 zvlášt-ě
zvážení 	 z-váž-en-í 	 z-váž-e-n-í
zvídavější 	 z-víd-a-v-ějš-í 	 z-víd-a-v-ěj-š-í
zádech 	 zád-e-ch 	 zád-ech
základem 	 zá-klad-e-m 	 zá-klad-em
závojnatkách 	 zá-voj-n-at-k-á-ch 	 zá-voj-n-at-k-ách
zůstal 	 z-ů-sta-l 	 zů-sta-l
zůstanou 	 z-ů-sta-n-ou 	 zů-sta-n-ou
úchvatná 	 ú-chvat-n-á 	 ú-chv-at-n-á
útrobách 	 útrob-ách 	 ú-trob-ách
úžasem 	 ú-žas-e-m 	 ú-žas-em
černým 	 čern-ý-m 	 čern-ým
českomalínský 	 česk-o-malín-sk-ý 	 čes-k-o-malín-sk-ý
českého 	 čes-k-é-ho 	 čes-k-ého
článkem 	 člán-k-e-m 	 člán-k-em
čsfr 	 č-s-f-r 	 čsfr
čsn 	 č-s-n 	 čsn
čssr 	 č-s-s-r 	 čssr
čtěte 	 čt-ě-te 	 čt-ět-e
čubička 	 čub-ič-k-a 	 čub-ičk-a
čubičku 	 čub-ič-k-u 	 čub-ičk-u
čzpi 	 č-z-p-i 	 čzp-i
šem 	 š-em 	 šem
šifrovaných 	 šifr-ova-n-ý-ch 	 šifr-ova-n-ých
škudlit 	 škud-l-i-t 	 škudl-i-t
šumperka 	 šumperk-a 	 šumper-k-a
šíblová 	 šíbl-ová 	 šíbl-ov-á
žehravost 	 žehr-a-v-ost 	 žehrav-ost
železárnách 	 želez-árn-ách 	 želez-ár-n-ách
žernově 	 žernov-ě 	 žern-ov-ě
živnostenského 	 ži-v-n-ost-ensk-ého 	 ži-v-n-osten-sk-ého
životními 	 ži-v-ot-n-í-m-i 	 ži-v-ot-n-ími
žižkovák 	 žižkov-ák 	 žižk-ov-ák
