absolventi 	 ab-solv-ent-i 	 absolvent-i
vyzvracet 	 vy-z-vrac-e-t 	 vy-zvrac-e-t
vyčísti 	 vy-číst-i 	 vy-čís-ti
vyřinout 	 vy-řin-ou-t 	 vy-ři-nou-t
vzdělání 	 vz-děl-án-í 	 vz-děl-á-n-í
vzít 	 vz-í-t 	 v-zí-t
válka 	 válk-a 	 vál-k-a
vás 	 v-á-s 	 v-ás
vítkovice 	 vít-k-ov-ic-e 	 vítk-ovic-e
vítkovickém 	 vítk-ovic-k-ém 	 vítk-ov-ick-ém
vítězství 	 vítěz-ství 	 vítěz-stv-í
výhodnější 	 vý-hod-n-ějš-í 	 vý-hod-n-ěj-š-í
výsostným 	 výs-ost-n-ý-m 	 výs-ost-n-ým
větrovka 	 větr-ovk-a 	 větr-ov-k-a
všoupnout 	 v-šoup-nou-t 	 všoup-nou-t
vůnička 	 vůn-ič-k-a 	 vůn-ičk-a
westermannem 	 westermann-e-m 	 westermann-em
whitney 	 whitney 	 whit-ne-y
yse 	 y-s-e 	 ys-e
zafilosofovat 	 za-filo-sof-ova-t 	 za-fil-o-sof-ova-t
zahozených 	 za-hoz-en-ý-ch 	 za-hoz-en-ých
zahynul 	 za-hyn-u-l 	 za-hy-nu-l
zakusitelno 	 za-kus-i-tel-n-o 	 za-kus-i-teln-o
zapomnění 	 za-po-mn-ě-n-í 	 za-po-mn-ěn-í
zapomínat 	 za-pomín-a-t 	 za-po-mín-a-t
započísti 	 za-po-číst-i 	 za-po-čís-ti
zasahují 	 za-sah-u-j-í 	 za-sah-uj-í
zatrubňovávatelnost 	 za-trub-ň-ová-v-a-teln-ost 	 za-trubň-ová-v-a-teln-ost
zatvrzují 	 za-tvrz-u-j-í 	 za-tvrz-uj-í
zaujatý 	 z-au-j-a-t-ý 	 za-u-j-a-t-ý
zaujmouti 	 zau-jm-ou-ti 	 za-u-j-mou-ti
zdeničky 	 zden-ič-k-y 	 zden-ičk-y
zdeněk 	 zdeněk 	 z-den-ěk
zdi 	 zd-i 	 zdi
zemím 	 zem-ím 	 zem-í-m
zločinem 	 zl-o-čin-e-m 	 zl-o-čin-em
zmramorovatěnost 	 z-mramor-ovat-ě-n-ost 	 z-mramor-ova-těn-ost
změněném 	 z-měn-ěn-é-m 	 z-měn-ěn-ém
znovuoživenost 	 z-nov-u-o-živ-en-ost 	 z-nov-u-o-ži-v-en-ost
zprostředkovatelské 	 z-pro-střed-k-ova-tel-sk-é 	 z-pro-střed-k-ova-telské
zpět 	 zpět 	 zp-ě-t
zpěvačka 	 z-pě-v-a-č-k-a 	 z-pěv-a-čk-a
zrentgenovat 	 z-rentgen-ova-t 	 z-re-ntgen-ova-t
zveřejněné 	 z-veřej-n-ě-n-é 	 z-veřej-n-ěn-é
zveřejnění 	 z-veřej-n-ě-n-í 	 z-veřej-n-ěn-í
zvláště 	 zvláště 	 zvlášt-ě
zvážení 	 z-váž-en-í 	 z-váž-e-n-í
zvídavější 	 z-víd-a-v-ějš-í 	 z-víd-a-v-ěj-š-í
zádech 	 zád-e-ch 	 zád-ech
základem 	 zá-klad-e-m 	 zá-klad-em
závojnatkách 	 zá-voj-n-at-k-á-ch 	 zá-voj-n-at-k-ách
zůstanou 	 z-ů-sta-n-ou 	 zů-sta-n-ou
úspěšnější 	 ú-spěš-n-ějš-í 	 ú-spěš-n-ěj-š-í
útrobách 	 útrob-ách 	 ú-trob-ách
úzká 	 úz-k-á 	 úzk-á
úžasem 	 ú-žas-e-m 	 ú-žas-em
černým 	 čern-ý-m 	 čern-ým
čerstvého 	 čerstv-ého 	 čerst-v-ého
českomalínský 	 česk-o-malín-sk-ý 	 čes-k-o-malín-sk-ý
českého 	 čes-k-é-ho 	 čes-k-ého
článkem 	 člán-k-e-m 	 člán-k-em
čsfr 	 č-s-f-r 	 čsfr
čsn 	 č-s-n 	 čsn
čssr 	 č-s-s-r 	 čssr
čubička 	 čub-ič-k-a 	 čub-ičk-a
čubičku 	 čub-ič-k-u 	 čub-ičk-u
čzpi 	 č-z-p-i 	 čzp-i
šifrovaných 	 šifr-ova-n-ý-ch 	 šifr-ova-n-ých
šumperka 	 šumperk-a 	 šump-erk-a
šíblová 	 šíbl-ová 	 šíbl-ov-á
žehravost 	 žehr-a-v-ost 	 žehrav-ost
železárnách 	 želez-árn-ách 	 želez-ár-n-ách
živnostenského 	 ži-v-n-ost-ensk-ého 	 živ-n-ost-en-sk-ého
životními 	 ži-v-ot-n-í-m-i 	 ži-v-ot-n-ími
