absolventi 	 ab-solv-ent-i 	 absolvent-i
vezmou 	 vez-m-ou 	 vez-mou
veřejně 	 veř-ej-n-ě 	 veřej-n-ě
veškerým 	 veš-k-er-ý-m 	 veš-k-er-ým
vinohradského 	 vinohrad-sk-é-ho 	 vinohrad-sk-ého
virile 	 virile 	 viril-e
vlastního 	 vlast-n-í-ho 	 vlast-n-ího
vnitřnostech 	 v-nitř-n-ost-e-ch 	 v-nitř-n-ost-ech
vodolově 	 vodolov-ě 	 vodol-ov-ě
vrtulníky 	 vrt-ul-ník-y 	 vrtul-ník-y
vstoupnutelný 	 v-stoup-nu-teln-ý 	 v-st-oup-nu-teln-ý
vstupenek 	 vs-tup-en-ek 	 v-stup-en-ek
vstupenka 	 v-stup-enk-a 	 v-stup-en-k-a
vstupenku 	 v-stup-enk-u 	 v-stup-en-k-u
vstupenky 	 vstup-enk-y 	 v-stup-enk-y
vynaložením 	 vy-na-lož-en-í-m 	 vy-na-lož-en-ím
vyplaněný 	 vy-plan-ě-n-ý 	 vy-plan-ěn-ý
vypočísti 	 vy-po-číst-i 	 vy-po-čís-ti
vyspinkat 	 vy-sp-ink-a-t 	 vy-spink-a-t
vysílací 	 vy-síl-a-c-í 	 vy-síl-ac-í
vyznají 	 vy-zn-aj-í 	 vy-znaj-í
vyčísti 	 vy-číst-i 	 vy-čís-ti
vyřinout 	 vy-řin-ou-t 	 vy-ři-nou-t
vzdělání 	 vz-děl-án-í 	 vz-děl-á-n-í
vzít 	 vz-í-t 	 v-zí-t
vás 	 v-á-s 	 v-ás
vítkovice 	 vít-k-ov-ic-e 	 vítkovic-e
vítkovického 	 vítk-ovic-k-ého 	 vít-k-ovic-k-ého
vítkovickém 	 vítk-ovic-k-ém 	 vítk-ov-ic-k-ém
vítězství 	 vítěz-ství 	 vítěz-stv-í
výhodnější 	 vý-hod-n-ějš-í 	 vý-hod-n-ěj-š-í
výsostným 	 výs-ost-n-ý-m 	 výs-ost-n-ým
vůnička 	 vůn-ič-k-a 	 vůn-ičk-a
westermannem 	 westermann-e-m 	 westermann-em
yse 	 y-s-e 	 yse
zafilosofovat 	 za-filo-sof-ova-t 	 za-fil-o-sof-ova-t
zahozených 	 za-hoz-en-ý-ch 	 za-hoz-en-ých
zahynul 	 za-hyn-u-l 	 za-hy-nu-l
zakusitelno 	 za-kus-i-tel-n-o 	 za-kus-i-teln-o
započísti 	 za-po-číst-i 	 za-po-čís-ti
zasahují 	 za-sah-u-j-í 	 za-sah-uj-í
zatrubňovávatelnost 	 za-trub-ň-ová-v-a-teln-ost 	 za-trub-ň-ová-v-a-telnost
zatvrzují 	 za-tvrz-u-j-í 	 za-tvrz-uj-í
zaujatý 	 z-au-j-a-t-ý 	 za-u-j-a-t-ý
zaujmouti 	 zau-jm-ou-ti 	 za-u-j-mou-ti
zdeničky 	 zden-ič-k-y 	 zden-ičk-y
zdeněk 	 zdeněk 	 zden-ěk
zdi 	 zd-i 	 zdi
zemím 	 zem-ím 	 zem-í-m
zločinem 	 zl-o-čin-e-m 	 zl-o-čin-em
zmramorovatěnost 	 z-mramor-ovat-ě-n-ost 	 z-mramor-ova-t-ěn-ost
zmultiplicírovaný 	 z-multi-plic-ír-ova-n-ý 	 z-multi-plic-írova-n-ý
změněném 	 z-měn-ěn-é-m 	 z-měn-ěn-ém
znovuoživenost 	 z-nov-u-o-živ-en-ost 	 z-nov-u-o-ži-v-en-ost
zostoudit 	 z-o-stoud-i-t 	 z-ostoud-i-t
zprostředkovatelské 	 z-pro-střed-k-ova-tel-sk-é 	 z-pro-střed-k-ova-telské
zpět 	 zpět 	 zp-ě-t
zpěvačka 	 z-pě-v-a-č-k-a 	 z-pěv-a-čk-a
zpěčovat 	 zpěč-ova-t 	 zpěč-ovat
zrušil 	 z-ruš-i-l 	 zruš-i-l
zutrhat 	 z-u-trh-a-t 	 zu-trh-a-t
zveřejněné 	 z-veřej-n-ě-n-é 	 z-veřej-n-ěn-é
zveřejnění 	 z-veřej-n-ě-n-í 	 z-veřej-n-ěn-í
zvláště 	 zvláště 	 zvlášt-ě
zvážení 	 z-váž-en-í 	 z-váž-e-n-í
zvídavější 	 z-víd-a-v-ějš-í 	 z-víd-a-v-ěj-š-í
zvýšil 	 z-výš-i-l 	 zvýš-i-l
zádech 	 zád-e-ch 	 zád-ech
základem 	 zá-klad-e-m 	 zá-klad-em
závojnatkách 	 zá-voj-n-at-k-á-ch 	 zá-voj-n-at-k-ách
zůstanou 	 z-ů-sta-n-ou 	 zů-sta-n-ou
úspěšnější 	 ú-spěš-n-ějš-í 	 ú-spěš-n-ěj-š-í
útrobách 	 útrob-ách 	 ú-trob-ách
úzká 	 úz-k-á 	 úzk-á
účinky 	 ú-čin-k-y 	 ú-čink-y
úžasem 	 ú-žas-e-m 	 ú-žas-em
černým 	 čern-ý-m 	 čern-ým
českomalínský 	 česk-o-malín-sk-ý 	 čes-k-o-malín-sk-ý
českého 	 čes-k-é-ho 	 čes-k-ého
článkem 	 člán-k-e-m 	 člán-k-em
čsfr 	 č-s-f-r 	 čsfr
čsn 	 č-s-n 	 čsn
čssr 	 č-s-s-r 	 čssr
čubička 	 čub-ič-k-a 	 čub-ičk-a
čubičku 	 čub-ič-k-u 	 čub-ičk-u
čzpi 	 č-z-p-i 	 čzp-i
šifrovaných 	 šifr-ova-n-ý-ch 	 šifr-ova-n-ých
šumperka 	 šumperk-a 	 šumper-k-a
šíblová 	 šíbl-ová 	 šíbl-ov-á
žehravost 	 žehr-a-v-ost 	 žehr-av-ost
železárnách 	 želez-árn-ách 	 želez-ár-n-ách
živnostenského 	 ži-v-n-ost-ensk-ého 	 ži-v-n-osten-sk-ého
životními 	 ži-v-ot-n-í-m-i 	 ži-v-ot-n-ími
