absolventi 	 ab-solv-ent-i 	 absolvent-i
temporalizovatelný 	 tempor-al-izova-teln-ý 	 tempor-al-iz-ova-teln-ý
tendenci 	 tend-enc-i 	 tendenc-i
tenounkým 	 ten-oun-k-ý-m 	 ten-ounk-ým
terminologii 	 termino-log-i-i 	 termin-o-log-i-i
tesklivých 	 tesk-l-iv-ý-ch 	 tesk-liv-ých
tetička 	 tet-ič-k-a 	 tet-ičk-a
textil 	 textil 	 text-i-l
tikem 	 tik-e-m 	 tik-em
tisovitý 	 tis-ovit-ý 	 tisovit-ý
tkalcovnictví 	 tka-lc-ovnic-tv-í 	 tk-a-l-c-ov-nic-tv-í
tlapkách 	 tlap-k-á-ch 	 tlap-k-ách
tomáš 	 tomáš 	 tom-á-š
treperendo 	 treper-end-o 	 treperend-o
trpělivě 	 trp-ě-l-iv-ě 	 trp-ě-liv-ě
turbovrtulových 	 turbo-vrt-ul-ov-ých 	 turb-o-vrtul-ov-ých
turistiky 	 tur-ist-ik-y 	 turist-ik-y
turné 	 turné 	 turn-é
tvrzeními 	 tvrz-en-í-m-i 	 tvrz-en-ími
tzv 	 t-z-v 	 t-zv
téhož 	 t-é-ho-ž 	 t-ého-ž
tímto 	 t-í-m-t-o 	 t-ím-t-o
těhotenství 	 těhoten-ství 	 těhoten-stv-í
těmi 	 t-ě-m-i 	 t-ěmi
třemi 	 tř-e-m-i 	 tř-emi
třetím 	 tř-e-t-í-m 	 tř-et-í-m
třineckých 	 třinec-k-ých 	 tř-inec-k-ých
ukazuju 	 u-kaz-u-j-u 	 u-kaz-uj-u
ukrutným 	 u-krut-n-ý-m 	 u-krut-n-ým
ulici 	 ul-ic-i 	 ulic-i
uloženými 	 u-lož-en-ý-m-i 	 u-lož-en-ými
umožnilo 	 u-možn-i-l-o 	 u-mož-n-i-l-o
umožnily 	 u-možn-i-l-y 	 u-mož-n-i-l-y
uměle 	 u-m-ě-l-e 	 um-ě-l-e
umělostech 	 u-m-ě-l-ost-e-ch 	 um-ě-l-ost-ech
unikát 	 unik-át 	 u-nik-á-t
univerzitního 	 uni-verz-it-n-ího 	 univerz-it-n-ího
upozorňujeme 	 u-po-zor-ň-uje-me 	 u-po-zorň-uje-me
urgencích 	 urgenc-ích 	 urg-enc-ích
určitě 	 urč-it-ě 	 u-rč-it-ě
usd 	 u-s-d 	 u-sd
uskutečnily 	 u-s-kut-eč-n-i-l-y 	 u-skuteč-n-i-l-y
ustrnule 	 u-s-trn-u-l-e 	 u-s-tr-nu-l-e
uzpůsobit 	 u-z-působ-i-t 	 u-z-pů-sob-i-t
uším 	 uš-ím 	 uš-í-m
uživit 	 u-živ-i-t 	 u-ži-v-i-t
vanka 	 van-k-a 	 vank-a
vaně 	 van-ě 	 va-n-ě
velkého 	 vel-k-é-ho 	 vel-k-ého
velvyslanectví 	 vel-vy-sl-a-n-ec-tv-í 	 velvy-sl-a-nec-tv-í
ventures 	 venture-s 	 ventures
vezmeš 	 vez-m-e-š 	 vez-me-š
vezmou 	 vez-m-ou 	 vez-mou
veřejně 	 veř-ej-n-ě 	 veřej-n-ě
veškerým 	 veš-k-er-ý-m 	 veš-k-er-ým
vinohradského 	 vinohrad-sk-é-ho 	 vinohrad-sk-ého
virile 	 virile 	 viril-e
vlastního 	 vlast-n-í-ho 	 vlast-n-ího
vnitřnostech 	 v-nitř-n-ost-e-ch 	 v-nitř-n-ost-ech
vodolově 	 vodolov-ě 	 vodol-ov-ě
vrtulníky 	 vrt-ul-ník-y 	 vrtul-ník-y
vstupenek 	 vs-tup-en-ek 	 v-stup-en-ek
vstupenka 	 v-stup-enk-a 	 v-stup-en-k-a
vstupenku 	 v-stup-enk-u 	 v-stup-en-k-u
vstupenky 	 vstup-enk-y 	 v-stup-en-k-y
vychovat 	 vy-chov-a-t 	 vy-chova-t
vynaložením 	 vy-na-lož-en-í-m 	 vy-na-lož-en-ím
vypočísti 	 vy-po-číst-i 	 vy-po-čís-ti
vysokoškolské 	 vys-ok-o-škol-sk-é 	 vys-ok-o-š-kol-sk-é
vysokoškolský 	 vys-ok-o-škol-sk-ý 	 vys-ok-o-š-kol-sk-ý
vysílací 	 vy-síl-a-c-í 	 vy-síl-ac-í
vytít 	 vy-t-í-t 	 vy-tí-t
vyzvracet 	 vy-z-vrac-e-t 	 vy-zvrac-e-t
vyčísti 	 vy-číst-i 	 vy-čís-ti
vyřinout 	 vy-řin-ou-t 	 vy-ři-nou-t
vzdělání 	 vz-děl-án-í 	 vz-děl-á-n-í
vzít 	 vz-í-t 	 vzí-t
vás 	 v-á-s 	 v-ás
víte 	 v-í-te 	 ví-te
vítkovice 	 vít-k-ov-ic-e 	 ví-tk-ov-ic-e
vítkovického 	 vítk-ovic-k-ého 	 ví-tk-ov-ic-k-ého
vítkovickém 	 vítk-ovic-k-ém 	 ví-tk-ov-ic-k-ém
vítězství 	 vítěz-ství 	 vítěz-stv-í
výhodnější 	 vý-hod-n-ějš-í 	 vý-hod-n-ěj-š-í
výsostným 	 výs-ost-n-ý-m 	 výs-ost-n-ým
výčitek 	 vý-čit-e-k 	 vý-čit-ek
větrovka 	 větr-ovk-a 	 větr-ov-k-a
vševědova 	 vševěd-ov-a 	 vše-věd-ov-a
vůnička 	 vůn-ič-k-a 	 vůn-ičk-a
westermannem 	 westermann-e-m 	 westermann-em
yse 	 y-s-e 	 ys-e
zafilosofovat 	 za-filo-sof-ova-t 	 za-fil-o-sof-ova-t
zahozených 	 za-hoz-en-ý-ch 	 za-hoz-en-ých
zahynul 	 za-hyn-u-l 	 za-hy-nu-l
zakusitelno 	 za-kus-i-tel-n-o 	 za-kus-i-teln-o
zaměstnancům 	 za-měst-n-an-c-ům 	 za-měst-n-anc-ům
započísti 	 za-po-číst-i 	 za-po-čís-ti
zasahují 	 za-sah-u-j-í 	 za-sah-uj-í
zatvrzují 	 za-tvrz-u-j-í 	 za-tvrz-uj-í
zaujatý 	 z-au-j-a-t-ý 	 za-u-j-a-t-ý
zaujmouti 	 zau-jm-ou-ti 	 za-u-j-mou-ti
zdeničky 	 zden-ič-k-y 	 zden-ičk-y
zdít 	 zd-í-t 	 zdí-t
zjednodušení 	 z-jedn-o-duš-en-í 	 z-jedn-o-duš-e-n-í
zkrácené 	 z-krác-en-é 	 z-krác-e-n-é
zločinem 	 zl-o-čin-e-m 	 zl-o-čin-em
změněném 	 z-měn-ěn-é-m 	 z-měn-ěn-ém
znovuoživenost 	 z-nov-u-o-živ-en-ost 	 z-nov-u-o-ži-v-en-ost
zpět 	 zpět 	 zpě-t
zpěvačka 	 z-pě-v-a-č-k-a 	 z-pě-v-a-čk-a
zpěčovat 	 zpěč-ova-t 	 z-pěč-ova-t
ztotožnit 	 z-to-tož-n-i-t 	 z-t-o-tož-n-i-t
ztotožňovat 	 z-to-tož-ň-ova-t 	 z-t-o-tož-ň-ova-t
zveřejněné 	 z-veřej-n-ě-n-é 	 z-veřej-n-ěn-é
zvláště 	 zvláště 	 zvlášt-ě
zvážení 	 z-váž-en-í 	 z-váž-e-n-í
zvídavější 	 z-víd-a-v-ějš-í 	 z-víd-a-v-ěj-š-í
zvýhodnění 	 z-vý-hod-n-ěn-í 	 z-vý-hod-n-ě-n-í
zádech 	 zád-e-ch 	 zád-ech
základem 	 zá-klad-e-m 	 zá-klad-em
závojnatkách 	 zá-voj-n-at-k-á-ch 	 zá-voj-n-at-k-ách
zůstalo 	 zů-sta-l-o 	 z-ů-sta-l-o
úspěšnější 	 ú-spěš-n-ějš-í 	 ú-spěš-n-ěj-š-í
útrobách 	 útrob-ách 	 ú-tr-ob-ách
úžasem 	 ú-žas-e-m 	 ú-žas-em
černým 	 čern-ý-m 	 čern-ým
českomalínský 	 česk-o-malín-sk-ý 	 čes-k-o-malín-sk-ý
českého 	 čes-k-é-ho 	 čes-k-ého
článkem 	 člán-k-e-m 	 člán-k-em
čsfr 	 č-s-f-r 	 čsfr
čsn 	 č-s-n 	 čsn
čssr 	 č-s-s-r 	 čssr
čtěte 	 čt-ě-te 	 čt-ě-t-e
čubička 	 čub-ič-k-a 	 čub-ičk-a
čubičku 	 čub-ič-k-u 	 čub-ičk-u
čzpi 	 č-z-p-i 	 čzp-i
šifrovaných 	 šifr-ova-n-ý-ch 	 šifr-ova-n-ých
šmejkal 	 šmejkal 	 šmejka-l
švýcarské 	 švýcar-sk-é 	 švý-carsk-é
šíblová 	 šíbl-ová 	 šíbl-ov-á
žehrat 	 žehr-a-t 	 žehra-t
žehravost 	 žehr-a-v-ost 	 žehrav-ost
železárnách 	 želez-árn-ách 	 želez-ár-n-ách
živnostenského 	 ži-v-n-ost-ensk-ého 	 ži-v-n-osten-sk-ého
životními 	 ži-v-ot-n-í-m-i 	 ži-v-ot-n-ími
