absolventi 	 ab-solv-ent-i 	 absolvent-i
nezačínej 	 ne-za-č-ín-ej 	 ne-začínej
neznámého 	 ne-zn-á-m-é-ho 	 ne-zná-m-ého
neztratitelnost 	 ne-z-trat-i-tel-n-ost 	 nez-trat-i-teln-ost
nezávislý 	 ne-zá-vis-l-ý 	 ne-závisl-ý
neúplných 	 ne-ú-pln-ých 	 ne-ú-plných
nimiž 	 n-imi-ž 	 n-imiž
nitěných 	 nit-ěn-ý-ch 	 nit-ěn-ých
nocovávající 	 noc-ová-v-aj-íc-í 	 nocová-v-ající
nocí 	 noc-í 	 nocí
norem 	 norem 	 nor-em
nosem 	 nos-e-m 	 nos-em
nymburka 	 nymburk-a 	 nymburka
nábytek 	 ná-by-tek 	 ná-bytek
nálady 	 ná-lad-y 	 ná-lady
námořník 	 ná-moř-n-ík 	 ná-mořník
nápadný 	 ná-pad-n-ý 	 ná-padn-ý
nápady 	 ná-pad-y 	 ná-pady
náramného 	 ná-ram-n-é-ho 	 ná-ram-n-ého
nás 	 n-á-s 	 nás
následek 	 ná-sled-ek 	 ná-sledek
následujících 	 ná-sled-uj-íc-ích 	 následujíc-ích
následujícího 	 ná-sled-uj-íc-ího 	 následujíc-ího
návštěvnost 	 návštěv-n-ost 	 náv-štěv-n-ost
návštěvnosti 	 návštěv-n-ost-i 	 náv-štěv-n-ost-i
nějakém 	 ně-jak-é-m 	 ně-jakém
nějakými 	 ně-jak-ými 	 ně-jakými
něm 	 n-ě-m 	 n-ěm
německý 	 něm-ec-k-ý 	 německý
obal 	 o-bal 	 obal
obchodníkův 	 ob-chod-ník-ův 	 obchod-ník-ův
obchodu 	 ob-chod-u 	 ob-chodu
obcích 	 obc-ích 	 obcích
obemknout 	 obe-mk-nou-t 	 obemk-nou-t
obepnout 	 obe-pn-ou-t 	 obe-p-nou-t
objektem 	 ob-jekt-e-m 	 ob-jekt-em
oblažit 	 o-blaž-i-t 	 oblaž-i-t
oblíbený 	 ob-líb-en-ý 	 ob-líbený
obor 	 o-bor 	 obor
obouvatelný 	 ob-ouv-a-teln-ý 	 obouva-teln-ý
obrat 	 o-br-a-t 	 obr-a-t
obrátek 	 ob-rát-ek 	 ob-rátek
obsahující 	 ob-sah-uj-íc-í 	 obsahující
obydlet 	 o-bydl-e-t 	 o-bydl-et
obzvlášť 	 ob-zvlášť 	 obzvlášť
ocejchovávací 	 o-cejch-ová-v-a-c-í 	 ocejchováva-c-í
ochotna 	 ochot-n-a 	 o-chot-n-a
ochranka 	 o-chran-k-a 	 o-chrank-a
odborníky 	 od-bor-n-ík-y 	 od-borníky
odbytové 	 od-by-t-ov-é 	 od-bytov-é
odchylky 	 od-chyl-k-y 	 od-chylky
odevzdám 	 ode-vz-d-á-m 	 ode-vz-d-ám
odevšad 	 ode-vš-ad 	 ode-všad
odečte 	 ode-čt-e 	 odeč-te
odečtení 	 ode-čt-en-í 	 ode-čten-í
odečtou 	 ode-čt-ou 	 odečtou
odkopávat 	 od-kop-á-v-a-t 	 od-kopá-v-at
odkývat 	 od-kýv-a-t 	 od-kýva-t
odmalička 	 od-mal-ičk-a 	 od-maličk-a
odmésti 	 od-mést-i 	 od-més-ti
odpluje 	 od-plu-je 	 od-pluje
odsouvací 	 od-souv-a-c-í 	 od-souv-ací
odst 	 od-st 	 odst
ohořelému 	 o-hoř-e-l-é-mu 	 o-hoř-e-l-ému
ohřebelcovat 	 o-hřeb-el-c-ova-t 	 o-hřebel-c-ova-t
okamžitě 	 ok-a-mžit-ě 	 oka-mžit-ě
okartáčovat 	 o-kartáč-ova-t 	 okartáč-ova-t
okounět 	 okoun-ě-t 	 o-kou-n-ě-t
okrádal 	 o-krád-a-l 	 okrád-a-l
olšanech 	 olšan-e-ch 	 olšan-ech
omegou 	 omeg-ou 	 o-meg-ou
opačném 	 o-pač-n-é-m 	 o-pač-n-ém
operacích 	 oper-ac-ích 	 operac-ích
oplakávat 	 o-plak-á-v-a-t 	 o-plak-á-v-at
opláknout 	 o-plák-nou-t 	 o-plák-nout
oplésti 	 o-plést-i 	 o-plés-ti
opouští 	 o-pouš-t-í 	 o-poušt-í
opovažuješ 	 o-po-važ-u-j-e-š 	 o-po-važ-uje-š
orazítkovat 	 o-raz-í-tk-ova-t 	 o-razí-tk-ova-t
orchestrem 	 orchestr-e-m 	 orchestr-em
organismus 	 organismus 	 organ-ism-us
organizují 	 organ-iz-u-j-í 	 organiz-uj-í
orlik 	 orl-ik 	 orlik
osmitisícový 	 osm-i-tisíc-ov-ý 	 osm-itisíc-ov-ý
osmou 	 osm-ou 	 o-sm-ou
osobu 	 o-sob-u 	 osob-u
ospalost 	 o-sp-a-l-ost 	 o-spa-l-ost
ostatních 	 o-stat-n-í-ch 	 o-stat-ních
osudem 	 o-sud-e-m 	 o-sud-em
osvědčují 	 o-s-věd-č-u-j-í 	 osvědč-uj-í
oxfordského 	 oxford-sk-é-ho 	 oxford-sk-ého
ozřejmit 	 o-zřejm-i-t 	 o-zř-ejm-i-t
očarování 	 o-čar-ová-n-í 	 o-čar-ován-í
očekávají 	 o-ček-á-v-aj-í 	 oček-á-v-ají
očí 	 oč-í 	 očí
očíslit 	 o-čísl-i-t 	 očísl-i-t
očíslovat 	 o-čísl-ova-t 	 očísl-ova-t
oškrabat 	 o-škrab-a-t 	 oškrab-a-t
pacientovi 	 pac-i-ent-ovi 	 pacient-ovi
padesátku 	 pade-sát-k-u 	 pa-desátk-u
padly 	 pad-l-y 	 pad-ly
paláci 	 palác-i 	 paláci
panenka 	 pan-en-k-a 	 pan-enk-a
paničko 	 pan-ič-k-o 	 pan-ičk-o
panáček 	 pan-áč-ek 	 panáček
parukou 	 paruk-ou 	 parukou
pavlačí 	 pavlač-í 	 pavlačí
pavouček 	 pavouč-ek 	 pavouček
pekárenských 	 pek-ár-en-sk-ých 	 pekárenských
perly 	 perl-y 	 per-l-y
perunovy 	 perun-ov-y 	 perunov-y
perutková 	 perut-k-ov-á 	 perutk-ová
pestrý 	 pestr-ý 	 pestrý
petynce 	 pety-n-c-e 	 petync-e
pečiva 	 peč-iv-a 	 pečiv-a
pečivo 	 peč-iv-o 	 peči-v-o
pil 	 pi-l 	 pil
pilují 	 pil-u-j-í 	 pilují
pisklavě 	 pisk-l-av-ě 	 pisk-lav-ě
pitomej 	 pitom-ej 	 pito-mej
plakáty 	 plakát-y 	 plakáty
planul 	 plan-u-l 	 pla-nul
plat 	 plat 	 pla-t
platba 	 plat-b-a 	 plat-ba
plačící 	 plač-í-c-í 	 plačící
pleteného 	 plet-en-é-ho 	 plet-en-ého
plivám 	 pliv-á-m 	 plivám
plochy 	 ploch-y 	 plochy
plodem 	 plod-e-m 	 plod-em
plují 	 plu-j-í 	 plují
plukovník 	 pluk-ov-n-ík 	 pluk-ovník
plutokratismus 	 plut-o-krat-ism-us 	 pluto-krat-ism-us
plácající 	 plác-aj-íc-í 	 plácající
plínku 	 plín-k-u 	 plín-ku
pobočkové 	 po-boč-k-ov-é 	 po-boč-k-ové
pobožnější 	 po-bož-n-ěj-š-í 	 po-božnějš-í
pochází 	 po-cház-í 	 po-chází
pocházím 	 po-cház-í-m 	 po-cházím
podhrnout 	 pod-hrn-ou-t 	 pod-hr-nou-t
podnikatelskou 	 pod-nik-a-tel-sk-ou 	 pod-nik-atel-sk-ou
podnikám 	 pod-nik-á-m 	 pod-nik-ám
podobného 	 po-dob-n-é-ho 	 po-dob-n-ého
podotkl 	 po-do-tk-l 	 po-dotk-l
podvésti 	 pod-vést-i 	 pod-vés-ti
pohlíží 	 po-hlíž-í 	 po-hlíží
pohnutlivé 	 po-h-nu-t-l-i-v-é 	 po-h-nu-t-l-iv-é
pohotovějším 	 po-hotov-ějš-ím 	 pohotovějš-ím
pokročilejším 	 po-kroč-i-l-ejš-ím 	 pokroči-l-ejš-ím
pokývat 	 po-kýv-a-t 	 po-kývat
politických 	 polit-ic-k-ý-ch 	 politických
polska 	 pol-sk-a 	 polska
polská 	 pol-sk-á 	 polská
polských 	 pol-sk-ých 	 polských
pomlaskávat 	 po-mlask-á-v-a-t 	 po-mlaská-v-a-t
pomást 	 po-más-t 	 po-mást
poměrem 	 po-měr-e-m 	 po-měr-em
pomůcek 	 po-můc-ek 	 po-můcek
popelnic 	 po-pel-nic 	 po-pelnic
poplatků 	 po-plat-k-ů 	 po-platk-ů
poplatník 	 po-plat-ník 	 po-platník
poplatníka 	 po-plat-ník-a 	 po-plat-níka
poplatníky 	 po-plat-ník-y 	 po-platníky
poproduktivní 	 po-pro-duk-t-iv-n-í 	 po-produkt-iv-n-í
poptávky 	 po-pt-á-v-k-y 	 po-pt-áv-k-y
porculánu 	 porculán-u 	 porculá-n-u
porovnání 	 po-rovn-ání 	 po-rov-n-á-n-í
porůsti 	 po-růst-i 	 po-růs-ti
posily 	 po-sil-y 	 posil-y
poskytují 	 po-skyt-uj-í 	 poskytují
posluchače 	 po-sluch-a-č-e 	 po-sluch-ač-e
posluchačů 	 po-sluch-a-č-ů 	 po-sluchačů
pospícháme 	 po-spích-á-me 	 po-spíchá-me
postrádám 	 po-strád-á-m 	 po-strád-ám
postýlky 	 po-stýl-k-y 	 po-stýlky
potká 	 po-tk-á 	 potk-á
potraviny 	 po-trav-in-y 	 po-travin-y
potrefený 	 po-tref-en-ý 	 po-trefen-ý
potud 	 po-t-ud 	 pot-ud
pouhém 	 pouh-é-m 	 pouh-ém
poupátko 	 poup-át-k-o 	 po-up-át-k-o
povyrůsti 	 po-vy-růst-i 	 po-vy-růs-ti
povzbudivé 	 po-vz-bud-i-v-é 	 po-vz-bud-iv-é
povšimli 	 po-všim-l-i 	 po-všiml-i
pozdní 	 pozd-n-í 	 pozdní
poztrácet 	 po-z-trác-e-t 	 poz-trác-e-t
počkej 	 po-čk-ej 	 po-čkej
počkám 	 po-čk-á-m 	 počkám
počíhat 	 po-číh-a-t 	 po-číh-at
počítají 	 po-čít-aj-í 	 po-čít-ají
pošlete 	 po-šl-e-te 	 po-šlet-e
pracovníka 	 prac-ov-ník-a 	 prac-ovníka
pragokoncertu 	 prag-o-koncert-u 	 prago-koncert-u
praktickým 	 prakt-ic-k-ý-m 	 praktickým
praktikantům 	 prakt-ik-ant-ům 	 praktikant-ům
pramene 	 pramen-e 	 pra-men-e
pravd 	 prav-d 	 pravd
pravdy 	 prav-d-y 	 prav-dy
pravidel 	 prav-i-del 	 prav-idel
prchavý 	 prch-a-v-ý 	 prch-av-ý
premií 	 prem-i-í 	 premií
princezna 	 princ-ez-n-a 	 princez-n-a
princeznu 	 princ-ez-n-u 	 princez-n-u
princmetálovou 	 princ-metál-ov-ou 	 princmetál-ov-ou
princátky 	 princ-át-k-y 	 princátky
probudím 	 pro-bud-í-m 	 pro-bud-ím
procházka 	 pro-cház-k-a 	 pro-cházk-a
projednáním 	 pro-jed-n-án-ím 	 pro-jedn-á-n-ím
proklábosit 	 pro-klábos-i-t 	 proklábos-i-t
proklásti 	 pro-klást-i 	 pro-klásti
proklímat 	 pro-klím-a-t 	 pro-klím-at
proklímávání 	 pro-klím-á-v-á-n-í 	 pro-klímá-v-á-n-í
prokormidlovavší 	 pro-kormidl-ova-vš-í 	 pro-kormidlova-vší
promnout 	 pro-mn-ou-t 	 pro-m-nou-t
propagace 	 propag-ac-e 	 pro-pagac-e
propíchávat 	 pro-pích-á-v-a-t 	 pro-píchá-v-a-t
prosciutto 	 prosciutt-o 	 pro-sciutt-o
prostou 	 prost-ou 	 pro-st-ou
prostějovsko 	 prostějov-sk-o 	 pro-stěj-ov-sk-o
prostějově 	 prostějov-ě 	 pro-stěj-ov-ě
protiabcházský 	 proti-abcház-sk-ý 	 protiabcházský
protisluneční 	 proti-slun-eč-n-í 	 protisluneč-n-í
protkání 	 pro-tk-á-n-í 	 protká-n-í
proužek 	 prouž-ek 	 proužek
provincií 	 provinc-i-í 	 provincií
pročež 	 pro-č-e-ž 	 pro-č-ež
prošel 	 pro-še-l 	 pro-šel
prstíčky 	 prst-íč-k-y 	 prstíčky
pruhovat 	 pruh-ova-t 	 pruh-ovat
právem 	 práv-e-m 	 práv-em
právních 	 práv-n-ích 	 právních
prýsknout 	 prýsk-nou-t 	 prýsknou-t
psacím 	 ps-a-c-í-m 	 psac-ím
psaním 	 ps-a-n-í-m 	 ps-a-n-ím
psychično 	 psych-ič-n-o 	 psychično
psychologistickou 	 psycho-log-ist-ic-k-ou 	 psych-o-logist-ickou
psům 	 ps-ů-m 	 psům
ptejme 	 pt-ej-me 	 ptej-me
publicita 	 public-it-a 	 publicit-a
publikací 	 publik-ac-í 	 publikac-í
pusinka 	 pus-in-k-a 	 pus-ink-a
pzt 	 p-z-t 	 pzt
páchat 	 pách-a-t 	 pách-at
pápěrka 	 pá-pěr-k-a 	 pápěrk-a
písknout 	 písk-nou-t 	 písk-nout
píti 	 pít-i 	 píti
pódium 	 pódi-um 	 pódium
pěkné 	 pěkn-é 	 pěk-n-é
pěkném 	 pěkn-é-m 	 pěkn-ém
pěst 	 pěst 	 pěs-t
pětikorunovou 	 pět-i-korun-ov-ou 	 pět-ikorun-ov-ou
pětistovkou 	 pět-i-st-ovk-ou 	 pět-ist-ov-k-ou
předcházejí 	 před-cház-e-j-í 	 před-cház-ej-í
předepsanou 	 přede-ps-a-n-ou 	 přede-psan-ou
předepíše 	 přede-píš-e 	 přede-píše
předobjednávání 	 před-ob-jedn-á-v-á-n-í 	 před-objednává-n-í
předpojaté 	 před-po-j-a-t-é 	 před-poj-a-t-é
předpoklady 	 před-po-klad-y 	 před-poklad-y
předprodeje 	 před-pro-d-ej-e 	 před-prodeje
předrahá 	 pře-drah-á 	 předrah-á
předsedům 	 před-sed-ů-m 	 předsedům
předstihujícím 	 před-stih-uj-í-c-í-m 	 předstihujícím
předvýrobní 	 před-vý-rob-n-í 	 před-výrob-n-í
předvědecky 	 před-věd-ec-k-y 	 před-vědeck-y
předzpívat 	 před-zpí-v-a-t 	 před-zpív-a-t
přejímce 	 pře-j-í-m-c-e 	 pře-jím-c-e
překladatel 	 pře-klad-a-tel 	 pře-klad-atel
překážky 	 pře-káž-k-y 	 překážky
přemýšlivější 	 pře-mýšl-iv-ějš-í 	 pře-mýšlivějš-í
přepnout 	 pře-pn-ou-t 	 pře-p-nou-t
přesností 	 přesn-ost-í 	 přesnost-í
přesný 	 přesn-ý 	 pře-sn-ý
přesnější 	 přesn-ěj-š-í 	 přesnější
přesunuly 	 pře-su-nu-l-y 	 pře-sunu-l-y
přihřívat 	 při-hří-v-a-t 	 při-hří-v-at
přijdu 	 při-jd-u 	 při-jdu
připluje 	 při-plu-je 	 při-pluje
připomenout 	 při-po-men-ou-t 	 při-pome-nou-t
připomínky 	 při-po-mín-k-y 	 při-pomínk-y
přivydělávat 	 při-vy-děl-á-v-a-t 	 při-vyděl-á-v-a-t
přizpůsobivosti 	 při-z-pů-sob-i-v-ost-i 	 při-z-pů-sobivosti
přičouditelný 	 při-čoud-i-teln-ý 	 při-čoud-iteln-ý
přišinout 	 při-šin-ou-t 	 při-šinou-t
příjmy 	 pří-jm-y 	 příjmy
přímé 	 přím-é 	 pří-m-é
přímém 	 přím-é-m 	 přím-ém
přísní 	 přísn-í 	 přísní
přítomném 	 pří-t-o-m-n-é-m 	 pří-t-om-n-ém
přítomnými 	 pří-t-o-m-n-ý-m-i 	 pří-t-omn-ými
přízemí 	 pří-zem-í 	 přízem-í
příznivý 	 pří-zn-iv-ý 	 pří-zniv-ý
příštího 	 příšt-í-ho 	 příštího
příštím 	 příšt-ím 	 příštím
příště 	 příšt-ě 	 pří-ště
pšenka 	 pšen-k-a 	 pšenk-a
půlsnímkovost 	 půl-s-ním-k-ov-ost 	 půl-s-ním-kov-ost
působí 	 pů-sob-í 	 působí
québec 	 québec 	 québ-ec
radili 	 rad-i-l-i 	 rad-ili
radomír 	 radomír 	 rad-omír
raketu 	 raket-u 	 raketu
rakousku 	 rakous-k-u 	 rakousk-u
raneček 	 raneč-ek 	 raneček
razítky 	 raz-í-tk-y 	 razítky
regentíkův 	 regent-ík-ův 	 regentík-ův
regály 	 regál-y 	 regály
reklamace 	 reklam-ac-e 	 reklamac-e
reklamu 	 reklam-u 	 reklamu
rektorem 	 rekt-or-em 	 rektor-em
relativita 	 rel-at-iv-it-a 	 rel-ativ-it-a
reportáž 	 re-port-áž 	 reportáž
reprodukční 	 re-pro-duk-č-n-í 	 reproduk-č-n-í
restriktivní 	 re-strikt-iv-n-í 	 restrikt-iv-n-í
revolucí 	 revol-uc-í 	 revolucí
rider 	 rid-er 	 rider
rivalové 	 rival-ové 	 rival-ov-é
rodinný 	 rod-in-n-ý 	 rodin-n-ý
roháček 	 roh-áč-ek 	 roh-áček
rolling 	 roll-ing 	 rolling
rolničit 	 rol-n-ič-i-t 	 rol-nič-i-t
roxby 	 roxby 	 rox-by
rozdíly 	 roz-díl-y 	 rozdíl-y
rozeklát 	 roze-kl-á-t 	 roze-klát
rozhrnula 	 roz-hrn-u-l-a 	 roz-hrnu-l-a
rozkoukávat 	 roz-kouk-á-v-a-t 	 roz-kouká-v-a-t
rozkošným 	 roz-koš-n-ý-m 	 roz-koš-n-ým
rozkuckat 	 roz-kuc-k-a-t 	 roz-kuck-at
rozkývat 	 roz-kýv-a-t 	 roz-kývat
rozkřiknout 	 roz-křik-nou-t 	 roz-křiknou-t
rozpočísti 	 roz-po-číst-i 	 roz-po-čís-ti
rozprodávat 	 roz-pro-d-á-v-a-t 	 roz-prod-á-v-a-t
rozsáhlý 	 roz-sáh-l-ý 	 roz-sáhl-ý
rozumových 	 roz-um-ov-ý-ch 	 roz-umov-ých
rozumí 	 roz-um-í 	 roz-umí
rozutíkat 	 roz-utík-a-t 	 roz-u-tík-a-t
rozvíjí 	 roz-víj-í 	 rozvíj-í
rozšít 	 roz-ší-t 	 roz-šít
rozžhavil 	 roz-žh-av-i-l 	 roz-žhav-il
rupií 	 rupi-í 	 rup-i-í
rázem 	 ráz-e-m 	 ráz-em
ráčkovat 	 ráč-k-ova-t 	 ráč-k-ovat
různými 	 různ-ý-m-i 	 různ-ými
samcoložník 	 samc-o-lož-n-ík 	 samc-olož-ník
samotáři 	 sam-ot-ář-i 	 sam-otář-i
samozřejmá 	 sam-o-zř-ejm-á 	 sam-o-zř-ej-m-á
samsung 	 samsung 	 sam-sung
sankcemi 	 sankc-emi 	 sankcemi
sbíhat 	 s-bíh-a-t 	 sbíh-a-t
schodech 	 s-chod-e-ch 	 s-chod-ech
schody 	 s-chod-y 	 s-chody
schopných 	 s-chop-n-ých 	 schopných
schumlat 	 s-chuml-a-t 	 schuml-a-t
scorpions 	 scorpion-s 	 s-corpions
sebelepší 	 seb-e-lep-š-í 	 sebelepší
sebeničením 	 s-eb-e-ni-č-en-í-m 	 seb-e-nič-en-ím
sebevíce 	 seb-e-víc-e 	 seb-e-více
sedláková 	 sedl-ák-ov-á 	 sed-l-ák-ov-á
sedmihradsku 	 sedmihradsk-u 	 sedmihrad-sk-u
seminární 	 semin-ár-n-í 	 seminárn-í
separátní 	 se-par-át-n-í 	 separátn-í
sepnout 	 se-pn-ou-t 	 se-p-nou-t
setkal 	 se-tk-a-l 	 se-tk-al
seychelančin 	 seychel-an-č-in 	 seychelan-č-in
sešmajdat 	 se-šmajd-a-t 	 se-šmajd-at
sháňku 	 s-háň-k-u 	 s-háň-ku
signalizovali 	 signal-iz-ova-l-i 	 sign-al-iz-ova-l-i
silence 	 silence 	 sil-enc-e
sklapne 	 s-klap-n-e 	 s-klap-ne
skličovat 	 s-klič-ova-t 	 sklič-ovat
skládaly 	 s-klád-a-l-y 	 skládaly
skončil 	 s-konč-i-l 	 skonč-i-l
skončila 	 s-konč-i-l-a 	 skonč-i-l-a
skončí 	 s-konč-í 	 skončí
skrápnout 	 s-kráp-nou-t 	 s-kráp-nout
skrývala 	 s-krýv-a-l-a 	 skrývala
skutečnosti 	 s-kut-eč-n-ost-i 	 skuteč-n-ost-i
skutečném 	 s-kut-eč-n-é-m 	 skuteč-n-ém
skříní 	 skřín-í 	 skříní
skřípět 	 skříp-ě-t 	 skřípě-t
skříňce 	 skříň-c-e 	 skříňce
slavnějším 	 slav-n-ěj-š-í-m 	 slav-nější-m
sledovány 	 sled-ová-n-y 	 sled-ován-y
slibuji 	 s-lib-uj-i 	 slib-uj-i
sloupoví 	 sloup-ov-í 	 sloupoví
slovensko 	 sloven-sk-o 	 slov-en-sk-o
slovník 	 slov-n-ík 	 slovník
slovným 	 slov-n-ý-m 	 slov-n-ým
sluchu 	 sluch-u 	 sluchu
sluncí 	 slun-c-í 	 sluncí
smaragdy 	 smaragd-y 	 smaragdy
smrtelném 	 s-mr-tel-n-é-m 	 s-mr-teln-ém
smrtelnému 	 s-mr-tel-n-é-mu 	 s-mr-teln-ému
smyslových 	 s-mysl-ov-ý-ch 	 s-myslových
smésti 	 s-mést-i 	 s-més-ti
směrem 	 s-měr-e-m 	 s-měr-em
snahami 	 snah-a-m-i 	 snah-ami
snů 	 sn-ů 	 snů
sobectví 	 sob-ec-tv-í 	 sobectv-í
solarmax 	 solar-max 	 solarmax
solidních 	 solid-n-í-ch 	 solid-n-ích
sotva 	 sotva 	 sotv-a
soudním 	 soud-n-ím 	 soud-n-í-m
soukromník 	 sou-krom-ník 	 soukromník
sousedního 	 sou-sed-n-í-ho 	 sou-sed-n-ího
soutěže 	 sou-těž-e 	 sou-těže
soutěži 	 sou-těž-i 	 sou-těži
spaly 	 sp-a-l-y 	 spa-l-y
specialisté 	 speci-al-ist-é 	 special-ist-é
specifickým 	 speci-fic-k-ý-m 	 specifickým
speciál 	 speci-ál 	 speciál
spekulací 	 spekul-ac-í 	 spekulací
spekulantem 	 spek-ul-ant-e-m 	 spek-ul-ant-em
spojkami 	 s-poj-k-a-m-i 	 s-pojkami
spokojíte 	 s-pokoj-í-te 	 s-po-koj-í-te
spolupůsobit 	 spol-u-působ-i-t 	 spol-u-pů-sob-i-t
spolutvořit 	 spol-u-tvoř-i-t 	 spol-utvoř-i-t
sponzorsky 	 sponzor-sk-y 	 s-ponzorsk-y
spoří 	 s-poř-í 	 spoř-í
správních 	 s-práv-n-ích 	 s-práv-ních
spáchat 	 s-pách-a-t 	 s-pách-at
stanovil 	 stanov-i-l 	 stan-ov-i-l
stanovit 	 stan-ov-i-t 	 stanov-i-t
starobní 	 star-ob-n-í 	 star-ob-ní
starožitných 	 star-o-ži-t-n-ých 	 star-ožit-n-ých
starých 	 star-ý-ch 	 star-ých
stavení 	 sta-v-en-í 	 stav-en-í
stejkaně 	 s-tejk-a-n-ě 	 stejk-a-n-ě
stejném 	 stej-n-é-m 	 stejn-ém
stipendium 	 stipendi-um 	 stipendium
stojaté 	 stoj-at-é 	 stoj-a-t-é
stokorunovou 	 st-o-korun-ov-ou 	 stokorun-ov-ou
století 	 st-o-let-í 	 stol-et-í
stones 	 stone-s 	 stones
stovkou 	 st-ovk-ou 	 st-ov-k-ou
stovku 	 st-ovk-u 	 st-ov-k-u
strahov 	 strahov 	 strah-ov
strahova 	 strahov-a 	 strah-ov-a
strahově 	 strahov-ě 	 strah-ov-ě
strava 	 s-trav-a 	 strav-a
strašnicích 	 strašnic-í-ch 	 strašnicích
strnutí 	 s-trn-u-t-í 	 s-tr-nu-t-í
strojírenské 	 stroj-íren-sk-é 	 strojíren-sk-é
studijní 	 stud-ij-n-í 	 studij-n-í
studijních 	 stud-ij-n-ích 	 studij-n-ích
studiích 	 stud-i-í-ch 	 studiích
studovaný 	 stud-ova-n-ý 	 stud-ovan-ý
stužka 	 stuž-k-a 	 stuž-ka
stěžovatel 	 stěž-ova-tel 	 s-těž-ova-tel
střechách 	 střech-á-ch 	 střech-ách
stříbro 	 stříbr-o 	 stříbro
stříbrolesklého 	 stříbr-o-lesk-l-é-ho 	 stříbroleskl-ého
střílí 	 stříl-í 	 střílí
střízlivět 	 stříz-l-iv-ě-t 	 střízl-iv-ě-t
stůl 	 stůl 	 stů-l
superdobrý 	 super-dobr-ý 	 sup-erdobr-ý
supraphon 	 supra-phon 	 supraphon
svát 	 s-vá-t 	 svá-t
svídnici 	 svídnic-i 	 svídnici
svědomím 	 s-věd-om-í-m 	 s-věd-om-ím
světelné 	 svět-el-n-é 	 svět-eln-é
světelných 	 svět-el-n-ých 	 svět-elných
systematický 	 system-at-ic-k-ý 	 systematic-ký
systémem 	 systém-e-m 	 systém-em
sáňkovávací 	 sáň-k-ová-v-a-c-í 	 sáň-k-ováv-a-c-í
sít 	 sí-t 	 sít
sčítávat 	 s-čít-á-v-a-t 	 sčít-á-v-a-t
tabule 	 tabul-e 	 tabule
tajemství 	 taj-em-stv-í 	 taj-emstv-í
takzvaném 	 tak-zv-a-n-é-m 	 tak-zv-a-n-ém
také 	 také 	 tak-é
tati 	 tat-i 	 ta-ti
taxík 	 tax-ík 	 taxík
technickým 	 techn-ic-k-ým 	 technickým
technologického 	 techn-o-log-ick-ého 	 techn-o-logick-ého
telefonního 	 tele-fon-n-í-ho 	 tele-fon-n-ího
televize 	 televize 	 televiz-e
tendenci 	 tend-enc-i 	 tendenc-i
tenounkým 	 ten-oun-k-ý-m 	 ten-ounkým
tepichy 	 tepich-y 	 tepichy
tesklivých 	 tesk-l-iv-ý-ch 	 tesklivých
tetička 	 tet-ič-k-a 	 tet-ičk-a
tikem 	 tik-e-m 	 tik-em
tisknou 	 tisk-n-ou 	 tisk-nou
tiskárnu 	 tisk-árn-u 	 tisk-árnu
tisovitý 	 tis-ovit-ý 	 tisovitý
tj 	 t-j 	 tj
tkalcovnictví 	 tka-lc-ovnic-tv-í 	 tka-l-c-ovnic-tví
tlapkách 	 tlap-k-á-ch 	 tlap-k-ách
tops 	 tops 	 t-ops
treperendo 	 treper-end-o 	 treperend-o
trochu 	 troch-u 	 trochu
tropickém 	 trop-ick-ém 	 tropickém
truhlářský 	 truhl-ář-sk-ý 	 truhlářský
trutnovský 	 trutnov-sk-ý 	 trutnovsk-ý
turbodmychadlo 	 turbo-dmych-adl-o 	 turbodmych-adlo
turbovrtulových 	 turbo-vrt-ul-ov-ých 	 turbovrtul-ov-ých
turecký 	 turec-k-ý 	 turec-ký
turistiky 	 tur-ist-ik-y 	 tur-istik-y
turné 	 turné 	 turn-é
tušící 	 tuš-íc-í 	 tušící
tvrzeními 	 tvrz-en-í-m-i 	 tvrz-en-ími
téhož 	 t-é-ho-ž 	 t-ého-ž
tématu 	 tém-at-u 	 témat-u
tímhle 	 t-í-m-hle 	 t-ím-hle
tímto 	 t-í-m-t-o 	 t-ím-t-o
týdeníku 	 týden-ík-u 	 týd-eník-u
těmi 	 t-ě-m-i 	 t-ěmi
těšili 	 těš-i-l-i 	 těši-li
těší 	 těš-í 	 těší
třemi 	 tř-e-m-i 	 tř-emi
třesoucí 	 třes-ou-c-í 	 třesoucí
třetím 	 tř-e-t-í-m 	 tř-et-í-m
třineckých 	 třinec-k-ých 	 třineckých
třísla 	 třís-l-a 	 třísl-a
ubírat 	 u-bír-a-t 	 u-bír-at
uhlí 	 uhl-í 	 uhlí
ukazuju 	 u-kaz-u-j-u 	 u-kaz-uju
ukrutným 	 u-krut-n-ý-m 	 u-krut-ným
ukryl 	 u-kry-l 	 u-kryl
ukuckat 	 u-kuc-k-a-t 	 ukuckat
ukápnout 	 u-káp-nou-t 	 u-káp-nout
ulici 	 ul-ic-i 	 ulic-i
uloženými 	 u-lož-en-ý-m-i 	 u-lož-en-ými
umdlívat 	 u-mdl-í-v-a-t 	 umdl-í-v-a-t
umožnilo 	 u-možn-i-l-o 	 u-mož-n-i-l-o
uměle 	 u-m-ě-l-e 	 um-ě-l-e
umělostech 	 u-m-ě-l-ost-e-ch 	 um-ě-l-ost-ech
unikát 	 unik-át 	 unikát
